Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
1,1696591040362,06/10/2023 11:17:20,1696598240362,2,06/10/2023 15:17:20,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1696591057890,06/10/2023 11:17:37,1696598257890,2,06/10/2023 15:17:37,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,17344.183,17341.321,17344.183,17344.183,17341.321,17344.183,1,17344.183,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,
3,1696591057997,06/10/2023 11:17:37,1696598257997,2,06/10/2023 15:17:37,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,109.53200000074605,100.1720000000023,109.53200000074605,109.53200000074605,100.1720000000023,109.53200000074605,1,109.53200000074605,0,0,,Video,Video,2,object-8,trial,children,barn,Barn.mp4,Children 1.jpg,1,,1
4,1696591183311,06/10/2023 11:19:43,1696598383311,2,06/10/2023 15:19:43,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,125418.96200000148,125415.223,125418.96200000148,125418.96200000148,125415.223,125418.96200000148,1,125418.96200000148,0,0,,Click To Continue,Continue Button,10,object-24,trial,children,barn,Barn.mp4,Children 1.jpg,1,,2
5,1696591183313,06/10/2023 11:19:43,1696598383313,2,06/10/2023 15:19:43,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,4,16021.533000000003,125415.223,125424.66200000074,16021.533000000003,125415.223,125424.66200000074,1,16021.533000000003,109403.12900000074,0,,Rating Scale,Familiarity,5,object-10,trial,children,barn,Barn.mp4,Children 1.jpg,1,,3
6,1696591183313,06/10/2023 11:19:43,1696598383313,2,06/10/2023 15:19:43,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,29219.682,125415.223,125425.06199999925,29219.682,125415.223,125425.06199999925,1,29219.682,96205.37999999925,0,,Rating Scale,Use,7,object-12,trial,children,barn,Barn.mp4,Children 1.jpg,1,,4
7,1696591183314,06/10/2023 11:19:43,1696598383314,2,06/10/2023 15:19:43,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,4,124396.16399999999,125415.223,125425.46200000148,124396.16399999999,125415.223,125425.46200000148,1,124396.16399999999,1029.298000001494,0,,Rating Scale,Similarity,9,object-14,trial,children,barn,Barn.mp4,Children 1.jpg,1,,5
8,1696591183414,06/10/2023 11:19:43,1696598383414,2,06/10/2023 15:19:43,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,109.81600000223075,100.44599999999627,109.81600000223075,109.81600000223075,100.44599999999627,109.81600000223075,1,109.81600000223075,0,0,,Video,Video,2,object-8,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,6
9,1696591201802,06/10/2023 11:20:01,1696598401802,2,06/10/2023 15:20:01,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,18499.03900000223,18494.097999999998,18499.03900000223,18499.03900000223,18494.097999999998,18499.03900000223,1,18499.03900000223,0,0,,Click To Continue,Continue Button,10,object-24,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,7
10,1696591201804,06/10/2023 11:20:01,1696598401804,2,06/10/2023 15:20:01,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,5045.386999999988,18494.097999999998,18500.93900000074,5045.386999999988,18494.097999999998,18500.93900000074,1,5045.386999999988,13455.552000000753,0,,Rating Scale,Familiarity,5,object-10,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,8
11,1696591201805,06/10/2023 11:20:01,1696598401805,2,06/10/2023 15:20:01,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,response,yes,6866.453999999998,18494.097999999998,18501.239000001486,6866.453999999998,18494.097999999998,18501.239000001486,1,6866.453999999998,11634.785000001488,0,,Rating Scale,Use,7,object-12,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,9
12,1696591201805,06/10/2023 11:20:01,1696598401805,2,06/10/2023 15:20:01,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,17257.881999999983,18494.097999999998,18501.638999999996,17257.881999999983,18494.097999999998,18501.638999999996,1,17257.881999999983,1243.7570000000123,0,,Rating Scale,Similarity,9,object-14,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,10
13,1696591201907,06/10/2023 11:20:01,1696598401907,2,06/10/2023 15:20:01,142915,15,task-qcg3,,32068333,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,3,trial,Screen 1,9lhd9n,1,info,Video start,108.83799999999744,100.37899999998626,108.83799999999744,108.83799999999744,100.37899999998626,108.83799999999744,1,108.83799999999744,0,0,,Video,Video,2,object-8,trial,book,bok,Bok.mp4,Book 1.jpg,3,,11
