Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
1,1698754848255,31/10/2023 12:20:48,1698758448255,1,31/10/2023 14:20:48,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1698754885575,31/10/2023 12:21:25,1698758485575,1,31/10/2023 14:21:25,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,36978.738000000005,36962.064000000006,36978.738000000005,36978.738000000005,36962.064000000006,36978.738000000005,1,36978.738000000005,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,
3,1698754885895,31/10/2023 12:21:25,1698758485895,1,31/10/2023 14:21:25,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,98.45600002383958,83.3700000000099,98.45600002383958,98.45600002383958,83.3700000000099,98.45600002383958,1,98.45600002383958,0,0,,Video,Video,2,object-8,trial,children,barn,Barn.mp4,Children 1.jpg,1,,1
4,1698754913600,31/10/2023 12:21:53,1698758513600,1,31/10/2023 14:21:53,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,28036.24600000596,28023.583999999995,28036.24600000596,28036.24600000596,28023.583999999995,28036.24600000596,1,28036.24600000596,0,0,,Click To Continue,Continue Button,10,object-24,trial,children,barn,Barn.mp4,Children 1.jpg,1,,2
5,1698754916339,31/10/2023 12:21:56,1698758516339,1,31/10/2023 14:21:56,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,30785.74600000596,30779.326999999997,30785.74600000596,30785.74600000596,30779.326999999997,30785.74600000596,1,30785.74600000596,0,0,,Click To Continue,Continue Button,10,object-24,trial,children,barn,Barn.mp4,Children 1.jpg,1,,3
6,1698754938499,31/10/2023 12:22:18,1698758538499,1,31/10/2023 14:22:18,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,52945.54600001788,52931.958999999995,52945.54600001788,52945.54600001788,52931.958999999995,52945.54600001788,1,52945.54600001788,0,0,,Click To Continue,Continue Button,10,object-24,trial,children,barn,Barn.mp4,Children 1.jpg,1,,4
7,1698754938506,31/10/2023 12:22:18,1698758538506,1,31/10/2023 14:22:18,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,50609.422,52931.958999999995,52948.632999999994,50609.422,52931.958999999995,52948.632999999994,1,50609.422,2339.2109999999957,0,,Rating Scale,Familiarity,5,object-10,trial,children,barn,Barn.mp4,Children 1.jpg,1,,5
8,1698754938506,31/10/2023 12:22:18,1698758538506,1,31/10/2023 14:22:18,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,13163.279999999999,52931.958999999995,52948.632999999994,13163.279999999999,52931.958999999995,52948.632999999994,1,13163.279999999999,39785.352999999996,0,,Rating Scale,Use,7,object-12,trial,children,barn,Barn.mp4,Children 1.jpg,1,,6
9,1698754938506,31/10/2023 12:22:18,1698758538506,1,31/10/2023 14:22:18,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,21370.657999999996,52931.958999999995,52948.632999999994,21370.657999999996,52931.958999999995,52948.632999999994,1,21370.657999999996,31577.975,0,,Rating Scale,Similarity,9,object-14,trial,children,barn,Barn.mp4,Children 1.jpg,1,,7
10,1698754938598,31/10/2023 12:22:18,1698758538598,1,31/10/2023 14:22:18,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,113.78300000000245,100.04400000000896,113.78300000000245,113.78300000000245,100.04400000000896,113.78300000000245,1,113.78300000000245,0,0,,Video,Video,2,object-8,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,8
11,1698754954239,31/10/2023 12:22:34,1698758554239,1,31/10/2023 14:22:34,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,15755.387000000002,15743.756000000008,15755.387000000002,15755.387000000002,15743.756000000008,15755.387000000002,1,15755.387000000002,0,0,,Click To Continue,Continue Button,10,object-24,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,9
12,1698754954243,31/10/2023 12:22:34,1698758554243,1,31/10/2023 14:22:34,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,5735.856,15743.756000000008,15759.487000023844,5735.856,15743.756000000008,15759.487000023844,1,5735.856,10023.631000023845,0,,Rating Scale,Familiarity,5,object-10,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,10
13,1698754954244,31/10/2023 12:22:34,1698758554244,1,31/10/2023 14:22:34,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,2,trial,Screen 1,9lhd9n,1,response,yes,7603.343999999997,15743.756000000008,15760.430000000008,7603.343999999997,15743.756000000008,15760.430000000008,1,7603.343999999997,8157.08600000001,0,,Rating Scale,Use,7,object-12,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,11
14,1698754954244,31/10/2023 12:22:34,1698758554244,1,31/10/2023 14:22:34,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,10758.229999999996,15743.756000000008,15760.430000000008,10758.229999999996,15743.756000000008,15760.430000000008,1,10758.229999999996,5002.200000000012,0,,Rating Scale,Similarity,9,object-14,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,12
15,1698754954340,31/10/2023 12:22:34,1698758554340,1,31/10/2023 14:22:34,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,info,Video start,113.26700001787535,100.04399999999441,113.26700001787535,113.26700001787535,100.04399999999441,113.26700001787535,1,113.26700001787535,0,0,,Video,Video,2,object-8,trial,book,bok,Bok.mp4,Book 1.jpg,3,,13
16,1698754963259,31/10/2023 12:22:43,1698758563259,1,31/10/2023 14:22:43,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,continue,,9032.630999999994,9024.471999999994,9032.630999999994,9032.630999999994,9024.471999999994,9032.630999999994,1,9032.630999999994,0,0,,Click To Continue,Continue Button,10,object-24,trial,book,bok,Bok.mp4,Book 1.jpg,3,,14
17,1698754963260,31/10/2023 12:22:43,1698758563260,1,31/10/2023 14:22:43,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,4405.77399999999,9024.471999999994,9033.630999999994,4405.77399999999,9024.471999999994,9033.630999999994,1,4405.77399999999,4627.857000000004,0,,Rating Scale,Familiarity,5,object-10,trial,book,bok,Bok.mp4,Book 1.jpg,3,,15
18,1698754963261,31/10/2023 12:22:43,1698758563261,1,31/10/2023 14:22:43,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,response,yes,5839.737999999998,9024.471999999994,9034.231000023836,5839.737999999998,9024.471999999994,9034.231000023836,1,5839.737999999998,3194.4930000238382,0,,Rating Scale,Use,7,object-12,trial,book,bok,Bok.mp4,Book 1.jpg,3,,16
19,1698754963261,31/10/2023 12:22:43,1698758563261,1,31/10/2023 14:22:43,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,7657.203999999998,9024.471999999994,9034.731000023836,7657.203999999998,9024.471999999994,9034.731000023836,1,7657.203999999998,1377.527000023838,0,,Rating Scale,Similarity,9,object-14,trial,book,bok,Bok.mp4,Book 1.jpg,3,,17
20,1698754963369,31/10/2023 12:22:43,1698758563369,1,31/10/2023 14:22:43,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,info,Video start,117.61400000596012,116.71799999999348,117.61400000596012,117.61400000596012,116.71799999999348,117.61400000596012,1,117.61400000596012,0,0,,Video,Video,2,object-8,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,18
21,1698754974899,31/10/2023 12:22:54,1698758574899,1,31/10/2023 14:22:54,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,continue,,11647.45900001192,11642.270999999993,11647.45900001192,11647.45900001192,11642.270999999993,11647.45900001192,1,11647.45900001192,0,0,,Click To Continue,Continue Button,10,object-24,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,19
22,1698754974904,31/10/2023 12:22:54,1698758574904,1,31/10/2023 14:22:54,142915,17,task-qcg3,,32597813,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,response,7,5789.697,11642.270999999993,11653.259000023842,5789.697,11642.270999999993,11653.259000023842,1,5789.697,5863.562000023841,0,,Rating Scale,Familiarity,5,object-10,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,20
