Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
1,1696838965771,09/10/2023 08:09:25,1696846165771,2,09/10/2023 12:09:25,142915,15,task-qcg3,,32107830,00xovi62,9493027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1696838974054,09/10/2023 08:09:34,1696846174054,2,09/10/2023 12:09:34,142915,15,task-qcg3,,32107830,00xovi62,9493027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,7844.001999999255,7832.521999999999,7844.001999999255,7844.001999999255,7832.521999999999,7844.001999999255,1,7844.001999999255,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,
3,1696838974155,09/10/2023 08:09:34,1696846174155,2,09/10/2023 12:09:34,142915,15,task-qcg3,,32107830,00xovi62,9493027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,111.90999999944187,99.91100000000006,111.90999999944187,111.90999999944187,99.91100000000006,111.90999999944187,1,111.90999999944187,0,0,,Video,Video,2,object-8,trial,children,barn,Barn.mp4,Children 1.jpg,1,,1
4,1696839010431,09/10/2023 08:10:10,1696846210431,2,09/10/2023 12:10:10,142915,15,task-qcg3,,32107830,00xovi62,9493027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,36382.979999999254,36378.703,36382.979999999254,36382.979999999254,36378.703,36382.979999999254,1,36382.979999999254,0,0,,Click To Continue,Continue Button,10,object-24,trial,children,barn,Barn.mp4,Children 1.jpg,1,,2
5,1696839010434,09/10/2023 08:10:10,1696846210434,2,09/10/2023 12:10:10,142915,15,task-qcg3,,32107830,00xovi62,9493027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,12348.176000000001,36378.703,36391.879999999626,12348.176000000001,36378.703,36391.879999999626,1,12348.176000000001,24043.703999999627,0,,Rating Scale,Familiarity,5,object-10,trial,children,barn,Barn.mp4,Children 1.jpg,1,,3
6,1696839010435,09/10/2023 08:10:10,1696846210435,2,09/10/2023 12:10:10,142915,15,task-qcg3,,32107830,00xovi62,9493027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,13765.015000000001,36378.703,36392.379999999626,13765.015000000001,36378.703,36392.379999999626,1,13765.015000000001,22627.364999999627,0,,Rating Scale,Use,7,object-12,trial,children,barn,Barn.mp4,Children 1.jpg,1,,4
7,1696839010435,09/10/2023 08:10:10,1696846210435,2,09/10/2023 12:10:10,142915,15,task-qcg3,,32107830,00xovi62,9493027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,3,18397.621,36378.703,36392.879999999626,18397.621,36378.703,36392.879999999626,1,18397.621,17995.258999999627,0,,Rating Scale,Similarity,9,object-14,trial,children,barn,Barn.mp4,Children 1.jpg,1,,5
8,1696839010532,09/10/2023 08:10:10,1696846210532,2,09/10/2023 12:10:10,142915,15,task-qcg3,,32107830,00xovi62,9493027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,110.42699999962497,99.70499999999447,110.42699999962497,110.42699999962497,99.70499999999447,110.42699999962497,1,110.42699999962497,0,0,,Video,Video,2,object-8,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,6
9,1696839033626,09/10/2023 08:10:33,1696846233626,2,09/10/2023 12:10:33,142915,15,task-qcg3,,32107830,00xovi62,9493027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,23204.776999999252,23196.601000000002,23204.776999999252,23204.776999999252,23196.601000000002,23204.776999999252,1,23204.776999999252,0,0,,Click To Continue,Continue Button,10,object-24,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,7
10,1696839033628,09/10/2023 08:10:33,1696846233628,2,09/10/2023 12:10:33,142915,15,task-qcg3,,32107830,00xovi62,9493027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,7765.303,23196.601000000002,23206.776999999252,7765.303,23196.601000000002,23206.776999999252,1,7765.303,15441.473999999253,0,,Rating Scale,Familiarity,5,object-10,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,8
