Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
1,1699267978347,06/11/2023 10:52:58,1699271578347,1,06/11/2023 12:52:58,142915,20,task-qcg3,,32731171,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1699268053193,06/11/2023 10:54:13,1699271653193,1,06/11/2023 12:54:13,142915,20,task-qcg3,,32731171,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,74587.203,74554.927,74587.203,74587.203,74554.927,74587.203,1,74587.203,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,
3,1699268053276,06/11/2023 10:54:13,1699271653276,1,06/11/2023 12:54:13,142915,20,task-qcg3,,32731171,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,114.6949999523143,103.54499999999825,114.6949999523143,114.6949999523143,103.54499999999825,114.6949999523143,1,114.6949999523143,0,0,,Video,Video,2,object-8,trial,children,barn,Barn.mp4,Children 1.jpg,1,,1
4,1699268076187,06/11/2023 10:54:36,1699271676187,1,06/11/2023 12:54:36,142915,20,task-qcg3,,32731171,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,23021.575999952314,22997.937999999995,23021.575999952314,23021.575999952314,22997.937999999995,23021.575999952314,1,23021.575999952314,0,0,,Click To Continue,Continue Button,10,object-24,trial,children,barn,Barn.mp4,Children 1.jpg,1,,2
5,1699268076189,06/11/2023 10:54:36,1699271676189,1,06/11/2023 12:54:36,142915,20,task-qcg3,,32731171,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,11936.111000000004,22997.937999999995,23027.475999928472,11936.111000000004,22997.937999999995,23027.475999928472,1,11936.111000000004,11091.364999928468,0,,Rating Scale,Familiarity,5,object-10,trial,children,barn,Barn.mp4,Children 1.jpg,1,,3
6,1699268076189,06/11/2023 10:54:36,1699271676189,1,06/11/2023 12:54:36,142915,20,task-qcg3,,32731171,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,14329.396999999997,22997.937999999995,23027.87600002384,14329.396999999997,22997.937999999995,23027.87600002384,1,14329.396999999997,8698.479000023843,0,,Rating Scale,Use,7,object-12,trial,children,barn,Barn.mp4,Children 1.jpg,1,,4
7,1699268076189,06/11/2023 10:54:36,1699271676189,1,06/11/2023 12:54:36,142915,20,task-qcg3,,32731171,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,21229.22499999999,22997.937999999995,23028.37600002384,21229.22499999999,22997.937999999995,23028.37600002384,1,21229.22499999999,1799.1510000238486,0,,Rating Scale,Similarity,9,object-14,trial,children,barn,Barn.mp4,Children 1.jpg,1,,5
8,1699268076272,06/11/2023 10:54:36,1699271676272,1,06/11/2023 12:54:36,142915,20,task-qcg3,,32731171,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,112.66699997616152,103.43899999999849,112.66699997616152,112.66699997616152,103.43899999999849,112.66699997616152,1,112.66699997616152,0,0,,Video,Video,2,object-8,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,6
9,1699268092434,06/11/2023 10:54:52,1699271692434,1,06/11/2023 12:54:52,142915,20,task-qcg3,,32731171,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,16274.537999928478,16258.074999999997,16274.537999928478,16274.537999928478,16258.074999999997,16274.537999928478,1,16274.537999928478,0,0,,Click To Continue,Continue Button,10,object-24,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,7
10,1699268092439,06/11/2023 10:54:52,1699271692439,1,06/11/2023 12:54:52,142915,20,task-qcg3,,32731171,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,7765.635000000009,16258.074999999997,16279.737999976162,7765.635000000009,16258.074999999997,16279.737999976162,1,7765.635000000009,8514.102999976152,0,,Rating Scale,Familiarity,5,object-10,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,8
