Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
1,1696496676377,05/10/2023 09:04:36,1696503876377,2,05/10/2023 13:04:36,142915,11,task-qcg3,,32044451,BLIND,9476778,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3792x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1696496737669,05/10/2023 09:05:37,1696503937669,2,05/10/2023 13:05:37,142915,11,task-qcg3,,32044451,BLIND,9476778,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3792x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,61209.95599999404,61205.202,61209.95599999404,61209.95599999404,61205.202,61209.95599999404,1,61209.95599999404,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,
3,1696496737776,05/10/2023 09:05:37,1696503937776,2,05/10/2023 13:05:37,142915,11,task-qcg3,,32044451,BLIND,9476778,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3792x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,111.67899998808134,100.19700000000012,111.67899998808134,111.67899998808134,100.19700000000012,111.67899998808134,1,111.67899998808134,0,0,,Video,Video,2,object-8,trial,children,barn,Barn.mp4,Children 1.jpg,1,,1
4,1696496760600,05/10/2023 09:06:00,1696503960600,2,05/10/2023 13:06:00,142915,11,task-qcg3,,32044451,BLIND,9476778,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3792x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,22926.154000000002,22920.356000000007,22926.154000000002,22926.154000000002,22920.356000000007,22926.154000000002,1,22926.154000000002,0,0,,Click To Continue,Continue Button,10,object-24,trial,children,barn,Barn.mp4,Children 1.jpg,1,,2
5,1696496760603,05/10/2023 09:06:00,1696503960603,2,05/10/2023 13:06:00,142915,11,task-qcg3,,32044451,BLIND,9476778,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3792x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,11736.170000000006,22920.356000000007,22937.140000000007,11736.170000000006,22920.356000000007,22937.140000000007,1,11736.170000000006,11200.970000000001,0,,Rating Scale,Familiarity,5,object-10,trial,children,barn,Barn.mp4,Children 1.jpg,1,,3
6,1696496760603,05/10/2023 09:06:00,1696503960603,2,05/10/2023 13:06:00,142915,11,task-qcg3,,32044451,BLIND,9476778,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3792x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,13257.280999999995,22920.356000000007,22937.140000000007,13257.280999999995,22920.356000000007,22937.140000000007,1,13257.280999999995,9679.859000000011,0,,Rating Scale,Use,7,object-12,trial,children,barn,Barn.mp4,Children 1.jpg,1,,4
7,1696496760604,05/10/2023 09:06:00,1696503960604,2,05/10/2023 13:06:00,142915,11,task-qcg3,,32044451,BLIND,9476778,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3792x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,1,trial,Screen 1,9lhd9n,1,response,5,21883.797,22920.356000000007,22937.140000000007,21883.797,22920.356000000007,22937.140000000007,1,21883.797,1053.343000000008,0,,Rating Scale,Similarity,9,object-14,trial,children,barn,Barn.mp4,Children 1.jpg,1,,5
8,1696496760699,05/10/2023 09:06:00,1696503960699,2,05/10/2023 13:06:00,142915,11,task-qcg3,,32044451,BLIND,9476778,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3792x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,113.65899999999523,100.39299999999639,113.65899999999523,113.65899999999523,100.39299999999639,113.65899999999523,1,113.65899999999523,0,0,,Video,Video,2,object-8,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,6
9,1696496774150,05/10/2023 09:06:14,1696503974150,2,05/10/2023 13:06:14,142915,11,task-qcg3,,32044451,BLIND,9476778,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3792x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,13558.422000000006,13541.673999999999,13558.422000000006,13558.422000000006,13541.673999999999,13558.422000000006,1,13558.422000000006,0,0,,Click To Continue,Continue Button,10,object-24,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,7
10,1696496774156,05/10/2023 09:06:14,1696503974156,2,05/10/2023 13:06:14,142915,11,task-qcg3,,32044451,BLIND,9476778,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3792x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,4965.312999999995,13541.673999999999,13558.422000000006,4965.312999999995,13541.673999999999,13558.422000000006,1,4965.312999999995,8593.109000000011,0,,Rating Scale,Familiarity,5,object-10,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,8
