Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
1,1696572278948,06/10/2023 06:04:38,1696579478948,2,06/10/2023 10:04:38,142915,13,task-qcg3,,32060146,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1696572315680,06/10/2023 06:05:15,1696579515680,2,06/10/2023 10:05:15,142915,13,task-qcg3,,32060146,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,36620.40099999702,36615.202000000005,36620.40099999702,36620.40099999702,36615.202000000005,36620.40099999702,1,36620.40099999702,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,
3,1696572315787,06/10/2023 06:05:15,1696579515787,2,06/10/2023 10:05:15,142915,13,task-qcg3,,32060146,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,112.3220000089383,99.99599999999919,112.3220000089383,112.3220000089383,99.99599999999919,112.3220000089383,1,112.3220000089383,0,0,,Video,Video,2,object-8,trial,children,barn,Barn.mp4,Children 1.jpg,1,,1
4,1696572347658,06/10/2023 06:05:47,1696579547658,2,06/10/2023 10:05:47,142915,13,task-qcg3,,32060146,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,31977.898999999998,31965.388,31977.898999999998,31977.898999999998,31965.388,31977.898999999998,1,31977.898999999998,0,0,,Click To Continue,Continue Button,10,object-24,trial,children,barn,Barn.mp4,Children 1.jpg,1,,2
5,1696572347660,06/10/2023 06:05:47,1696579547660,2,06/10/2023 10:05:47,142915,13,task-qcg3,,32060146,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,12399.504,31965.388,31982.053999999996,12399.504,31965.388,31982.053999999996,1,12399.504,19582.549999999996,0,,Rating Scale,Familiarity,5,object-10,trial,children,barn,Barn.mp4,Children 1.jpg,1,,3
6,1696572347661,06/10/2023 06:05:47,1696579547661,2,06/10/2023 10:05:47,142915,13,task-qcg3,,32060146,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,16699.331999999995,31965.388,31982.053999999996,16699.331999999995,31965.388,31982.053999999996,1,16699.331999999995,15282.722000000002,0,,Rating Scale,Use,7,object-12,trial,children,barn,Barn.mp4,Children 1.jpg,1,,4
7,1696572347661,06/10/2023 06:05:47,1696579547661,2,06/10/2023 10:05:47,142915,13,task-qcg3,,32060146,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,30665.439999999995,31965.388,31982.053999999996,30665.439999999995,31965.388,31982.053999999996,1,30665.439999999995,1316.6140000000014,0,,Rating Scale,Similarity,9,object-14,trial,children,barn,Barn.mp4,Children 1.jpg,1,,5
8,1696572347754,06/10/2023 06:05:47,1696579547754,2,06/10/2023 10:05:47,142915,13,task-qcg3,,32060146,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,114.2699999999986,99.99599999999919,114.2699999999986,114.2699999999986,99.99599999999919,114.2699999999986,1,114.2699999999986,0,0,,Video,Video,2,object-8,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,6
9,1696572506892,06/10/2023 06:08:26,1696579706892,2,06/10/2023 10:08:26,142915,13,task-qcg3,,32060146,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,159253.31099999702,159243.63,159253.31099999702,159253.31099999702,159243.63,159253.31099999702,1,159253.31099999702,0,0,,Click To Continue,Continue Button,10,object-24,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,7
10,1696572506898,06/10/2023 06:08:26,1696579706898,2,06/10/2023 10:08:26,142915,13,task-qcg3,,32060146,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,7599.695999999996,159243.63,159259.11100000894,7599.695999999996,159243.63,159259.11100000894,1,7599.695999999996,151659.41500000894,0,,Rating Scale,Familiarity,5,object-10,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,8
