Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
1,1696502121965,05/10/2023 10:35:21,1696509321965,2,05/10/2023 14:35:21,142915,11,task-qcg3,,32046701,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1296x726,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1696502135330,05/10/2023 10:35:35,1696509335330,2,05/10/2023 14:35:35,142915,11,task-qcg3,,32046701,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1296x726,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,13283.348,13272.795,13283.348,13283.348,13272.795,13283.348,1,13283.348,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,
3,1696502135415,05/10/2023 10:35:35,1696509335415,2,05/10/2023 14:35:35,142915,11,task-qcg3,,32046701,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1296x726,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,95.14199980926502,94.17200000000048,95.14199980926502,95.14199980926502,94.17200000000048,95.14199980926502,1,95.14199980926502,0,0,,Video,Video,2,object-8,trial,children,barn,Barn.mp4,Children 1.jpg,1,,1
4,1696502155817,05/10/2023 10:35:55,1696509355817,2,05/10/2023 14:35:55,142915,11,task-qcg3,,32046701,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1296x726,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,20493.053,20487.695,20493.053,20493.053,20487.695,20493.053,1,20493.053,0,0,,Click To Continue,Continue Button,10,object-24,trial,children,barn,Barn.mp4,Children 1.jpg,1,,2
5,1696502155819,05/10/2023 10:35:55,1696509355819,2,05/10/2023 14:35:55,142915,11,task-qcg3,,32046701,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1296x726,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,11675.510999999999,20487.695,20499.252999809265,11675.510999999999,20487.695,20499.252999809265,1,11675.510999999999,8823.741999809266,0,,Rating Scale,Familiarity,5,object-10,trial,children,barn,Barn.mp4,Children 1.jpg,1,,3
6,1696502155820,05/10/2023 10:35:55,1696509355820,2,05/10/2023 14:35:55,142915,11,task-qcg3,,32046701,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1296x726,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,13772.204000000002,20487.695,20499.852999952316,13772.204000000002,20487.695,20499.852999952316,1,13772.204000000002,6727.648999952315,0,,Rating Scale,Use,7,object-12,trial,children,barn,Barn.mp4,Children 1.jpg,1,,4
7,1696502155820,05/10/2023 10:35:55,1696509355820,2,05/10/2023 14:35:55,142915,11,task-qcg3,,32046701,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1296x726,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,4,19247.134,20487.695,20500.45299985695,19247.134,20487.695,20500.45299985695,1,19247.134,1253.3189998569505,0,,Rating Scale,Similarity,9,object-14,trial,children,barn,Barn.mp4,Children 1.jpg,1,,5
8,1696502155925,05/10/2023 10:35:55,1696509355925,2,05/10/2023 14:35:55,142915,11,task-qcg3,,32046701,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1296x726,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,117.51399995231645,105.1339999999982,117.51399995231645,117.51399995231645,105.1339999999982,117.51399995231645,1,117.51399995231645,0,0,,Video,Video,2,object-8,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,6
9,1696502164388,05/10/2023 10:36:04,1696509364388,2,05/10/2023 14:36:04,142915,11,task-qcg3,,32046701,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1296x726,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,8579.199000000008,8561.927000000003,8579.199000000008,8579.199000000008,8561.927000000003,8579.199000000008,1,8579.199000000008,0,0,,Click To Continue,Continue Button,10,object-24,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,7
10,1696502164389,05/10/2023 10:36:04,1696509364389,2,05/10/2023 14:36:04,142915,11,task-qcg3,,32046701,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1296x726,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,3633.002999999997,8561.927000000003,8579.199000000008,3633.002999999997,8561.927000000003,8579.199000000008,1,3633.002999999997,4946.196000000011,0,,Rating Scale,Familiarity,5,object-10,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,8
