Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
1,1696571025691,06/10/2023 05:43:45,1696578225691,2,06/10/2023 09:43:45,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1696571086065,06/10/2023 05:44:46,1696578286065,2,06/10/2023 09:44:46,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,60253.774,60249.197,60253.774,60253.774,60249.197,60253.774,1,60253.774,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,
3,1696571086415,06/10/2023 05:44:46,1696578286415,2,06/10/2023 09:44:46,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,131.99400000004243,131.99400000004243,131.99400000004243,131.99400000004243,131.99400000004243,131.99400000004243,1,131.99400000004243,0,0,,Video,Video,2,object-8,trial,children,barn,Barn.mp4,Children 1.jpg,1,,1
4,1696571116521,06/10/2023 05:45:16,1696578316521,2,06/10/2023 09:45:16,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,30453.87700001192,30450.264999999992,30453.87700001192,30453.87700001192,30450.264999999992,30453.87700001192,1,30453.87700001192,0,0,,Click To Continue,Continue Button,10,object-24,trial,children,barn,Barn.mp4,Children 1.jpg,1,,2
5,1696571116523,06/10/2023 05:45:16,1696578316523,2,06/10/2023 09:45:16,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,6,14648.805,30450.264999999992,30462.97700003576,14648.805,30450.264999999992,30462.97700003576,1,14648.805,15814.17200003576,0,,Rating Scale,Familiarity,5,object-10,trial,children,barn,Barn.mp4,Children 1.jpg,1,,3
6,1696571116524,06/10/2023 05:45:16,1696578316524,2,06/10/2023 09:45:16,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,17054.246999999996,30450.264999999992,30463.47700003576,17054.246999999996,30450.264999999992,30463.47700003576,1,17054.246999999996,13409.230000035765,0,,Rating Scale,Use,7,object-12,trial,children,barn,Barn.mp4,Children 1.jpg,1,,4
7,1696571116524,06/10/2023 05:45:16,1696578316524,2,06/10/2023 09:45:16,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,1,trial,Screen 1,9lhd9n,1,response,6,22349.09799999999,30450.264999999992,30464.17700002384,22349.09799999999,30450.264999999992,30464.17700002384,1,22349.09799999999,8115.0790000238485,0,,Rating Scale,Similarity,9,object-14,trial,children,barn,Barn.mp4,Children 1.jpg,1,,5
8,1696571116636,06/10/2023 05:45:16,1696578316636,2,06/10/2023 09:45:16,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,124.64600002384721,116.82900000001246,124.64600002384721,124.64600002384721,116.82900000001246,124.64600002384721,1,124.64600002384721,0,0,,Video,Video,2,object-8,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,6
9,1696571143432,06/10/2023 05:45:43,1696578343432,2,06/10/2023 09:45:43,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,26908.112000011926,26892.425000000003,26908.112000011926,26908.112000011926,26892.425000000003,26908.112000011926,1,26908.112000011926,0,0,,Click To Continue,Continue Button,10,object-24,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,7
10,1696571143438,06/10/2023 05:45:43,1696578343438,2,06/10/2023 09:45:43,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,7282.570000000007,26892.425000000003,26909.066999999995,7282.570000000007,26892.425000000003,26909.066999999995,1,7282.570000000007,19626.49699999999,0,,Rating Scale,Familiarity,5,object-10,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,8
11,1696571143440,06/10/2023 05:45:43,1696578343440,2,06/10/2023 09:45:43,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,response,yes,10406.263000000006,26892.425000000003,26909.066999999995,10406.263000000006,26892.425000000003,26909.066999999995,1,10406.263000000006,16502.80399999999,0,,Rating Scale,Use,7,object-12,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,9
12,1696571143442,06/10/2023 05:45:43,1696578343442,2,06/10/2023 09:45:43,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,2,trial,Screen 1,9lhd9n,1,response,4,25572.933000000005,26892.425000000003,26909.066999999995,25572.933000000005,26892.425000000003,26909.066999999995,1,25572.933000000005,1336.133999999991,0,,Rating Scale,Similarity,9,object-14,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,10
13,1696571143788,06/10/2023 05:45:43,1696578343788,2,06/10/2023 09:45:43,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,3,trial,Screen 1,9lhd9n,1,info,Video start,133.25900000000243,129.9249999999738,133.25900000000243,133.25900000000243,129.9249999999738,133.25900000000243,1,133.25900000000243,0,0,,Video,Video,2,object-8,trial,book,bok,Bok.mp4,Book 1.jpg,3,,11
14,1696571150586,06/10/2023 05:45:50,1696578350586,2,06/10/2023 09:45:50,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,3,trial,Screen 1,9lhd9n,1,continue,,7169.487000023844,7165.747000000003,7169.487000023844,7169.487000023844,7165.747000000003,7169.487000023844,1,7169.487000023844,0,0,,Click To Continue,Continue Button,10,object-24,trial,book,bok,Bok.mp4,Book 1.jpg,3,,12
15,1696571150587,06/10/2023 05:45:50,1696578350587,2,06/10/2023 09:45:50,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,3908.8770000000077,7165.747000000003,7170.487000023844,3908.8770000000077,7165.747000000003,7170.487000023844,1,3908.8770000000077,3261.6100000238366,0,,Rating Scale,Familiarity,5,object-10,trial,book,bok,Bok.mp4,Book 1.jpg,3,,13
16,1696571150587,06/10/2023 05:45:50,1696578350587,2,06/10/2023 09:45:50,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,3,trial,Screen 1,9lhd9n,1,response,yes,5161.491999999998,7165.747000000003,7171.287000035765,5161.491999999998,7165.747000000003,7171.287000035765,1,5161.491999999998,2009.7950000357669,0,,Rating Scale,Use,7,object-12,trial,book,bok,Bok.mp4,Book 1.jpg,3,,14
17,1696571150588,06/10/2023 05:45:50,1696578350588,2,06/10/2023 09:45:50,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,5996.872000000003,7165.747000000003,7171.787000035765,5996.872000000003,7165.747000000003,7171.787000035765,1,5996.872000000003,1174.9150000357622,0,,Rating Scale,Similarity,9,object-14,trial,book,bok,Bok.mp4,Book 1.jpg,3,,15
18,1696571150704,06/10/2023 05:45:50,1696578350704,2,06/10/2023 09:45:50,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,4,trial,Screen 1,9lhd9n,1,info,Video start,119.37499998807849,116.9030000000057,119.37499998807849,119.37499998807849,116.9030000000057,119.37499998807849,1,119.37499998807849,0,0,,Video,Video,2,object-8,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,16
19,1696571157110,06/10/2023 05:45:57,1696578357110,2,06/10/2023 09:45:57,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,4,trial,Screen 1,9lhd9n,1,continue,,6528.44000001192,6514.270999999993,6528.44000001192,6528.44000001192,6514.270999999993,6528.44000001192,1,6528.44000001192,0,0,,Click To Continue,Continue Button,10,object-24,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,17
20,1696571157117,06/10/2023 05:45:57,1696578357117,2,06/10/2023 09:45:57,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,4,trial,Screen 1,9lhd9n,1,response,7,3624.7669999999925,6514.270999999993,6530.979999999996,3624.7669999999925,6514.270999999993,6530.979999999996,1,3624.7669999999925,2906.2130000000034,0,,Rating Scale,Familiarity,5,object-10,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,18
21,1696571157118,06/10/2023 05:45:57,1696578357118,2,06/10/2023 09:45:57,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,4,trial,Screen 1,9lhd9n,1,response,yes,4459.990000000005,6514.270999999993,6530.979999999996,4459.990000000005,6514.270999999993,6530.979999999996,1,4459.990000000005,2070.9899999999907,0,,Rating Scale,Use,7,object-12,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,19
22,1696571157118,06/10/2023 05:45:57,1696578357118,2,06/10/2023 09:45:57,142915,13,task-qcg3,,32059972,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list2,survey_list,4,trial,Screen 1,9lhd9n,1,response,7,5362.094999999987,6514.270999999993,6530.979999999996,5362.094999999987,6514.270999999993,6530.979999999996,1,5362.094999999987,1168.8850000000093,0,,Rating Scale,Similarity,9,object-14,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,20
