Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
1,1696911937006,10/10/2023 04:25:37,1696919137006,2,10/10/2023 08:25:37,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1696911947891,10/10/2023 04:25:47,1696919147891,2,10/10/2023 08:25:47,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,10625.474999618531,10613.366,10625.474999618531,10625.474999618531,10613.366,10625.474999618531,1,10625.474999618531,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,
3,1696911948010,10/10/2023 04:25:48,1696919148010,2,10/10/2023 08:25:48,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,130.45399961853101,123.98300000000017,130.45399961853101,130.45399961853101,123.98300000000017,130.45399961853101,1,130.45399961853101,0,0,,Video,Video,2,object-8,trial,children,barn,Barn.mp4,Children 1.jpg,1,,1
4,1696911970264,10/10/2023 04:26:10,1696919170264,2,10/10/2023 08:26:10,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,22374.908999809268,22364.297000000006,22374.908999809268,22374.908999809268,22364.297000000006,22374.908999809268,1,22374.908999809268,0,0,,Click To Continue,Continue Button,10,object-24,trial,children,barn,Barn.mp4,Children 1.jpg,1,,2
5,1696911970267,10/10/2023 04:26:10,1696919170267,2,10/10/2023 08:26:10,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,8257.133,22364.297000000006,22381.651000000013,8257.133,22364.297000000006,22381.651000000013,1,8257.133,14124.518000000013,0,,Rating Scale,Familiarity,5,object-10,trial,children,barn,Barn.mp4,Children 1.jpg,1,,3
6,1696911970268,10/10/2023 04:26:10,1696919170268,2,10/10/2023 08:26:10,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,10724.430000000002,22364.297000000006,22381.651000000013,10724.430000000002,22364.297000000006,22381.651000000013,1,10724.430000000002,11657.22100000001,0,,Rating Scale,Use,7,object-12,trial,children,barn,Barn.mp4,Children 1.jpg,1,,4
7,1696911970269,10/10/2023 04:26:10,1696919170269,2,10/10/2023 08:26:10,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,21726.203,22364.297000000006,22381.651000000013,21726.203,22364.297000000006,22381.651000000013,1,21726.203,655.4480000000112,0,,Rating Scale,Similarity,9,object-14,trial,children,barn,Barn.mp4,Children 1.jpg,1,,5
8,1696911970362,10/10/2023 04:26:10,1696919170362,2,10/10/2023 08:26:10,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,117.7869999046292,106.8159999999989,117.7869999046292,117.7869999046292,106.8159999999989,117.7869999046292,1,117.7869999046292,0,0,,Video,Video,2,object-8,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,6
9,1696911991832,10/10/2023 04:26:31,1696919191832,2,10/10/2023 08:26:31,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,21588.211999713894,21572.968999999997,21588.211999713894,21588.211999713894,21572.968999999997,21588.211999713894,1,21588.211999713894,0,0,,Click To Continue,Continue Button,10,object-24,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,7
10,1696911991838,10/10/2023 04:26:31,1696919191838,2,10/10/2023 08:26:31,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,9381.443,21572.968999999997,21590.792999999998,9381.443,21572.968999999997,21590.792999999998,1,9381.443,12209.349999999999,0,,Rating Scale,Familiarity,5,object-10,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,8
11,1696911991838,10/10/2023 04:26:31,1696919191838,2,10/10/2023 08:26:31,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,2,trial,Screen 1,9lhd9n,1,response,yes,10511.881999999998,21572.968999999997,21590.792999999998,10511.881999999998,21572.968999999997,21590.792999999998,1,10511.881999999998,11078.911,0,,Rating Scale,Use,7,object-12,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,9
12,1696911991839,10/10/2023 04:26:31,1696919191839,2,10/10/2023 08:26:31,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,12427.040999999997,21572.968999999997,21590.792999999998,12427.040999999997,21572.968999999997,21590.792999999998,1,12427.040999999997,9163.752,0,,Rating Scale,Similarity,9,object-14,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,10
13,1696911991946,10/10/2023 04:26:31,1696919191946,2,10/10/2023 08:26:31,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,3,trial,Screen 1,9lhd9n,1,info,Video start,128.5539999999993,126.58999999999651,128.5539999999993,128.5539999999993,126.58999999999651,128.5539999999993,1,128.5539999999993,0,0,,Video,Video,2,object-8,trial,book,bok,Bok.mp4,Book 1.jpg,3,,11
14,1696912000871,10/10/2023 04:26:40,1696919200871,2,10/10/2023 08:26:40,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,3,trial,Screen 1,9lhd9n,1,continue,,9054.34299961853,9050.146999999997,9054.34299961853,9054.34299961853,9050.146999999997,9054.34299961853,1,9054.34299961853,0,0,,Click To Continue,Continue Button,10,object-24,trial,book,bok,Bok.mp4,Book 1.jpg,3,,12
15,1696912000872,10/10/2023 04:26:40,1696919200872,2,10/10/2023 08:26:40,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,5074.692999999999,9050.146999999997,9055.34299961853,5074.692999999999,9050.146999999997,9055.34299961853,1,5074.692999999999,3980.6499996185303,0,,Rating Scale,Familiarity,5,object-10,trial,book,bok,Bok.mp4,Book 1.jpg,3,,13
16,1696912000872,10/10/2023 04:26:40,1696919200872,2,10/10/2023 08:26:40,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,3,trial,Screen 1,9lhd9n,1,response,yes,5989.593999999997,9050.146999999997,9056.042999904632,5989.593999999997,9050.146999999997,9056.042999904632,1,5989.593999999997,3066.4489999046345,0,,Rating Scale,Use,7,object-12,trial,book,bok,Bok.mp4,Book 1.jpg,3,,14
17,1696912000873,10/10/2023 04:26:40,1696919200873,2,10/10/2023 08:26:40,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,8070.404000000002,9050.146999999997,9056.542999904632,8070.404000000002,9050.146999999997,9056.542999904632,1,8070.404000000002,986.1389999046296,0,,Rating Scale,Similarity,9,object-14,trial,book,bok,Bok.mp4,Book 1.jpg,3,,15
18,1696912001000,10/10/2023 04:26:41,1696919201000,2,10/10/2023 08:26:41,142915,15,task-qcg3,,32123848,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,list1,survey_list,4,trial,Screen 1,9lhd9n,1,info,Video start,133.54399961853238,128.4690000000046,133.54399961853238,133.54399961853238,128.4690000000046,133.54399961853238,1,133.54399961853238,0,0,,Video,Video,2,object-8,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,16
