Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
15,1696583841298,06/10/2023 09:17:21,1696591041298,2,06/10/2023 13:17:21,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,4800,8084,8089,4800,8084,8089,1,4800,3289,0,,Rating Scale,Familiarity,5,object-10,trial,book,bok,Bok.mp4,Book 1.jpg,3,,13
16,1696583841299,06/10/2023 09:17:21,1696591041299,2,06/10/2023 13:17:21,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,response,yes,5834,8084,8090.000000000015,5834,8084,8090.000000000015,1,5834,2256.0000000000146,0,,Rating Scale,Use,7,object-12,trial,book,bok,Bok.mp4,Book 1.jpg,3,,14
17,1696583841300,06/10/2023 09:17:21,1696591041300,2,06/10/2023 13:17:21,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,6934,8084,8090.000000000015,6934,8084,8090.000000000015,1,6934,1156.0000000000146,0,,Rating Scale,Similarity,9,object-14,trial,book,bok,Bok.mp4,Book 1.jpg,3,,15
18,1696583841644,06/10/2023 09:17:21,1696591041644,2,06/10/2023 13:17:21,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,info,Video start,111,111,111,111,111,111,1,111,0,0,,Video,Video,2,object-8,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,16
19,1696583849775,06/10/2023 09:17:29,1696591049775,2,06/10/2023 13:17:29,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,continue,,8481,8466,8481,8481,8466,8481,1,8481,0,0,,Click To Continue,Continue Button,10,object-24,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,17
20,1696583849776,06/10/2023 09:17:29,1696591049776,2,06/10/2023 13:17:29,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,response,7,4266,8466,8482,4266,8466,8482,1,4266,4216,0,,Rating Scale,Familiarity,5,object-10,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,18
21,1696583849776,06/10/2023 09:17:29,1696591049776,2,06/10/2023 13:17:29,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,response,yes,5000,8466,8482,5000,8466,8482,1,5000,3482,0,,Rating Scale,Use,7,object-12,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,19
22,1696583849777,06/10/2023 09:17:29,1696591049777,2,06/10/2023 13:17:29,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,response,7,7649,8466,8482,7649,8466,8482,1,7649,833,0,,Rating Scale,Similarity,9,object-14,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,20
23,1696583850111,06/10/2023 09:17:30,1696591050111,2,06/10/2023 13:17:30,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,5,trial,Screen 1,9lhd9n,1,info,Video start,113,113,113,113,113,113,1,113,0,0,,Video,Video,2,object-8,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,21
24,1696583856694,06/10/2023 09:17:36,1696591056694,2,06/10/2023 13:17:36,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,5,trial,Screen 1,9lhd9n,1,continue,,6934.999999999985,6934,6934.999999999985,6934.999999999985,6934,6934.999999999985,1,6934.999999999985,0,0,,Click To Continue,Continue Button,10,object-24,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,22
25,1696583856698,06/10/2023 09:17:36,1696591056698,2,06/10/2023 13:17:36,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,5,trial,Screen 1,9lhd9n,1,response,7,4217,6934,6938,4217,6934,6938,1,4217,2721,0,,Rating Scale,Familiarity,5,object-10,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,23
26,1696583856698,06/10/2023 09:17:36,1696591056698,2,06/10/2023 13:17:36,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,5,trial,Screen 1,9lhd9n,1,response,yes,5000,6934,6939.000000000015,5000,6934,6939.000000000015,1,5000,1939.0000000000146,0,,Rating Scale,Use,7,object-12,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,24
27,1696583856699,06/10/2023 09:17:36,1696591056699,2,06/10/2023 13:17:36,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,5,trial,Screen 1,9lhd9n,1,response,7,5901,6934,6940.000000000015,5901,6934,6940.000000000015,1,5901,1039.0000000000146,0,,Rating Scale,Similarity,9,object-14,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,25
28,1696583857044,06/10/2023 09:17:37,1696591057044,2,06/10/2023 13:17:37,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,6,trial,Screen 1,9lhd9n,1,info,Video start,112,112,112,112,112,112,1,112,0,0,,Video,Video,2,object-8,trial,change,endring,Endring.mp4,Change 1.jpg,6,,26
29,1696583881062,06/10/2023 09:18:01,1696591081062,2,06/10/2023 13:18:01,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,6,trial,Screen 1,9lhd9n,1,continue,,24369,24367,24369,24369,24367,24369,1,24369,0,0,,Click To Continue,Continue Button,10,object-24,trial,change,endring,Endring.mp4,Change 1.jpg,6,,27
30,1696583881066,06/10/2023 09:18:01,1696591081066,2,06/10/2023 13:18:01,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,6,trial,Screen 1,9lhd9n,1,response,4,21451,24367,24373,21451,24367,24373,1,21451,2922,0,,Rating Scale,Familiarity,5,object-10,trial,change,endring,Endring.mp4,Change 1.jpg,6,,28
31,1696583881067,06/10/2023 09:18:01,1696591081067,2,06/10/2023 13:18:01,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,6,trial,Screen 1,9lhd9n,1,response,no,22284,24367,24374,22284,24367,24374,1,22284,2090,0,,Rating Scale,Use,7,object-12,trial,change,endring,Endring.mp4,Change 1.jpg,6,,29
32,1696583881067,06/10/2023 09:18:01,1696591081067,2,06/10/2023 13:18:01,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,6,trial,Screen 1,9lhd9n,1,response,4,23301,24367,24375,23301,24367,24375,1,23301,1074,0,,Rating Scale,Similarity,9,object-14,trial,change,endring,Endring.mp4,Change 1.jpg,6,,30
33,1696583881410,06/10/2023 09:18:01,1696591081410,2,06/10/2023 13:18:01,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,7,trial,Screen 1,9lhd9n,1,info,Video start,109,109,109,109,109,109,1,109,0,0,,Video,Video,2,object-8,trial,family,familie,Familie.mp4,Family 1.jpg,7,,31
34,1696583888041,06/10/2023 09:18:08,1696591088041,2,06/10/2023 13:18:08,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,7,trial,Screen 1,9lhd9n,1,continue,,6982,6967,6982,6982,6967,6982,1,6982,0,0,,Click To Continue,Continue Button,10,object-24,trial,family,familie,Familie.mp4,Family 1.jpg,7,,32
35,1696583888042,06/10/2023 09:18:08,1696591088042,2,06/10/2023 13:18:08,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,7,trial,Screen 1,9lhd9n,1,response,7,4217,6967,6983,4217,6967,6983,1,4217,2766,0,,Rating Scale,Familiarity,5,object-10,trial,family,familie,Familie.mp4,Family 1.jpg,7,,33
36,1696583888043,06/10/2023 09:18:08,1696591088043,2,06/10/2023 13:18:08,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,7,trial,Screen 1,9lhd9n,1,response,yes,4983,6967,6983,4983,6967,6983,1,4983,2000,0,,Rating Scale,Use,7,object-12,trial,family,familie,Familie.mp4,Family 1.jpg,7,,34
37,1696583888043,06/10/2023 09:18:08,1696591088043,2,06/10/2023 13:18:08,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,7,trial,Screen 1,9lhd9n,1,response,7,6284,6967,6984,6284,6967,6984,1,6284,700,0,,Rating Scale,Similarity,9,object-14,trial,family,familie,Familie.mp4,Family 1.jpg,7,,35
38,1696583888368,06/10/2023 09:18:08,1696591088368,2,06/10/2023 13:18:08,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,8,trial,Screen 1,9lhd9n,1,info,Video start,97.87970099963917,95,97.87970099963917,97.87970099963917,95,97.87970099963917,1,97.87970099963917,0,0,,Video,Video,2,object-8,trial,color,farge,Farge.mp4,Color 1.jpg,8,,36
39,1696583896265,06/10/2023 09:18:16,1696591096265,2,06/10/2023 13:18:16,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,8,trial,Screen 1,9lhd9n,1,continue,,8239,8234,8239,8239,8234,8239,1,8239,0,0,,Click To Continue,Continue Button,10,object-24,trial,color,farge,Farge.mp4,Color 1.jpg,8,,37
40,1696583896269,06/10/2023 09:18:16,1696591096269,2,06/10/2023 13:18:16,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,8,trial,Screen 1,9lhd9n,1,response,7,4850,8234,8243,4850,8234,8243,1,4850,3393,0,,Rating Scale,Familiarity,5,object-10,trial,color,farge,Farge.mp4,Color 1.jpg,8,,38
41,1696583896269,06/10/2023 09:18:16,1696591096269,2,06/10/2023 13:18:16,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,8,trial,Screen 1,9lhd9n,1,response,yes,5584,8234,8243,5584,8234,8243,1,5584,2659,0,,Rating Scale,Use,7,object-12,trial,color,farge,Farge.mp4,Color 1.jpg,8,,39
42,1696583896270,06/10/2023 09:18:16,1696591096270,2,06/10/2023 13:18:16,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,8,trial,Screen 1,9lhd9n,1,response,7,7284,8234,8244.00000000003,7284,8234,8244.00000000003,1,7284,960.0000000000291,0,,Rating Scale,Similarity,9,object-14,trial,color,farge,Farge.mp4,Color 1.jpg,8,,40
43,1696583896610,06/10/2023 09:18:16,1696591096610,2,06/10/2023 13:18:16,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,9,trial,Screen 1,9lhd9n,1,info,Video start,109,109,109,109,109,109,1,109,0,0,,Video,Video,2,object-8,trial,engagement,forlovet,Forlovet.mp4,Engagement 1.jpg,9,,41
44,1696583902561,06/10/2023 09:18:22,1696591102561,2,06/10/2023 13:18:22,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,9,trial,Screen 1,9lhd9n,1,continue,,6301,6299,6301,6301,6299,6301,1,6301,0,0,,Click To Continue,Continue Button,10,object-24,trial,engagement,forlovet,Forlovet.mp4,Engagement 1.jpg,9,,42
45,1696583902562,06/10/2023 09:18:22,1696591102562,2,06/10/2023 13:18:22,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,9,trial,Screen 1,9lhd9n,1,response,7,3733,6299,6302,3733,6299,6302,1,3733,2569,0,,Rating Scale,Familiarity,5,object-10,trial,engagement,forlovet,Forlovet.mp4,Engagement 1.jpg,9,,43
46,1696583902562,06/10/2023 09:18:22,1696591102562,2,06/10/2023 13:18:22,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,9,trial,Screen 1,9lhd9n,1,response,yes,4366,6299,6302,4366,6299,6302,1,4366,1936,0,,Rating Scale,Use,7,object-12,trial,engagement,forlovet,Forlovet.mp4,Engagement 1.jpg,9,,44
47,1696583902563,06/10/2023 09:18:22,1696591102563,2,06/10/2023 13:18:22,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,9,trial,Screen 1,9lhd9n,1,response,7,5499,6299,6302,5499,6299,6302,1,5499,803,0,,Rating Scale,Similarity,9,object-14,trial,engagement,forlovet,Forlovet.mp4,Engagement 1.jpg,9,,45
48,1696583902911,06/10/2023 09:18:22,1696591102911,2,06/10/2023 13:18:22,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,10,trial,Screen 1,9lhd9n,1,info,Video start,117,117,117,117,117,117,1,117,0,0,,Video,Video,2,object-8,trial,frog,frosk,Frosk.mp4,Frog 1.jpg,10,,46
49,1696583908129,06/10/2023 09:18:28,1696591108129,2,06/10/2023 13:18:28,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,10,trial,Screen 1,9lhd9n,1,continue,,5570,5568,5570,5570,5568,5570,1,5570,0,0,,Click To Continue,Continue Button,10,object-24,trial,frog,frosk,Frosk.mp4,Frog 1.jpg,10,,47
50,1696583908132,06/10/2023 09:18:28,1696591108132,2,06/10/2023 13:18:28,146116,4,task-qcg3,,32064953,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,777x678,Accepted,,0,familiarity ratings,28,Not on phone,Accepted,,survey_list,10,trial,Screen 1,9lhd9n,1,response,7,3067,5568,5573,3067,5568,5573,1,3067,2506,0,,Rating Scale,Familiarity,5,object-10,trial,frog,frosk,Frosk.mp4,Frog 1.jpg,10,,48
