Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
1,1699364162744,07/11/2023 13:36:02,1699367762744,1,07/11/2023 15:36:02,142915,21,task-qcg3,,32770837,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,842x606,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1699364221252,07/11/2023 13:37:01,1699367821252,1,07/11/2023 15:37:01,142915,21,task-qcg3,,32770837,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,842x606,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,57679.754999997764,57669.31,57679.754999997764,57679.754999997764,57669.31,57679.754999997764,1,57679.754999997764,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,
3,1699364221356,07/11/2023 13:37:01,1699367821356,1,07/11/2023 15:37:01,142915,21,task-qcg3,,32770837,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,842x606,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,114.41799999851105,99.87600000000384,114.41799999851105,114.41799999851105,99.87600000000384,114.41799999851105,1,114.41799999851105,0,0,,Video,Video,2,object-8,trial,children,barn,Barn.mp4,Children 1.jpg,1,,1
4,1699364234511,07/11/2023 13:37:14,1699367834511,1,07/11/2023 15:37:14,142915,21,task-qcg3,,32770837,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,842x606,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,13255.662999999986,13239.009999999995,13255.662999999986,13255.662999999986,13239.009999999995,13255.662999999986,1,13255.662999999986,0,0,,Click To Continue,Continue Button,10,object-24,trial,children,barn,Barn.mp4,Children 1.jpg,1,,2
5,1699364234513,07/11/2023 13:37:14,1699367834513,1,07/11/2023 15:37:14,142915,21,task-qcg3,,32770837,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,842x606,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,1,trial,Screen 1,9lhd9n,1,response,1,4895.851000000002,13239.009999999995,13255.662999999986,4895.851000000002,13239.009999999995,13255.662999999986,1,4895.851000000002,8359.811999999984,0,,Rating Scale,Familiarity,5,object-10,trial,children,barn,Barn.mp4,Children 1.jpg,1,,3
6,1699364234513,07/11/2023 13:37:14,1699367834513,1,07/11/2023 15:37:14,142915,21,task-qcg3,,32770837,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,842x606,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,1,trial,Screen 1,9lhd9n,1,response,no,6361.221000000005,13239.009999999995,13255.662999999986,6361.221000000005,13239.009999999995,13255.662999999986,1,6361.221000000005,6894.441999999981,0,,Rating Scale,Use,7,object-12,trial,children,barn,Barn.mp4,Children 1.jpg,1,,4
7,1699364234514,07/11/2023 13:37:14,1699367834514,1,07/11/2023 15:37:14,142915,21,task-qcg3,,32770837,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,842x606,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,1,trial,Screen 1,9lhd9n,1,response,1,11573.635999999999,13239.009999999995,13255.662999999986,11573.635999999999,13239.009999999995,13255.662999999986,1,11573.635999999999,1682.0269999999873,0,,Rating Scale,Similarity,9,object-14,trial,children,barn,Barn.mp4,Children 1.jpg,1,,5
8,1699364234595,07/11/2023 13:37:14,1699367834595,1,07/11/2023 15:37:14,142915,21,task-qcg3,,32770837,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,842x606,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,114.41399999702617,99.77400000000489,114.41399999702617,114.41399999702617,99.77400000000489,114.41399999702617,1,114.41399999702617,0,0,,Video,Video,2,object-8,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,6
9,1699364240217,07/11/2023 13:37:20,1699367840217,1,07/11/2023 15:37:20,142915,21,task-qcg3,,32770837,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,842x606,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,5735.835000000006,5728.689000000013,5735.835000000006,5735.835000000006,5728.689000000013,5735.835000000006,1,5735.835000000006,0,0,,Click To Continue,Continue Button,10,object-24,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,7
10,1699364240218,07/11/2023 13:37:20,1699367840218,1,07/11/2023 15:37:20,142915,21,task-qcg3,,32770837,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,842x606,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,2914.148000000001,5728.689000000013,5737.835000000006,2914.148000000001,5728.689000000013,5737.835000000006,1,2914.148000000001,2823.6870000000054,0,,Rating Scale,Familiarity,5,object-10,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,8
