Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: rsl_id_gloss,Spreadsheet: video_name,Spreadsheet: picture_name,Manipulation: Spreadsheet,Store: progress
1,1697566015563,17/10/2023 18:06:55,1697573215563,2,17/10/2023 22:06:55,142916,13,task-1v1w,,32316432,0ggw4bbv,9555631,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1697566028694,17/10/2023 18:07:08,1697573228694,2,17/10/2023 22:07:08,142916,13,task-1v1w,,32316432,0ggw4bbv,9555631,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,10743.629000000003,10727.007000000001,10743.629000000003,10743.629000000003,10727.007000000001,10743.629000000003,1,10743.629000000003,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,
3,1697566029132,17/10/2023 18:07:09,1697573229132,2,17/10/2023 22:07:09,142916,13,task-1v1w,,32316432,0ggw4bbv,9555631,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,456.97100002384116,450.0599999999995,456.97100002384116,456.97100002384116,450.0599999999995,456.97100002384116,1,456.97100002384116,0,0,,Video,Video,2,object-8,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,1
4,1697566045401,17/10/2023 18:07:25,1697573245401,2,17/10/2023 22:07:25,142916,13,task-1v1w,,32316432,0ggw4bbv,9555631,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,16716.068,16707.551,16716.068,16716.068,16707.551,16716.068,1,16716.068,0,0,,Click To Continue,Continue Button,10,object-24,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,2
5,1697566045406,17/10/2023 18:07:25,1697573245406,2,17/10/2023 22:07:25,142916,13,task-1v1w,,32316432,0ggw4bbv,9555631,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,8728.283,16707.551,16724.214,8728.283,16707.551,16724.214,1,8728.283,7995.9310000000005,0,,Rating Scale,Familiarity,5,object-10,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,3
6,1697566045407,17/10/2023 18:07:25,1697573245407,2,17/10/2023 22:07:25,142916,13,task-1v1w,,32316432,0ggw4bbv,9555631,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,11393.575,16707.551,16724.214,11393.575,16707.551,16724.214,1,11393.575,5330.638999999999,0,,Rating Scale,Use,7,object-12,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,4
7,1697566045408,17/10/2023 18:07:25,1697573245408,2,17/10/2023 22:07:25,142916,13,task-1v1w,,32316432,0ggw4bbv,9555631,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,15857.720999999998,16707.551,16724.214,15857.720999999998,16707.551,16724.214,1,15857.720999999998,866.4930000000022,0,,Rating Scale,Similarity,9,object-14,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,5
8,1697566045789,17/10/2023 18:07:25,1697573245789,2,17/10/2023 22:07:25,142916,13,task-1v1w,,32316432,0ggw4bbv,9555631,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,407.8250000178812,400.01900000000023,407.8250000178812,407.8250000178812,400.01900000000023,407.8250000178812,1,407.8250000178812,0,0,,Video,Video,2,object-8,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,6
9,1697566052317,17/10/2023 18:07:32,1697573252317,2,17/10/2023 22:07:32,142916,13,task-1v1w,,32316432,0ggw4bbv,9555631,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,6935.817000011921,6929.305,6935.817000011921,6935.817000011921,6929.305,6935.817000011921,1,6935.817000011921,0,0,,Click To Continue,Continue Button,10,object-24,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,7
10,1697566052317,17/10/2023 18:07:32,1697573252317,2,17/10/2023 22:07:32,142916,13,task-1v1w,,32316432,0ggw4bbv,9555631,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,4214.027000000002,6929.305,6936.517,4214.027000000002,6929.305,6936.517,1,4214.027000000002,2722.489999999998,0,,Rating Scale,Familiarity,5,object-10,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,8
