Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: rsl_id_gloss,Spreadsheet: video_name,Spreadsheet: picture_name,Manipulation: Spreadsheet,Store: progress
1,1696433933268,04/10/2023 15:38:53,1696444733268,3,04/10/2023 21:38:53,142916,11,task-1v1w,,32033959,qkorrllg,9473775,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1920x1080,1920x927,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1696434050374,04/10/2023 15:40:50,1696444850374,3,04/10/2023 21:40:50,142916,11,task-1v1w,,32033959,qkorrllg,9473775,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1920x1080,1920x927,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,114824.68,114812.38,114824.68,114824.68,114812.38,114824.68,1,114824.68,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,
3,1696434051155,04/10/2023 15:40:51,1696444851155,3,04/10/2023 21:40:51,142916,11,task-1v1w,,32033959,qkorrllg,9473775,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1920x1080,1920x927,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,595.5800000000029,583.2800000001298,595.5800000000029,595.5800000000029,583.2800000001298,595.5800000000029,1,595.5800000000029,0,0,,Video,Video,2,object-8,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,1
4,1696434066347,04/10/2023 15:41:06,1696444866347,3,04/10/2023 21:41:06,142916,11,task-1v1w,,32033959,qkorrllg,9473775,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1920x1080,1920x927,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,15988.300000000003,15982.720000000016,15988.300000000003,15988.300000000003,15982.720000000016,15988.300000000003,1,15988.300000000003,0,0,,Click To Continue,Continue Button,10,object-24,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,2
5,1696434066351,04/10/2023 15:41:06,1696444866351,3,04/10/2023 21:41:06,142916,11,task-1v1w,,32033959,qkorrllg,9473775,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1920x1080,1920x927,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,6366.440000000002,15982.720000000016,15992.300000000003,6366.440000000002,15982.720000000016,15992.300000000003,1,6366.440000000002,9625.86,0,,Rating Scale,Familiarity,5,object-10,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,3
6,1696434066351,04/10/2023 15:41:06,1696444866351,3,04/10/2023 21:41:06,142916,11,task-1v1w,,32033959,qkorrllg,9473775,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1920x1080,1920x927,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,8399.76000000001,15982.720000000016,15993.300000000003,8399.76000000001,15982.720000000016,15993.300000000003,1,8399.76000000001,7593.539999999994,0,,Rating Scale,Use,7,object-12,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,4
7,1696434066354,04/10/2023 15:41:06,1696444866354,3,04/10/2023 21:41:06,142916,11,task-1v1w,,32033959,qkorrllg,9473775,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1920x1080,1920x927,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,15182.840000000011,15982.720000000016,15994.300000000003,15182.840000000011,15982.720000000016,15994.300000000003,1,15182.840000000011,811.4599999999919,0,,Rating Scale,Similarity,9,object-14,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,5
8,1696434066897,04/10/2023 15:41:06,1696444866897,3,04/10/2023 21:41:06,142916,11,task-1v1w,,32033959,qkorrllg,9473775,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1920x1080,1920x927,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,307.5909999999872,299.78000000008615,307.5909999999872,307.5909999999872,299.78000000008615,307.5909999999872,1,307.5909999999872,0,0,,Video,Video,2,object-8,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,6
9,1696434076788,04/10/2023 15:41:16,1696444876788,3,04/10/2023 21:41:16,142916,11,task-1v1w,,32033959,qkorrllg,9473775,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1920x1080,1920x927,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,10447.579999999987,10432.919999999984,10447.579999999987,10447.579999999987,10432.919999999984,10447.579999999987,1,10447.579999999987,0,0,,Click To Continue,Continue Button,10,object-24,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,7
10,1696434076793,04/10/2023 15:41:16,1696444876793,3,04/10/2023 21:41:16,142916,11,task-1v1w,,32033959,qkorrllg,9473775,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1920x1080,1920x927,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,4916.5,10432.919999999984,10449.579999999987,4916.5,10432.919999999984,10449.579999999987,1,4916.5,5533.079999999987,0,,Rating Scale,Familiarity,5,object-10,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,8
