Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: rsl_id_gloss,Spreadsheet: video_name,Spreadsheet: picture_name,Manipulation: Spreadsheet,Store: progress
1,1696242823433,02/10/2023 10:33:43,1696253623433,3,02/10/2023 16:33:43,142916,11,task-1v1w,,31975810,srf7247b,9455706,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,Accepted,,0,familiarity ratings,17,rsl_list1,Not on phone,,Accepted,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1696242845891,02/10/2023 10:34:05,1696253645891,3,02/10/2023 16:34:05,142916,11,task-1v1w,,31975810,srf7247b,9455706,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,Accepted,,0,familiarity ratings,17,rsl_list1,Not on phone,,Accepted,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,20674.644000000746,20669.607,20674.644000000746,20674.644000000746,20669.607,20674.644000000746,1,20674.644000000746,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,
3,1696242846010,02/10/2023 10:34:06,1696253646010,3,02/10/2023 16:34:06,142916,11,task-1v1w,,31975810,srf7247b,9455706,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,Accepted,,0,familiarity ratings,17,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,123.131000000001,116.58500000000276,123.131000000001,123.131000000001,116.58500000000276,123.131000000001,1,123.131000000001,0,0,,Video,Video,2,object-8,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,1
4,1696242878022,02/10/2023 10:34:38,1696253678022,3,02/10/2023 16:34:38,142916,11,task-1v1w,,31975810,srf7247b,9455706,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,Accepted,,0,familiarity ratings,17,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,32124.237,32111.969000000005,32124.237,32124.237,32111.969000000005,32124.237,1,32124.237,0,0,,Click To Continue,Continue Button,10,object-24,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,2
5,1696242878025,02/10/2023 10:34:38,1696253678025,3,02/10/2023 16:34:38,142916,11,task-1v1w,,31975810,srf7247b,9455706,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,Accepted,,0,familiarity ratings,17,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,7828.227000000003,32111.969000000005,32128.62400000001,7828.227000000003,32111.969000000005,32128.62400000001,1,7828.227000000003,24300.397000000008,0,,Rating Scale,Familiarity,5,object-10,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,3
6,1696242878026,02/10/2023 10:34:38,1696253678026,3,02/10/2023 16:34:38,142916,11,task-1v1w,,31975810,srf7247b,9455706,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,Accepted,,0,familiarity ratings,17,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,17854.913,32111.969000000005,32128.62400000001,17854.913,32111.969000000005,32128.62400000001,1,17854.913,14273.71100000001,0,,Rating Scale,Use,7,object-12,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,4
7,1696242878026,02/10/2023 10:34:38,1696253678026,3,02/10/2023 16:34:38,142916,11,task-1v1w,,31975810,srf7247b,9455706,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,Accepted,,0,familiarity ratings,17,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,4,22501.658000000003,32111.969000000005,32128.62400000001,22501.658000000003,32111.969000000005,32128.62400000001,1,22501.658000000003,9626.966000000008,0,,Rating Scale,Similarity,9,object-14,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,5
8,1696242878122,02/10/2023 10:34:38,1696253678122,3,02/10/2023 16:34:38,142916,11,task-1v1w,,31975810,srf7247b,9455706,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,Accepted,,0,familiarity ratings,17,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,124.55600000036893,116.58499999999913,124.55600000036893,124.55600000036893,116.58499999999913,124.55600000036893,1,124.55600000036893,0,0,,Video,Video,2,object-8,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,6
9,1696242887258,02/10/2023 10:34:47,1696253687258,3,02/10/2023 16:34:47,142916,11,task-1v1w,,31975810,srf7247b,9455706,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,Accepted,,0,familiarity ratings,17,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,9260.555999999997,9243.900999999998,9260.555999999997,9260.555999999997,9243.900999999998,9260.555999999997,1,9260.555999999997,0,0,,Click To Continue,Continue Button,10,object-24,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,7
10,1696242887259,02/10/2023 10:34:47,1696253687259,3,02/10/2023 16:34:47,142916,11,task-1v1w,,31975810,srf7247b,9455706,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,Accepted,,0,familiarity ratings,17,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,5080.150999999998,9243.900999999998,9260.555999999997,5080.150999999998,9243.900999999998,9260.555999999997,1,5080.150999999998,4180.404999999999,0,,Rating Scale,Familiarity,5,object-10,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,8
