Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: rsl_id_gloss,Spreadsheet: video_name,Spreadsheet: picture_name,Manipulation: Spreadsheet,Store: progress
1,1696233073773,02/10/2023 07:51:13,1696243873773,3,02/10/2023 13:51:13,142916,11,task-1v1w,,31972399,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1696233191655,02/10/2023 07:53:11,1696243991655,3,02/10/2023 13:53:11,142916,11,task-1v1w,,31972399,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,113668.29699999999,113651.631,113668.29699999999,113668.29699999999,113651.631,113668.29699999999,1,113668.29699999999,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,
3,1696233191913,02/10/2023 07:53:11,1696243991913,3,02/10/2023 13:53:11,142916,11,task-1v1w,,31972399,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,233.3240000000078,216.65800000001036,233.3240000000078,233.3240000000078,216.65800000001036,233.3240000000078,1,233.3240000000078,0,0,,Video,Video,2,object-8,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,1
4,1696233202296,02/10/2023 07:53:22,1696244002296,3,02/10/2023 13:53:22,142916,11,task-1v1w,,31972399,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,10655.449000000095,10648.410000000003,10655.449000000095,10655.449000000095,10648.410000000003,10655.449000000095,1,10655.449000000095,0,0,,Click To Continue,Continue Button,10,object-24,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,2
5,1696233202298,02/10/2023 07:53:22,1696244002298,3,02/10/2023 13:53:22,142916,11,task-1v1w,,31972399,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,5165.296000000002,10648.410000000003,10665.076000000001,5165.296000000002,10648.410000000003,10665.076000000001,1,5165.296000000002,5499.779999999999,0,,Rating Scale,Familiarity,5,object-10,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,3
6,1696233202299,02/10/2023 07:53:22,1696244002299,3,02/10/2023 13:53:22,142916,11,task-1v1w,,31972399,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,6981.889999999999,10648.410000000003,10665.076000000001,6981.889999999999,10648.410000000003,10665.076000000001,1,6981.889999999999,3683.1860000000015,0,,Rating Scale,Use,7,object-12,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,4
7,1696233202299,02/10/2023 07:53:22,1696244002299,3,02/10/2023 13:53:22,142916,11,task-1v1w,,31972399,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,9381.794000000009,10648.410000000003,10665.076000000001,9381.794000000009,10648.410000000003,10665.076000000001,1,9381.794000000009,1283.281999999992,0,,Rating Scale,Similarity,9,object-14,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,5
8,1696233202572,02/10/2023 07:53:22,1696244002572,3,02/10/2023 13:53:22,142916,11,task-1v1w,,31972399,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,247.6259999999985,233.3240000000078,247.6259999999985,247.6259999999985,233.3240000000078,247.6259999999985,1,247.6259999999985,0,0,,Video,Video,2,object-8,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,6
9,1696233209848,02/10/2023 07:53:29,1696244009848,3,02/10/2023 13:53:29,142916,11,task-1v1w,,31972399,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,7567.338999999905,7557.278000000006,7567.338999999905,7567.338999999905,7557.278000000006,7567.338999999905,1,7567.338999999905,0,0,,Click To Continue,Continue Button,10,object-24,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,7
10,1696233209849,02/10/2023 07:53:29,1696244009849,3,02/10/2023 13:53:29,142916,11,task-1v1w,,31972399,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,3974.0880000000034,7557.278000000006,7568.4389999999985,3974.0880000000034,7557.278000000006,7568.4389999999985,1,3974.0880000000034,3594.350999999995,0,,Rating Scale,Familiarity,5,object-10,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,8
