Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: rsl_id_gloss,Spreadsheet: video_name,Spreadsheet: picture_name,Manipulation: Spreadsheet,Store: progress
1,1697454251958,16/10/2023 11:04:11,1697461451958,2,16/10/2023 15:04:11,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1697454381756,16/10/2023 11:06:21,1697461581756,2,16/10/2023 15:06:21,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,127050.51799999851,127046.183,127050.51799999851,127050.51799999851,127046.183,127050.51799999851,1,127050.51799999851,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,
3,1697454382127,16/10/2023 11:06:22,1697461582127,2,16/10/2023 15:06:22,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,374.02699999850756,366.68299999999,374.02699999850756,374.02699999850756,366.68299999999,374.02699999850756,1,374.02699999850756,0,0,,Video,Video,2,object-8,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,1
4,1697454404528,16/10/2023 11:06:44,1697461604528,2,16/10/2023 15:06:44,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,22770.834999998508,22754.100000000006,22770.834999998508,22770.834999998508,22754.100000000006,22770.834999998508,1,22770.834999998508,0,0,,Click To Continue,Continue Button,10,object-24,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,2
5,1697454404529,16/10/2023 11:06:44,1697461604529,2,16/10/2023 15:06:44,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,17640.040000000008,22754.100000000006,22770.99900000001,17640.040000000008,22754.100000000006,22770.99900000001,1,17640.040000000008,5130.959000000003,0,,Rating Scale,Familiarity,5,object-10,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,3
6,1697454404530,16/10/2023 11:06:44,1697461604530,2,16/10/2023 15:06:44,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,8795.187000000005,22754.100000000006,22770.99900000001,8795.187000000005,22754.100000000006,22770.99900000001,1,8795.187000000005,13975.812000000005,0,,Rating Scale,Use,7,object-12,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,4
7,1697454404530,16/10/2023 11:06:44,1697461604530,2,16/10/2023 15:06:44,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,22037.870999999985,22754.100000000006,22770.99900000001,22037.870999999985,22754.100000000006,22770.99900000001,1,22037.870999999985,733.1280000000261,0,,Rating Scale,Similarity,9,object-14,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,5
8,1697454404895,16/10/2023 11:06:44,1697461604895,2,16/10/2023 15:06:44,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,389.3959999955215,383.34699999997974,389.3959999955215,389.3959999955215,383.34699999997974,389.3959999955215,1,389.3959999955215,0,0,,Video,Video,2,object-8,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,6
9,1697454414077,16/10/2023 11:06:54,1697461614077,2,16/10/2023 15:06:54,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,9570.834999999992,9561.092999999993,9570.834999999992,9570.834999999992,9561.092999999993,9570.834999999992,1,9570.834999999992,0,0,,Click To Continue,Continue Button,10,object-24,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,7
10,1697454414077,16/10/2023 11:06:54,1697461614077,2,16/10/2023 15:06:54,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,6412.8279999999795,9561.092999999993,9571.334999999992,6412.8279999999795,9561.092999999993,9571.334999999992,1,6412.8279999999795,3158.5070000000123,0,,Rating Scale,Familiarity,5,object-10,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,8
11,1697454414077,16/10/2023 11:06:54,1697461614077,2,16/10/2023 15:06:54,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,yes,7045.84599999999,9561.092999999993,9571.634999997012,7045.84599999999,9561.092999999993,9571.634999997012,1,7045.84599999999,2525.788999997021,0,,Rating Scale,Use,7,object-12,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,9
12,1697454414078,16/10/2023 11:06:54,1697461614078,2,16/10/2023 15:06:54,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,8561.68399999998,9561.092999999993,9571.834999999992,8561.68399999998,9561.092999999993,9571.834999999992,1,8561.68399999998,1010.1510000000126,0,,Rating Scale,Similarity,9,object-14,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,10
13,1697454414438,16/10/2023 11:06:54,1697461614438,2,16/10/2023 15:06:54,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,3,trial,Screen 1,9lhd9n,1,info,Video start,371.2100000014885,366.98099999999977,371.2100000014885,371.2100000014885,366.98099999999977,371.2100000014885,1,371.2100000014885,0,0,,Video,Video,2,object-8,trial,color,цвет,3.mp4,Color 2.jpg,,11
14,1697454423106,16/10/2023 11:07:03,1697461623106,2,16/10/2023 15:07:03,142916,13,task-1v1w,,32265606,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,3,trial,Screen 1,9lhd9n,1,continue,,9039.041999997018,9028.399999999994,9039.041999997018,9039.041999997018,9028.399999999994,9039.041999997018,1,9039.041999997018,0,0,,Click To Continue,Continue Button,10,object-24,trial,color,цвет,3.mp4,Color 2.jpg,,12
