Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: rsl_id_gloss,Spreadsheet: video_name,Spreadsheet: picture_name,Manipulation: Spreadsheet,Store: progress
1,1696596483972,06/10/2023 12:48:03,1696607283972,3,06/10/2023 18:48:03,142916,13,task-1v1w,,32072418,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1696596607214,06/10/2023 12:50:07,1696607407214,3,06/10/2023 18:50:07,142916,13,task-1v1w,,32072418,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,119994.74099999925,119988.47,119994.74099999925,119994.74099999925,119988.47,119994.74099999925,1,119994.74099999925,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,
3,1696596607332,06/10/2023 12:50:07,1696607407332,3,06/10/2023 18:50:07,142916,13,task-1v1w,,32072418,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,122.42299999999628,116.72899999999208,122.42299999999628,122.42299999999628,116.72899999999208,122.42299999999628,1,122.42299999999628,0,0,,Video,Video,2,object-8,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,1
4,1696596621403,06/10/2023 12:50:21,1696607421403,3,06/10/2023 18:50:21,142916,13,task-1v1w,,32072418,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,14174.070999999996,14167.283999999985,14174.070999999996,14174.070999999996,14167.283999999985,14174.070999999996,1,14174.070999999996,0,0,,Click To Continue,Continue Button,10,object-24,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,2
5,1696596621409,06/10/2023 12:50:21,1696607421409,3,06/10/2023 18:50:21,142916,13,task-1v1w,,32072418,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,5800.3399999999965,14167.283999999985,14183.97199999998,5800.3399999999965,14167.283999999985,14183.97199999998,1,5800.3399999999965,8383.631999999983,0,,Rating Scale,Familiarity,5,object-10,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,3
6,1696596621411,06/10/2023 12:50:21,1696607421411,3,06/10/2023 18:50:21,142916,13,task-1v1w,,32072418,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,7316.927999999985,14167.283999999985,14183.97199999998,7316.927999999985,14167.283999999985,14183.97199999998,1,7316.927999999985,6867.043999999994,0,,Rating Scale,Use,7,object-12,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,4
7,1696596621412,06/10/2023 12:50:21,1696607421412,3,06/10/2023 18:50:21,142916,13,task-1v1w,,32072418,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,11100.462,14167.283999999985,14183.97199999998,11100.462,14167.283999999985,14183.97199999998,1,11100.462,3083.50999999998,0,,Rating Scale,Similarity,9,object-14,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,5
8,1696596621737,06/10/2023 12:50:21,1696607421737,3,06/10/2023 18:50:21,142916,13,task-1v1w,,32072418,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,156.6060000015013,148.83500000022468,156.6060000015013,156.6060000015013,148.83500000022468,156.6060000015013,1,156.6060000015013,0,0,,Video,Video,2,object-8,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,6
9,1696596631530,06/10/2023 12:50:31,1696607431530,3,06/10/2023 18:50:31,142916,13,task-1v1w,,32072418,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,10155.587000000756,10150.339000000007,10155.587000000756,10155.587000000756,10150.339000000007,10155.587000000756,1,10155.587000000756,0,0,,Click To Continue,Continue Button,10,object-24,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,7
10,1696596631532,06/10/2023 12:50:31,1696607431532,3,06/10/2023 18:50:31,142916,13,task-1v1w,,32072418,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,5050.150000000023,10150.339000000007,10157.587000000756,5050.150000000023,10150.339000000007,10157.587000000756,1,5050.150000000023,5107.437000000733,0,,Rating Scale,Familiarity,5,object-10,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,8
