Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: rsl_id_gloss,Spreadsheet: video_name,Spreadsheet: picture_name,Manipulation: Spreadsheet,Store: progress
1,1696874525095,09/10/2023 18:02:05,1696885325095,3,10/10/2023 00:02:05,142916,13,task-1v1w,,32121111,zah3exrn,9498014,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 23.9.1.1006,1920x1080,1872x932,Accepted,,0,familiarity ratings,19,rsl_list2,Not on phone,,Accepted,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1696874657466,09/10/2023 18:04:17,1696885457466,3,10/10/2023 00:04:17,142916,13,task-1v1w,,32121111,zah3exrn,9498014,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 23.9.1.1006,1920x1080,1872x932,Accepted,,0,familiarity ratings,19,rsl_list2,Not on phone,,Accepted,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,129548.11699998808,129545.39099999999,129548.11699998808,129548.11699998808,129545.39099999999,129548.11699998808,1,129548.11699998808,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,
3,1696874657611,09/10/2023 18:04:17,1696885457611,3,10/10/2023 00:04:17,142916,13,task-1v1w,,32121111,zah3exrn,9498014,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 23.9.1.1006,1920x1080,1872x932,Accepted,,0,familiarity ratings,19,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,147.59099998809165,133.80000000001746,147.59099998809165,147.59099998809165,133.80000000001746,147.59099998809165,1,147.59099998809165,0,0,,Video,Video,2,object-8,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,1
4,1696874692541,09/10/2023 18:04:52,1696885492541,3,10/10/2023 00:04:52,142916,13,task-1v1w,,32121111,zah3exrn,9498014,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 23.9.1.1006,1920x1080,1872x932,Accepted,,0,familiarity ratings,19,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,35074.42599997617,35068.20400000003,35074.42599997617,35074.42599997617,35068.20400000003,35074.42599997617,1,35074.42599997617,0,0,,Click To Continue,Continue Button,10,object-24,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,2
5,1696874692544,09/10/2023 18:04:52,1696885492544,3,10/10/2023 00:04:52,142916,13,task-1v1w,,32121111,zah3exrn,9498014,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 23.9.1.1006,1920x1080,1872x932,Accepted,,0,familiarity ratings,19,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,15449.273000000016,35068.20400000003,35080.42599997617,15449.273000000016,35068.20400000003,35080.42599997617,1,15449.273000000016,19631.152999976155,0,,Rating Scale,Familiarity,5,object-10,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,3
6,1696874692545,09/10/2023 18:04:52,1696885492545,3,10/10/2023 00:04:52,142916,13,task-1v1w,,32121111,zah3exrn,9498014,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 23.9.1.1006,1920x1080,1872x932,Accepted,,0,familiarity ratings,19,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,17467.33600000001,35068.20400000003,35081.12599999405,17467.33600000001,35068.20400000003,35081.12599999405,1,17467.33600000001,17613.789999994042,0,,Rating Scale,Use,7,object-12,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,4
7,1696874692545,09/10/2023 18:04:52,1696885492545,3,10/10/2023 00:04:52,142916,13,task-1v1w,,32121111,zah3exrn,9498014,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 23.9.1.1006,1920x1080,1872x932,Accepted,,0,familiarity ratings,19,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,26593.09700000001,35068.20400000003,35082.02600000001,26593.09700000001,35068.20400000003,35082.02600000001,1,26593.09700000001,8488.929000000004,0,,Rating Scale,Similarity,9,object-14,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,5
8,1696874692652,09/10/2023 18:04:52,1696885492652,3,10/10/2023 00:04:52,142916,13,task-1v1w,,32121111,zah3exrn,9498014,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 23.9.1.1006,1920x1080,1872x932,Accepted,,0,familiarity ratings,19,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,119.23599999998557,116.77899999998044,119.23599999998557,119.23599999998557,116.77899999998044,119.23599999998557,1,119.23599999998557,0,0,,Video,Video,2,object-8,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,6
9,1696874704026,09/10/2023 18:05:04,1696885504026,3,10/10/2023 00:05:04,142916,13,task-1v1w,,32121111,zah3exrn,9498014,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 23.9.1.1006,1920x1080,1872x932,Accepted,,0,familiarity ratings,19,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,11494.021999988065,11478.13499999998,11494.021999988065,11494.021999988065,11478.13499999998,11494.021999988065,1,11494.021999988065,0,0,,Click To Continue,Continue Button,10,object-24,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,7
10,1696874704029,09/10/2023 18:05:04,1696885504029,3,10/10/2023 00:05:04,142916,13,task-1v1w,,32121111,zah3exrn,9498014,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 23.9.1.1006,1920x1080,1872x932,Accepted,,0,familiarity ratings,19,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,5305.301999999996,11478.13499999998,11494.838999999978,5305.301999999996,11478.13499999998,11494.838999999978,1,5305.301999999996,6189.536999999982,0,,Rating Scale,Familiarity,5,object-10,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,8
