Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: rsl_id_gloss,Spreadsheet: video_name,Spreadsheet: picture_name,Manipulation: Spreadsheet,Store: progress
1,1696424588792,04/10/2023 13:03:08,1696435388792,3,04/10/2023 19:03:08,142916,11,task-1v1w,,32030870,96dnyyio,9472740,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1872x958,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1696424707996,04/10/2023 13:05:07,1696435507996,3,04/10/2023 19:05:07,142916,11,task-1v1w,,32030870,96dnyyio,9472740,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1872x958,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,117413.764,117406.818,117413.764,117413.764,117406.818,117413.764,1,117413.764,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,
3,1696424708096,04/10/2023 13:05:08,1696435508096,3,04/10/2023 19:05:08,142916,11,task-1v1w,,32030870,96dnyyio,9472740,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1872x958,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,109.1659999910649,103.97600000000966,109.1659999910649,109.1659999910649,103.97600000000966,109.1659999910649,1,109.1659999910649,0,0,,Video,Video,2,object-8,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,1
4,1696424722678,04/10/2023 13:05:22,1696435522678,3,04/10/2023 19:05:22,142916,11,task-1v1w,,32030870,96dnyyio,9472740,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1872x958,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,14687.230999991065,14682.842999999993,14687.230999991065,14687.230999991065,14682.842999999993,14687.230999991065,1,14687.230999991065,0,0,,Click To Continue,Continue Button,10,object-24,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,2
5,1696424722679,04/10/2023 13:05:22,1696435522679,3,04/10/2023 19:05:22,142916,11,task-1v1w,,32030870,96dnyyio,9472740,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1872x958,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,5886.901000000013,14682.842999999993,14689.725999999995,5886.901000000013,14682.842999999993,14689.725999999995,1,5886.901000000013,8802.824999999983,0,,Rating Scale,Familiarity,5,object-10,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,3
6,1696424722679,04/10/2023 13:05:22,1696435522679,3,04/10/2023 19:05:22,142916,11,task-1v1w,,32030870,96dnyyio,9472740,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1872x958,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,10364.752999999997,14682.842999999993,14689.725999999995,10364.752999999997,14682.842999999993,14689.725999999995,1,10364.752999999997,4324.972999999998,0,,Rating Scale,Use,7,object-12,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,4
7,1696424722679,04/10/2023 13:05:22,1696435522679,3,04/10/2023 19:05:22,142916,11,task-1v1w,,32030870,96dnyyio,9472740,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1872x958,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,13592.880999999994,14682.842999999993,14689.725999999995,13592.880999999994,14682.842999999993,14689.725999999995,1,13592.880999999994,1096.8450000000012,0,,Rating Scale,Similarity,9,object-14,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,5
8,1696424722778,04/10/2023 13:05:22,1696435522778,3,04/10/2023 19:05:22,142916,11,task-1v1w,,32030870,96dnyyio,9472740,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1872x958,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,108.60299998809118,103.8640000000014,108.60299998809118,108.60299998809118,103.8640000000014,108.60299998809118,1,108.60299998809118,0,0,,Video,Video,2,object-8,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,6
9,1696424743034,04/10/2023 13:05:43,1696435543034,3,04/10/2023 19:05:43,142916,11,task-1v1w,,32030870,96dnyyio,9472740,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1872x958,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,20364.08799999405,20361.568,20364.08799999405,20364.08799999405,20361.568,20364.08799999405,1,20364.08799999405,0,0,,Click To Continue,Continue Button,10,object-24,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,7
10,1696424743035,04/10/2023 13:05:43,1696435543035,3,04/10/2023 19:05:43,142916,11,task-1v1w,,32030870,96dnyyio,9472740,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1872x958,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,16688.995000000024,20361.568,20365.68799998809,16688.995000000024,20361.568,20365.68799998809,1,16688.995000000024,3676.6929999880667,0,,Rating Scale,Familiarity,5,object-10,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,8
