Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: rsl_id_gloss,Spreadsheet: video_name,Spreadsheet: picture_name,Manipulation: Spreadsheet,Store: progress
11,1696490428351,05/10/2023 07:20:28,1696501228351,3,05/10/2023 13:20:28,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,yes,6418.668999999994,8007.198999999993,8020.06299999982,6418.668999999994,8007.198999999993,8020.06299999982,1,6418.668999999994,1601.3939999998256,0,,Rating Scale,Use,7,object-12,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,9
12,1696490428354,05/10/2023 07:20:28,1696501228354,3,05/10/2023 13:20:28,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,7272.156000000017,8007.198999999993,8022.462999999727,7272.156000000017,8007.198999999993,8022.462999999727,1,7272.156000000017,750.3069999997097,0,,Rating Scale,Similarity,9,object-14,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,10
13,1696490428500,05/10/2023 07:20:28,1696501228500,3,05/10/2023 13:20:28,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,3,trial,Screen 1,9lhd9n,1,info,Video start,161.92499999973364,150.33600000001024,161.92499999973364,161.92499999973364,150.33600000001024,161.92499999973364,1,161.92499999973364,0,0,,Video,Video,2,object-8,trial,color,цвет,3.mp4,Color 2.jpg,,11
14,1696490443344,05/10/2023 07:20:43,1696501243344,3,05/10/2023 13:20:43,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,3,trial,Screen 1,9lhd9n,1,continue,,15005.763999999734,15002.334000000003,15005.763999999734,15005.763999999734,15002.334000000003,15005.763999999734,1,15005.763999999734,0,0,,Click To Continue,Continue Button,10,object-24,trial,color,цвет,3.mp4,Color 2.jpg,,12
15,1696490443361,05/10/2023 07:20:43,1696501243361,3,05/10/2023 13:20:43,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,9857.482000000018,15002.334000000003,15019.039999999979,9857.482000000018,15002.334000000003,15019.039999999979,1,9857.482000000018,5161.557999999961,0,,Rating Scale,Familiarity,5,object-10,trial,color,цвет,3.mp4,Color 2.jpg,,13
16,1696490443365,05/10/2023 07:20:43,1696501243365,3,05/10/2023 13:20:43,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,3,trial,Screen 1,9lhd9n,1,response,yes,11076.31700000001,15002.334000000003,15019.039999999979,11076.31700000001,15002.334000000003,15019.039999999979,1,11076.31700000001,3942.722999999969,0,,Rating Scale,Use,7,object-12,trial,color,цвет,3.mp4,Color 2.jpg,,14
17,1696490443367,05/10/2023 07:20:43,1696501243367,3,05/10/2023 13:20:43,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,3,trial,Screen 1,9lhd9n,1,response,1,14200.680000000022,15002.334000000003,15019.039999999979,14200.680000000022,15002.334000000003,15019.039999999979,1,14200.680000000022,818.3599999999569,0,,Rating Scale,Similarity,9,object-14,trial,color,цвет,3.mp4,Color 2.jpg,,15
18,1696490443514,05/10/2023 07:20:43,1696501243514,3,05/10/2023 13:20:43,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,4,trial,Screen 1,9lhd9n,1,info,Video start,167.19000000001049,167.05999999999767,167.19000000001049,167.19000000001049,167.05999999999767,167.19000000001049,1,167.19000000001049,0,0,,Video,Video,2,object-8,trial,doll,кукла,4.mp4,Doll 2.jpg,,16
19,1696490453666,05/10/2023 07:20:53,1696501253666,3,05/10/2023 13:20:53,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,4,trial,Screen 1,9lhd9n,1,continue,,10323.529999999824,10307.798999999999,10323.529999999824,10323.529999999824,10307.798999999999,10323.529999999824,1,10323.529999999824,0,0,,Click To Continue,Continue Button,10,object-24,trial,doll,кукла,4.mp4,Doll 2.jpg,,17
20,1696490453679,05/10/2023 07:20:53,1696501253679,3,05/10/2023 13:20:53,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,4,trial,Screen 1,9lhd9n,1,response,7,5579.953999999998,10307.798999999999,10324.504999999976,5579.953999999998,10307.798999999999,10324.504999999976,1,5579.953999999998,4744.550999999978,0,,Rating Scale,Familiarity,5,object-10,trial,doll,кукла,4.mp4,Doll 2.jpg,,18
21,1696490453684,05/10/2023 07:20:53,1696501253684,3,05/10/2023 13:20:53,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,4,trial,Screen 1,9lhd9n,1,response,yes,7051.309999999998,10307.798999999999,10324.504999999976,7051.309999999998,10307.798999999999,10324.504999999976,1,7051.309999999998,3273.194999999978,0,,Rating Scale,Use,7,object-12,trial,doll,кукла,4.mp4,Doll 2.jpg,,19
22,1696490453687,05/10/2023 07:20:53,1696501253687,3,05/10/2023 13:20:53,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,4,trial,Screen 1,9lhd9n,1,response,7,9338.782000000007,10307.798999999999,10324.504999999976,9338.782000000007,10307.798999999999,10324.504999999976,1,9338.782000000007,985.722999999969,0,,Rating Scale,Similarity,9,object-14,trial,doll,кукла,4.mp4,Doll 2.jpg,,20
23,1696490453830,05/10/2023 07:20:53,1696501253830,3,05/10/2023 13:20:53,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,5,trial,Screen 1,9lhd9n,1,info,Video start,173.52200000001142,167.05999999999767,173.52200000001142,173.52200000001142,167.05999999999767,173.52200000001142,1,173.52200000001142,0,0,,Video,Video,2,object-8,trial,east,восток,5.mp4,East 2.jpg,,21
24,1696490468469,05/10/2023 07:21:08,1696501268469,3,05/10/2023 13:21:08,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,5,trial,Screen 1,9lhd9n,1,continue,,14818.657999999996,14801.945000000007,14818.657999999996,14818.657999999996,14801.945000000007,14818.657999999996,1,14818.657999999996,0,0,,Click To Continue,Continue Button,10,object-24,trial,east,восток,5.mp4,East 2.jpg,,22
25,1696490468481,05/10/2023 07:21:08,1696501268481,3,05/10/2023 13:21:08,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,5,trial,Screen 1,9lhd9n,1,response,7,4610.5440000000235,14801.945000000007,14818.657999999996,4610.5440000000235,14801.945000000007,14818.657999999996,1,4610.5440000000235,10208.113999999972,0,,Rating Scale,Familiarity,5,object-10,trial,east,восток,5.mp4,East 2.jpg,,23
26,1696490468485,05/10/2023 07:21:08,1696501268485,3,05/10/2023 13:21:08,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,5,trial,Screen 1,9lhd9n,1,response,yes,5579.941000000021,14801.945000000007,14818.657999999996,5579.941000000021,14801.945000000007,14818.657999999996,1,5579.941000000021,9238.716999999975,0,,Rating Scale,Use,7,object-12,trial,east,восток,5.mp4,East 2.jpg,,24
27,1696490468488,05/10/2023 07:21:08,1696501268488,3,05/10/2023 13:21:08,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,5,trial,Screen 1,9lhd9n,1,response,7,7684.921000000002,14801.945000000007,14818.657999999996,7684.921000000002,14801.945000000007,14818.657999999996,1,7684.921000000002,7133.736999999994,0,,Rating Scale,Similarity,9,object-14,trial,east,восток,5.mp4,East 2.jpg,,25
28,1696490468620,05/10/2023 07:21:08,1696501268620,3,05/10/2023 13:21:08,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,6,trial,Screen 1,9lhd9n,1,info,Video start,163.94799999981817,150.41700000001583,163.94799999981817,163.94799999981817,150.41700000001583,163.94799999981817,1,163.94799999981817,0,0,,Video,Video,2,object-8,trial,frog,лягушка,6.mp4,Frog 2.jpg,,26
29,1696490476457,05/10/2023 07:21:16,1696501276457,3,05/10/2023 13:21:16,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,6,trial,Screen 1,9lhd9n,1,continue,,8002.230999999971,7985.524999999994,8002.230999999971,8002.230999999971,7985.524999999994,8002.230999999971,1,8002.230999999971,0,0,,Click To Continue,Continue Button,10,object-24,trial,frog,лягушка,6.mp4,Frog 2.jpg,,27
30,1696490476458,05/10/2023 07:21:16,1696501276458,3,05/10/2023 13:21:16,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,6,trial,Screen 1,9lhd9n,1,response,7,2973.7050000000163,7985.524999999994,8002.230999999971,2973.7050000000163,7985.524999999994,8002.230999999971,1,2973.7050000000163,5028.525999999954,0,,Rating Scale,Familiarity,5,object-10,trial,frog,лягушка,6.mp4,Frog 2.jpg,,28
31,1696490476460,05/10/2023 07:21:16,1696501276460,3,05/10/2023 13:21:16,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,6,trial,Screen 1,9lhd9n,1,response,yes,6063.356,7985.524999999994,8002.230999999971,6063.356,7985.524999999994,8002.230999999971,1,6063.356,1938.874999999971,0,,Rating Scale,Use,7,object-12,trial,frog,лягушка,6.mp4,Frog 2.jpg,,29
32,1696490476462,05/10/2023 07:21:16,1696501276462,3,05/10/2023 13:21:16,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,6,trial,Screen 1,9lhd9n,1,response,7,7333.812000000005,7985.524999999994,8002.230999999971,7333.812000000005,7985.524999999994,8002.230999999971,1,7333.812000000005,668.4189999999653,0,,Rating Scale,Similarity,9,object-14,trial,frog,лягушка,6.mp4,Frog 2.jpg,,30
33,1696490476613,05/10/2023 07:21:16,1696501276613,3,05/10/2023 13:21:16,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,7,trial,Screen 1,9lhd9n,1,info,Video start,173.453999999824,167.05999999999767,173.453999999824,173.453999999824,167.05999999999767,173.453999999824,1,173.453999999824,0,0,,Video,Video,2,object-8,trial,gorilla,горилла,7.mp4,Gorilla 2.jpg,,31
34,1696490489372,05/10/2023 07:21:29,1696501289372,3,05/10/2023 13:21:29,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,7,trial,Screen 1,9lhd9n,1,continue,,12934.66099999973,12929.426999999996,12934.66099999973,12934.66099999973,12929.426999999996,12934.66099999973,1,12934.66099999973,0,0,,Click To Continue,Continue Button,10,object-24,trial,gorilla,горилла,7.mp4,Gorilla 2.jpg,,32
35,1696490489390,05/10/2023 07:21:29,1696501289390,3,05/10/2023 13:21:29,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,7,trial,Screen 1,9lhd9n,1,response,7,6198.0990000000165,12929.426999999996,12946.09599999999,6198.0990000000165,12929.426999999996,12946.09599999999,1,6198.0990000000165,6747.996999999974,0,,Rating Scale,Familiarity,5,object-10,trial,gorilla,горилла,7.mp4,Gorilla 2.jpg,,33
36,1696490489394,05/10/2023 07:21:29,1696501289394,3,05/10/2023 13:21:29,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,7,trial,Screen 1,9lhd9n,1,response,no,10892.476000000024,12929.426999999996,12946.09599999999,10892.476000000024,12929.426999999996,12946.09599999999,1,10892.476000000024,2053.6199999999662,0,,Rating Scale,Use,7,object-12,trial,gorilla,горилла,7.mp4,Gorilla 2.jpg,,34
37,1696490489396,05/10/2023 07:21:29,1696501289396,3,05/10/2023 13:21:29,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,7,trial,Screen 1,9lhd9n,1,response,7,12245.595000000001,12929.426999999996,12946.09599999999,12245.595000000001,12929.426999999996,12946.09599999999,1,12245.595000000001,700.5009999999893,0,,Rating Scale,Similarity,9,object-14,trial,gorilla,горилла,7.mp4,Gorilla 2.jpg,,35
38,1696490489532,05/10/2023 07:21:29,1696501289532,3,05/10/2023 13:21:29,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,8,trial,Screen 1,9lhd9n,1,info,Video start,165.54899999992108,150.02100000000792,165.54899999992108,165.54899999992108,150.02100000000792,165.54899999992108,1,165.54899999992108,0,0,,Video,Video,2,object-8,trial,magazine,журнал,8.mp4,Magazine 2.jpg,,36
39,1696490496024,05/10/2023 07:21:36,1696501296024,3,05/10/2023 13:21:36,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,8,trial,Screen 1,9lhd9n,1,continue,,6657.534000000014,6650.207000000024,6657.534000000014,6657.534000000014,6650.207000000024,6657.534000000014,1,6657.534000000014,0,0,,Click To Continue,Continue Button,10,object-24,trial,magazine,журнал,8.mp4,Magazine 2.jpg,,37
40,1696490496027,05/10/2023 07:21:36,1696501296027,3,05/10/2023 13:21:36,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,8,trial,Screen 1,9lhd9n,1,response,7,4395.0380000000005,6650.207000000024,6660.233999999735,4395.0380000000005,6650.207000000024,6660.233999999735,1,4395.0380000000005,2265.1959999997343,0,,Rating Scale,Familiarity,5,object-10,trial,magazine,журнал,8.mp4,Magazine 2.jpg,,38
41,1696490496029,05/10/2023 07:21:36,1696501296029,3,05/10/2023 13:21:36,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,8,trial,Screen 1,9lhd9n,1,response,yes,5146.684000000008,6650.207000000024,6662.433999999921,5146.684000000008,6650.207000000024,6662.433999999921,1,5146.684000000008,1515.7499999999127,0,,Rating Scale,Use,7,object-12,trial,magazine,журнал,8.mp4,Magazine 2.jpg,,39
42,1696490496032,05/10/2023 07:21:36,1696501296032,3,05/10/2023 13:21:36,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,8,trial,Screen 1,9lhd9n,1,response,7,5814.835000000021,6650.207000000024,6665.034000000014,5814.835000000021,6650.207000000024,6665.034000000014,1,5814.835000000021,850.1989999999932,0,,Rating Scale,Similarity,9,object-14,trial,magazine,журнал,8.mp4,Magazine 2.jpg,,40
43,1696490496173,05/10/2023 07:21:36,1696501296173,3,05/10/2023 13:21:36,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,9,trial,Screen 1,9lhd9n,1,info,Video start,156.17800000008336,150.3179999999993,156.17800000008336,156.17800000008336,150.3179999999993,156.17800000008336,1,156.17800000008336,0,0,,Video,Video,2,object-8,trial,ring,круг,9.mp4,Ring 2.jpg,,41
44,1696490502760,05/10/2023 07:21:42,1696501302760,3,05/10/2023 13:21:42,142916,11,task-1v1w,,32042646,jsvsplhz,9476391,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Accepted,,0,familiarity ratings,17,rsl_list2,Not on phone,,Accepted,survey_list,9,trial,Screen 1,9lhd9n,1,continue,,6743.026999999711,6733.049999999988,6743.026999999711,6743.026999999711,6733.049999999988,6743.026999999711,1,6743.026999999711,0,0,,Click To Continue,Continue Button,10,object-24,trial,ring,круг,9.mp4,Ring 2.jpg,,42
