Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: rsl_id_gloss,Spreadsheet: video_name,Spreadsheet: picture_name,Manipulation: Spreadsheet,Store: progress
1,1696942535987,10/10/2023 12:55:35,1696949735987,2,10/10/2023 16:55:35,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1696942559798,10/10/2023 12:55:59,1696949759798,2,10/10/2023 16:55:59,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,Instructions,Screen 1,apt9h7,1,continue,,18692.925999997766,18684.124,18692.925999997766,18692.925999997766,18684.124,18692.925999997766,1,18692.925999997766,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,
3,1696942559905,10/10/2023 12:55:59,1696949759905,2,10/10/2023 16:55:59,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,info,Video start,116.33399999925608,99.99600000000282,116.33399999925608,116.33399999925608,99.99600000000282,116.33399999925608,1,116.33399999925608,0,0,,Video,Video,2,object-8,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,1
4,1696942574837,10/10/2023 12:56:14,1696949774837,2,10/10/2023 16:56:14,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,continue,,15041.702000000001,15033.843000000004,15041.702000000001,15041.702000000001,15033.843000000004,15041.702000000001,1,15041.702000000001,0,0,,Click To Continue,Continue Button,10,object-24,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,2
5,1696942574840,10/10/2023 12:56:14,1696949774840,2,10/10/2023 16:56:14,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,7,4999.800000000003,15033.843000000004,15050.50900000001,4999.800000000003,15033.843000000004,15050.50900000001,1,4999.800000000003,10050.709000000006,0,,Rating Scale,Familiarity,5,object-10,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,3
6,1696942574840,10/10/2023 12:56:14,1696949774840,2,10/10/2023 16:56:14,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,yes,7484.145,15033.843000000004,15050.50900000001,7484.145,15033.843000000004,15050.50900000001,1,7484.145,7566.364000000009,0,,Rating Scale,Use,7,object-12,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,4
7,1696942574841,10/10/2023 12:56:14,1696949774841,2,10/10/2023 16:56:14,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,1,trial,Screen 1,9lhd9n,1,response,3,12867.263000000003,15033.843000000004,15050.50900000001,12867.263000000003,15033.843000000004,15050.50900000001,1,12867.263000000003,2183.2460000000065,0,,Rating Scale,Similarity,9,object-14,trial,cabbage,капуста,1.mp4,Cabbage 2.jpg,,5
8,1696942574933,10/10/2023 12:56:14,1696949774933,2,10/10/2023 16:56:14,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,info,Video start,111.36699999776157,99.99599999999919,111.36699999776157,111.36699999776157,99.99599999999919,111.36699999776157,1,111.36699999776157,0,0,,Video,Video,2,object-8,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,6
9,1696942583896,10/10/2023 12:56:23,1696949783896,2,10/10/2023 16:56:23,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,continue,,9074.558999999252,9067.220999999998,9074.558999999252,9074.558999999252,9067.220999999998,9074.558999999252,1,9074.558999999252,0,0,,Click To Continue,Continue Button,10,object-24,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,7
10,1696942583897,10/10/2023 12:56:23,1696949783897,2,10/10/2023 16:56:23,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,5417.366999999998,9067.220999999998,9075.659000000742,5417.366999999998,9067.220999999998,9075.659000000742,1,5417.366999999998,3658.2920000007434,0,,Rating Scale,Familiarity,5,object-10,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,8
11,1696942583897,10/10/2023 12:56:23,1696949783897,2,10/10/2023 16:56:23,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,yes,6450.659,9067.220999999998,9076.159000000742,6450.659,9067.220999999998,9076.159000000742,1,6450.659,2625.500000000742,0,,Rating Scale,Use,7,object-12,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,9
12,1696942583898,10/10/2023 12:56:23,1696949783898,2,10/10/2023 16:56:23,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,2,trial,Screen 1,9lhd9n,1,response,7,7833.936999999998,9067.220999999998,9076.758999998507,7833.936999999998,9067.220999999998,9076.758999998507,1,7833.936999999998,1242.8219999985085,0,,Rating Scale,Similarity,9,object-14,trial,engagement,помолвка,2.mp4,Engagement 2.jpg,,10
13,1696942584002,10/10/2023 12:56:24,1696949784002,2,10/10/2023 16:56:24,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,3,trial,Screen 1,9lhd9n,1,info,Video start,112.996999999999,99.99599999999919,112.996999999999,112.996999999999,99.99599999999919,112.996999999999,1,112.996999999999,0,0,,Video,Video,2,object-8,trial,color,цвет,3.mp4,Color 2.jpg,,11
14,1696942595848,10/10/2023 12:56:35,1696949795848,2,10/10/2023 16:56:35,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,3,trial,Screen 1,9lhd9n,1,continue,,11959.438000000744,11950.413,11959.438000000744,11959.438000000744,11950.413,11959.438000000744,1,11959.438000000744,0,0,,Click To Continue,Continue Button,10,object-24,trial,color,цвет,3.mp4,Color 2.jpg,,12
15,1696942595853,10/10/2023 12:56:35,1696949795853,2,10/10/2023 16:56:35,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,7683.917000000001,11950.413,11965.537999998509,7683.917000000001,11950.413,11965.537999998509,1,7683.917000000001,4281.620999998508,0,,Rating Scale,Familiarity,5,object-10,trial,color,цвет,3.mp4,Color 2.jpg,,13
16,1696942595854,10/10/2023 12:56:35,1696949795854,2,10/10/2023 16:56:35,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,3,trial,Screen 1,9lhd9n,1,response,yes,8817.205000000002,11950.413,11966.137999999999,8817.205000000002,11950.413,11966.137999999999,1,8817.205000000002,3148.9329999999973,0,,Rating Scale,Use,7,object-12,trial,color,цвет,3.mp4,Color 2.jpg,,14
17,1696942595855,10/10/2023 12:56:35,1696949795855,2,10/10/2023 16:56:35,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,3,trial,Screen 1,9lhd9n,1,response,1,11217.108999999997,11950.413,11966.637999999999,11217.108999999997,11950.413,11966.637999999999,1,11217.108999999997,749.5290000000023,0,,Rating Scale,Similarity,9,object-14,trial,color,цвет,3.mp4,Color 2.jpg,,15
18,1696942595953,10/10/2023 12:56:35,1696949795953,2,10/10/2023 16:56:35,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,4,trial,Screen 1,9lhd9n,1,info,Video start,114.32499999925349,99.99599999999919,114.32499999925349,114.32499999925349,99.99599999999919,114.32499999925349,1,114.32499999925349,0,0,,Video,Video,2,object-8,trial,doll,кукла,4.mp4,Doll 2.jpg,,16
19,1696942608447,10/10/2023 12:56:48,1696949808447,2,10/10/2023 16:56:48,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,4,trial,Screen 1,9lhd9n,1,continue,,12609.025000000744,12601.045999999995,12609.025000000744,12609.025000000744,12601.045999999995,12609.025000000744,1,12609.025000000744,0,0,,Click To Continue,Continue Button,10,object-24,trial,doll,кукла,4.mp4,Doll 2.jpg,,17
20,1696942608452,10/10/2023 12:56:48,1696949808452,2,10/10/2023 16:56:48,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,4,trial,Screen 1,9lhd9n,1,response,7,4784.031999999999,12601.045999999995,12613.824999997763,4784.031999999999,12601.045999999995,12613.824999997763,1,4784.031999999999,7829.792999997764,0,,Rating Scale,Familiarity,5,object-10,trial,doll,кукла,4.mp4,Doll 2.jpg,,18
21,1696942608452,10/10/2023 12:56:48,1696949808452,2,10/10/2023 16:56:48,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,4,trial,Screen 1,9lhd9n,1,response,yes,5867.321999999993,12601.045999999995,12614.624999998508,5867.321999999993,12601.045999999995,12614.624999998508,1,5867.321999999993,6747.302999998516,0,,Rating Scale,Use,7,object-12,trial,doll,кукла,4.mp4,Doll 2.jpg,,19
22,1696942608453,10/10/2023 12:56:48,1696949808453,2,10/10/2023 16:56:48,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,4,trial,Screen 1,9lhd9n,1,response,6,11534.421999999999,12601.045999999995,12615.224999999999,11534.421999999999,12601.045999999995,12615.224999999999,1,11534.421999999999,1080.8029999999999,0,,Rating Scale,Similarity,9,object-14,trial,doll,кукла,4.mp4,Doll 2.jpg,,20
23,1696942608553,10/10/2023 12:56:48,1696949808553,2,10/10/2023 16:56:48,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,5,trial,Screen 1,9lhd9n,1,info,Video start,114.38800000074879,99.99599999999919,114.38800000074879,114.38800000074879,99.99599999999919,114.38800000074879,1,114.38800000074879,0,0,,Video,Video,2,object-8,trial,east,восток,5.mp4,East 2.jpg,,21
24,1696942615931,10/10/2023 12:56:55,1696949815931,2,10/10/2023 16:56:55,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,5,trial,Screen 1,9lhd9n,1,continue,,7491.778999997769,7483.034,7491.778999997769,7491.778999997769,7483.034,7491.778999997769,1,7491.778999997769,0,0,,Click To Continue,Continue Button,10,object-24,trial,east,восток,5.mp4,East 2.jpg,,22
25,1696942615931,10/10/2023 12:56:55,1696949815931,2,10/10/2023 16:56:55,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,5,trial,Screen 1,9lhd9n,1,response,7,3399.8640000000014,7483.034,7492.979000000749,3399.8640000000014,7483.034,7492.979000000749,1,3399.8640000000014,4093.1150000007474,0,,Rating Scale,Familiarity,5,object-10,trial,east,восток,5.mp4,East 2.jpg,,23
26,1696942615932,10/10/2023 12:56:55,1696949815932,2,10/10/2023 16:56:55,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,5,trial,Screen 1,9lhd9n,1,response,yes,4516.486000000004,7483.034,7493.479000000749,4516.486000000004,7483.034,7493.479000000749,1,4516.486000000004,2976.9930000007444,0,,Rating Scale,Use,7,object-12,trial,east,восток,5.mp4,East 2.jpg,,24
27,1696942615933,10/10/2023 12:56:55,1696949815933,2,10/10/2023 16:56:55,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,5,trial,Screen 1,9lhd9n,1,response,7,6866.392000000007,7483.034,7494.078999998514,6866.392000000007,7483.034,7494.078999998514,1,6866.392000000007,627.6869999985065,0,,Rating Scale,Similarity,9,object-14,trial,east,восток,5.mp4,East 2.jpg,,25
28,1696942616035,10/10/2023 12:56:56,1696949816035,2,10/10/2023 16:56:56,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,6,trial,Screen 1,9lhd9n,1,info,Video start,113.37300000074913,99.99599999999919,113.37300000074913,113.37300000074913,99.99599999999919,113.37300000074913,1,113.37300000074913,0,0,,Video,Video,2,object-8,trial,frog,лягушка,6.mp4,Frog 2.jpg,,26
29,1696942621881,10/10/2023 12:57:01,1696949821881,2,10/10/2023 16:57:01,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,6,trial,Screen 1,9lhd9n,1,continue,,5959.044999998514,5950.8840000000055,5959.044999998514,5959.044999998514,5950.8840000000055,5959.044999998514,1,5959.044999998514,0,0,,Click To Continue,Continue Button,10,object-24,trial,frog,лягушка,6.mp4,Frog 2.jpg,,27
30,1696942621887,10/10/2023 12:57:01,1696949821887,2,10/10/2023 16:57:01,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,6,trial,Screen 1,9lhd9n,1,response,7,2184.368000000002,5950.8840000000055,5965.344999999259,2184.368000000002,5950.8840000000055,5965.344999999259,1,2184.368000000002,3780.976999999257,0,,Rating Scale,Familiarity,5,object-10,trial,frog,лягушка,6.mp4,Frog 2.jpg,,28
31,1696942621887,10/10/2023 12:57:01,1696949821887,2,10/10/2023 16:57:01,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,6,trial,Screen 1,9lhd9n,1,response,yes,3484.316000000006,5950.8840000000055,5966.044999998514,3484.316000000006,5950.8840000000055,5966.044999998514,1,3484.316000000006,2481.728999998508,0,,Rating Scale,Use,7,object-12,trial,frog,лягушка,6.mp4,Frog 2.jpg,,29
32,1696942621888,10/10/2023 12:57:01,1696949821888,2,10/10/2023 16:57:01,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,6,trial,Screen 1,9lhd9n,1,response,7,4984.2560000000085,5950.8840000000055,5966.544999998514,4984.2560000000085,5950.8840000000055,5966.544999998514,1,4984.2560000000085,982.2889999985055,0,,Rating Scale,Similarity,9,object-14,trial,frog,лягушка,6.mp4,Frog 2.jpg,,30
33,1696942621986,10/10/2023 12:57:01,1696949821986,2,10/10/2023 16:57:01,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,7,trial,Screen 1,9lhd9n,1,info,Video start,114.1829999999986,99.99599999999919,114.1829999999986,114.1829999999986,99.99599999999919,114.1829999999986,1,114.1829999999986,0,0,,Video,Video,2,object-8,trial,gorilla,горилла,7.mp4,Gorilla 2.jpg,,31
34,1696942657630,10/10/2023 12:57:37,1696949857630,2,10/10/2023 16:57:37,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,7,trial,Screen 1,9lhd9n,1,continue,,35758.96099999925,35752.128,35758.96099999925,35758.96099999925,35752.128,35758.96099999925,1,35758.96099999925,0,0,,Click To Continue,Continue Button,10,object-24,trial,gorilla,горилла,7.mp4,Gorilla 2.jpg,,32
35,1696942657633,10/10/2023 12:57:37,1696949857633,2,10/10/2023 16:57:37,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,7,trial,Screen 1,9lhd9n,1,response,7,32568.004,35752.128,35762.761,32568.004,35752.128,35762.761,1,32568.004,3194.756999999998,0,,Rating Scale,Familiarity,5,object-10,trial,gorilla,горилла,7.mp4,Gorilla 2.jpg,,33
36,1696942657634,10/10/2023 12:57:37,1696949857634,2,10/10/2023 16:57:37,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,7,trial,Screen 1,9lhd9n,1,response,yes,33734.623999999996,35752.128,35763.16099999851,33734.623999999996,35752.128,35763.16099999851,1,33734.623999999996,2028.5369999985123,0,,Rating Scale,Use,7,object-12,trial,gorilla,горилла,7.mp4,Gorilla 2.jpg,,34
37,1696942657634,10/10/2023 12:57:37,1696949857634,2,10/10/2023 16:57:37,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,7,trial,Screen 1,9lhd9n,1,response,7,34918.827999999994,35752.128,35763.761,34918.827999999994,35752.128,35763.761,1,34918.827999999994,844.9330000000045,0,,Rating Scale,Similarity,9,object-14,trial,gorilla,горилла,7.mp4,Gorilla 2.jpg,,35
38,1696942657734,10/10/2023 12:57:37,1696949857734,2,10/10/2023 16:57:37,142916,13,task-1v1w,,32137920,jkf9ixte,9503065,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1381x790,Accepted,,0,familiarity ratings,19,rsl_list1,Not on phone,,Accepted,survey_list,8,trial,Screen 1,9lhd9n,1,info,Video start,111.36400000074669,99.99599999999919,111.36400000074669,111.36400000074669,99.99599999999919,111.36400000074669,1,111.36400000074669,0,0,,Video,Video,2,object-8,trial,magazine,журнал,8.mp4,Magazine 2.jpg,,36
