Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Randomise questionnaire elements?,Question Key,Response
17,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,9_SL-exposure,0
18,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,10_SL-introduction-path,Через родителей
19,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,10_SL-introduction-path-quantised,1
20,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,11_SL-years,36
21,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,12_SL-peers,да
22,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,12_SL-peers-quantised,1
23,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,13_college,да
24,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,13_college-quantised,1
25,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,14_deaf-clubs,да
26,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,14_deaf-clubs-quantised,1
27,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,15_freq-of-use,Каждый день
28,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,15_freq-of-use-quantised,1
29,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,16_preferred-language,РЖЯ и русский письменный или устный
30,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,16_preferred-language-quantised,4
31,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,17_home-language,РЖЯ и устный
32,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,18_formal-writing ,нет
33,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,18_formal-writing -quantised,2
34,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,response-1,да
35,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,response-1-quantised,1
36,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,20_formal-reading,да
37,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,20_formal-reading-quantised,1
38,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,21_informal-reading,да
39,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,21_informal-reading-quantised,1
40,1.69661E+12,06.10.2023 16:01,1.69661E+12,3,06.10.2023 19:01,142916,13,questionnaire-3kt6,,32072592,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1903x931,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,END QUESTIONNAIRE,184484
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
