Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: condition,Spreadsheet: correct,Spreadsheet: trial,Spreadsheet: item,Spreadsheet: index,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
1,1696595946341,06/10/2023 12:39:06,1696606746341,3,06/10/2023 18:39:06,142916,13,task-3k5q,,32071918,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1696595949366,06/10/2023 12:39:09,1696606749366,3,06/10/2023 18:39:09,142916,13,task-3k5q,,32071918,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,instructions,Screen 1,9upwou,1,info,Video start,2072.419,2066.577000000005,2072.419,2072.419,2066.577000000005,2072.419,1,2072.419,0,0,,Video,Experimental instructions,3,object-161,instructions,,,,,,,,,,,
3,1696595968498,06/10/2023 12:39:28,1696606768498,3,06/10/2023 18:39:28,142916,13,task-3k5q,,32071918,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,instructions,Screen 1,9upwou,1,continue,,21400.734,21384.162,21400.734,21400.734,21384.162,21400.734,1,21400.734,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
4,1696595968501,06/10/2023 12:39:28,1696606768501,3,06/10/2023 18:39:28,142916,13,task-3k5q,,32071918,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,instructions,Screen 1,9upwou,1,continue,,21400.734,21384.162,21400.734,21400.734,21384.162,21400.734,1,21400.734,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
5,1696595968981,06/10/2023 12:39:28,1696606768981,3,06/10/2023 18:39:28,142916,13,task-3k5q,,32071918,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 1,8mz8sc,1,continue,,500.15699999999924,500.15699999999924,500.15699999999924,500.15699999999924,500.15699999999924,500.15699999999924,1,500.15699999999924,0,0,,Fixation Timing,,1,object-186,nomatch,Telephone 2.jpg,84.mp4,different,different,foil,na,84,1,,,
6,1696595969982,06/10/2023 12:39:29,1696606769982,3,06/10/2023 18:39:29,142916,13,task-3k5q,,32071918,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 2,zhfxqk,2,timedOut,,1001.5490000014906,999.9239999999991,1001.5490000014906,1001.5490000014906,999.9239999999991,1001.5490000014906,0,1001.5490000014906,0,0,,Time Limit,screen,0,screen,nomatch,Telephone 2.jpg,84.mp4,different,different,foil,na,84,1,,,
7,1696595970281,06/10/2023 12:39:30,1696606770281,3,06/10/2023 18:39:30,142916,13,task-3k5q,,32071918,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 3,d73ena,3,timedOut,,300.7250000029817,300.05800000000454,300.7250000029817,300.7250000029817,300.05800000000454,300.7250000029817,1,300.7250000029817,0,0,,Time Limit,screen,0,screen,nomatch,Telephone 2.jpg,84.mp4,different,different,foil,na,84,1,,,
8,1696595970346,06/10/2023 12:39:30,1696606770346,3,06/10/2023 18:39:30,142916,13,task-3k5q,,32071918,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 4,kfk7dt,4,info,Video start,65.08200000297715,49.8949999999968,65.08200000297715,65.08200000297715,49.8949999999968,65.08200000297715,0,65.08200000297715,0,0,,Video,video,1,object-204,nomatch,Telephone 2.jpg,84.mp4,different,different,foil,na,84,1,,,
9,1696595974697,06/10/2023 12:39:34,1696606774697,3,06/10/2023 18:39:34,142916,13,task-3k5q,,32071918,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 4,kfk7dt,4,response,nomatch,4416.567000001487,4400.167999999998,4416.567000001487,4416.567000001487,4400.167999999998,4416.567000001487,0,4416.567000001487,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Telephone 2.jpg,84.mp4,different,different,foil,na,84,1,,,
10,1696595975181,06/10/2023 12:39:35,1696606775181,3,06/10/2023 18:39:35,142916,13,task-3k5q,,32071918,bkd4wr10,9483913,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x931,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,2,nomatch,Screen 1,8mz8sc,1,continue,,500.0310000000027,500.0310000000027,500.0310000000027,500.0310000000027,500.0310000000027,500.0310000000027,1,500.0310000000027,0,0,,Fixation Timing,,1,object-186,nomatch,Sneeze 2.jpg,68.mp4,different,different,foil,na,68,1,,,
