Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: condition,Spreadsheet: correct,Spreadsheet: trial,Spreadsheet: item,Spreadsheet: index,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
1,1697381659929,15/10/2023 14:54:19,1697388859929,2,15/10/2023 18:54:19,142916,13,task-tfo5,,32253671,gr0brzhj,9537479,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1440x900,1422x763,Accepted,,0,rsl experimental trials list2,19,rsl_list2,Not on phone,,Accepted,rsl_list2,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1697381665234,15/10/2023 14:54:25,1697388865234,2,15/10/2023 18:54:25,142916,13,task-tfo5,,32253671,gr0brzhj,9537479,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1440x900,1422x763,Accepted,,0,rsl experimental trials list2,19,rsl_list2,Not on phone,,Accepted,rsl_list2,1,instructions,Screen 1,9upwou,1,info,Video start,4911.959,4896.439999999999,4911.959,4911.959,4896.439999999999,4911.959,1,4911.959,0,0,,Video,Experimental instructions,3,object-161,instructions,,,,,,,,,,,
3,1697381697482,15/10/2023 14:54:57,1697388897482,2,15/10/2023 18:54:57,142916,13,task-tfo5,,32253671,gr0brzhj,9537479,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1440x900,1422x763,Accepted,,0,rsl experimental trials list2,19,rsl_list2,Not on phone,,Accepted,rsl_list2,1,instructions,Screen 1,9upwou,1,continue,,37173.5,37158.48,37173.5,37173.5,37158.48,37173.5,1,37173.5,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
4,1697381697485,15/10/2023 14:54:57,1697388897485,2,15/10/2023 18:54:57,142916,13,task-tfo5,,32253671,gr0brzhj,9537479,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1440x900,1422x763,Accepted,,0,rsl experimental trials list2,19,rsl_list2,Not on phone,,Accepted,rsl_list2,1,instructions,Screen 1,9upwou,1,continue,,37174.54000000001,37158.48,37174.54000000001,37174.54000000001,37158.48,37174.54000000001,1,37174.54000000001,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
5,1697381697967,15/10/2023 14:54:57,1697388897967,2,15/10/2023 18:54:57,142916,13,task-tfo5,,32253671,gr0brzhj,9537479,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1440x900,1422x763,Accepted,,0,rsl experimental trials list2,19,rsl_list2,Not on phone,,Accepted,rsl_list2,1,match,Screen 1,nmofvp,1,continue,,500.6599999999962,500.6599999999962,500.6599999999962,500.6599999999962,500.6599999999962,500.6599999999962,1,500.6599999999962,0,0,,Fixation Timing,,1,object-167,match,Engagement 1.jpg,2.mp4,different,same,target,engagement,2,1,,,
6,1697381698967,15/10/2023 14:54:58,1697388898967,2,15/10/2023 18:54:58,142916,13,task-tfo5,,32253671,gr0brzhj,9537479,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1440x900,1422x763,Accepted,,0,rsl experimental trials list2,19,rsl_list2,Not on phone,,Accepted,rsl_list2,1,match,Screen 2,pevo7u,2,timedOut,,1000.3600000000006,999.3600000000006,1000.3600000000006,1000.3600000000006,999.3600000000006,1000.3600000000006,0,1000.3600000000006,0,0,,Time Limit,screen,0,screen,match,Engagement 1.jpg,2.mp4,different,same,target,engagement,2,1,,,
7,1697381699267,15/10/2023 14:54:59,1697388899267,2,15/10/2023 18:54:59,142916,13,task-tfo5,,32253671,gr0brzhj,9537479,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1440x900,1422x763,Accepted,,0,rsl experimental trials list2,19,rsl_list2,Not on phone,,Accepted,rsl_list2,1,match,Screen 3,z1irvt,3,timedOut,,301,299.8000000000029,301,301,299.8000000000029,301,1,301,0,0,,Time Limit,screen,0,screen,match,Engagement 1.jpg,2.mp4,different,same,target,engagement,2,1,,,
8,1697381699596,15/10/2023 14:54:59,1697388899596,2,15/10/2023 18:54:59,142916,13,task-tfo5,,32253671,gr0brzhj,9537479,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1440x900,1422x763,Accepted,,0,rsl experimental trials list2,19,rsl_list2,Not on phone,,Accepted,rsl_list2,1,match,Screen 4,9wlxvm,4,info,Video start,77.79499999999709,64.85999999994237,77.79499999999709,77.79499999999709,64.85999999994237,77.79499999999709,1,77.79499999999709,0,0,,Video,video,1,object-178,match,Engagement 1.jpg,2.mp4,different,same,target,engagement,2,1,,,
9,1697381703794,15/10/2023 14:55:03,1697388903794,2,15/10/2023 18:55:03,142916,13,task-tfo5,,32253671,gr0brzhj,9537479,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1440x900,1422x763,Accepted,,0,rsl experimental trials list2,19,rsl_list2,Not on phone,,Accepted,rsl_list2,1,match,Screen 4,9wlxvm,4,response,match,4527.199999999997,4513.019999999997,4527.199999999997,4527.199999999997,4513.019999999997,4527.199999999997,1,4527.199999999997,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Engagement 1.jpg,2.mp4,different,same,target,engagement,2,1,,,
10,1697381704281,15/10/2023 14:55:04,1697388904281,2,15/10/2023 18:55:04,142916,13,task-tfo5,,32253671,gr0brzhj,9537479,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1440x900,1422x763,Accepted,,0,rsl experimental trials list2,19,rsl_list2,Not on phone,,Accepted,rsl_list2,1,nomatch,Screen 1,8mz8sc,1,continue,,500.3400000000038,500.3400000000038,500.3400000000038,500.3400000000038,500.3400000000038,500.3400000000038,1,500.3400000000038,0,0,,Fixation Timing,,1,object-186,nomatch,Children 2.jpg,76.mp4,different,different,foil,na,76,1,,,
