Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: condition,Spreadsheet: correct,Spreadsheet: trial,Spreadsheet: item,Spreadsheet: index,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
1,1696233841679,02/10/2023 08:04:01,1696244641679,3,02/10/2023 14:04:01,142916,11,task-3k5q,,31972560,wv990nwk,9454658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x820,Accepted,,0,rsl experimental trials list1,24,rsl_list1,Not on phone,,Accepted,rsl_list1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1696233847804,02/10/2023 08:04:07,1696244647804,3,02/10/2023 14:04:07,142916,11,task-3k5q,,31972560,wv990nwk,9454658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x820,Accepted,,0,rsl experimental trials list1,24,rsl_list1,Not on phone,,Accepted,rsl_list1,1,instructions,Screen 1,9upwou,1,info,Video start,5298,5298,5298,5298,5298,5298,1,5298,0,0,,Video,Experimental instructions,3,object-161,instructions,,,,,,,,,,,
3,1696233865548,02/10/2023 08:04:25,1696244665548,3,02/10/2023 14:04:25,142916,11,task-3k5q,,31972560,wv990nwk,9454658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x820,Accepted,,0,rsl experimental trials list1,24,rsl_list1,Not on phone,,Accepted,rsl_list1,1,instructions,Screen 1,9upwou,1,continue,,23177,23168,23177,23177,23168,23177,1,23177,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
4,1696233865555,02/10/2023 08:04:25,1696244665555,3,02/10/2023 14:04:25,142916,11,task-3k5q,,31972560,wv990nwk,9454658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x820,Accepted,,0,rsl experimental trials list1,24,rsl_list1,Not on phone,,Accepted,rsl_list1,1,instructions,Screen 1,9upwou,1,continue,,23184,23168,23184,23184,23168,23184,1,23184,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
5,1696233866040,02/10/2023 08:04:26,1696244666040,3,02/10/2023 14:04:26,142916,11,task-3k5q,,31972560,wv990nwk,9454658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x820,Accepted,,0,rsl experimental trials list1,24,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 1,8mz8sc,1,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,,1,object-186,nomatch,Ring 2.jpg,57.mp4,different,different,foil,na,57,1,,,
6,1696233867040,02/10/2023 08:04:27,1696244667040,3,02/10/2023 14:04:27,142916,11,task-3k5q,,31972560,wv990nwk,9454658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x820,Accepted,,0,rsl experimental trials list1,24,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 2,zhfxqk,2,timedOut,,1000,1000,1000,1000,1000,1000,0,1000,0,0,,Time Limit,screen,0,screen,nomatch,Ring 2.jpg,57.mp4,different,different,foil,na,57,1,,,
7,1696233867339,02/10/2023 08:04:27,1696244667339,3,02/10/2023 14:04:27,142916,11,task-3k5q,,31972560,wv990nwk,9454658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x820,Accepted,,0,rsl experimental trials list1,24,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 3,d73ena,3,timedOut,,300,300,300,300,300,300,1,300,0,0,,Time Limit,screen,0,screen,nomatch,Ring 2.jpg,57.mp4,different,different,foil,na,57,1,,,
8,1696233867605,02/10/2023 08:04:27,1696244667605,3,02/10/2023 14:04:27,142916,11,task-3k5q,,31972560,wv990nwk,9454658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x820,Accepted,,0,rsl experimental trials list1,24,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 4,kfk7dt,4,info,Video start,191.17283331835642,182,191.17283331835642,191.17283331835642,182,191.17283331835642,0,191.17283331835642,0,0,,Video,video,1,object-204,nomatch,Ring 2.jpg,57.mp4,different,different,foil,na,57,1,,,
9,1696233870664,02/10/2023 08:04:30,1696244670664,3,02/10/2023 14:04:30,142916,11,task-3k5q,,31972560,wv990nwk,9454658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x820,Accepted,,0,rsl experimental trials list1,24,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 4,kfk7dt,4,response,nomatch,3325,3316,3325,3325,3316,3325,0,3325,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Ring 2.jpg,57.mp4,different,different,foil,na,57,1,,,
10,1696233871156,02/10/2023 08:04:31,1696244671156,3,02/10/2023 14:04:31,142916,11,task-3k5q,,31972560,wv990nwk,9454658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x820,Accepted,,0,rsl experimental trials list1,24,rsl_list1,Not on phone,,Accepted,rsl_list1,2,nomatch,Screen 1,8mz8sc,1,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,,1,object-186,nomatch,Show 2.jpg,67.mp4,different,different,foil,na,67,1,,,
