Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: condition,Spreadsheet: correct,Spreadsheet: trial,Spreadsheet: item,Spreadsheet: index,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
1,1697453789643,16/10/2023 10:56:29,1697460989643,2,16/10/2023 14:56:29,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1697453791712,16/10/2023 10:56:31,1697460991712,2,16/10/2023 14:56:31,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,instructions,Screen 1,9upwou,1,continue,,1799.9850000014903,1798.674,1799.9850000014903,1799.9850000014903,1798.674,1799.9850000014903,1,1799.9850000014903,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
3,1697453791712,16/10/2023 10:56:31,1697460991712,2,16/10/2023 14:56:31,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,instructions,Screen 1,9upwou,1,continue,,1800.4850000014903,1798.674,1800.4850000014903,1800.4850000014903,1798.674,1800.4850000014903,1,1800.4850000014903,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
4,1697453792211,16/10/2023 10:56:32,1697460992211,2,16/10/2023 14:56:32,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 1,8mz8sc,1,continue,,500.1970000000001,500.1970000000001,500.1970000000001,500.1970000000001,500.1970000000001,500.1970000000001,1,500.1970000000001,0,0,,Fixation Timing,,1,object-186,nomatch,Engagement 1.jpg,50.mp4,same,different,foil,na,50,1,,,
5,1697453793210,16/10/2023 10:56:33,1697460993210,2,16/10/2023 14:56:33,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 2,zhfxqk,2,timedOut,,999.7140000029804,999.3119999999999,999.7140000029804,999.7140000029804,999.3119999999999,999.7140000029804,0,999.7140000029804,0,0,,Time Limit,screen,0,screen,nomatch,Engagement 1.jpg,50.mp4,same,different,foil,na,50,1,,,
6,1697453793510,16/10/2023 10:56:33,1697460993510,2,16/10/2023 14:56:33,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 3,d73ena,3,timedOut,,300.30200000149034,299.84400000000005,300.30200000149034,300.30200000149034,299.84400000000005,300.30200000149034,1,300.30200000149034,0,0,,Time Limit,screen,0,screen,nomatch,Engagement 1.jpg,50.mp4,same,different,foil,na,50,1,,,
7,1697453793532,16/10/2023 10:56:33,1697460993532,2,16/10/2023 14:56:33,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 4,kfk7dt,4,info,Video start,16.609999999999673,0,16.609999999999673,16.609999999999673,0,16.609999999999673,0,16.609999999999673,0,0,,Video,video,1,object-204,nomatch,Engagement 1.jpg,50.mp4,same,different,foil,na,50,1,,,
8,1697453796765,16/10/2023 10:56:36,1697460996765,2,16/10/2023 14:56:36,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,1,nomatch,Screen 4,kfk7dt,4,response,nomatch,3255.1580000044705,3247.6679999999997,3255.1580000044705,3255.1580000044705,3247.6679999999997,3255.1580000044705,0,3255.1580000044705,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Engagement 1.jpg,50.mp4,same,different,foil,na,50,1,,,
9,1697453797258,16/10/2023 10:56:37,1697460997258,2,16/10/2023 14:56:37,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,2,nomatch,Screen 1,8mz8sc,1,continue,,500.2530000000006,500.2530000000006,500.2530000000006,500.2530000000006,500.2530000000006,500.2530000000006,1,500.2530000000006,0,0,,Fixation Timing,,1,object-186,nomatch,Call 1.jpg,61.mp4,different,different,foil,na,61,1,,,
10,1697453798258,16/10/2023 10:56:38,1697460998258,2,16/10/2023 14:56:38,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,2,nomatch,Screen 2,zhfxqk,2,timedOut,,999.8370000059604,999.4840000000004,999.8370000059604,999.8370000059604,999.4840000000004,999.8370000059604,0,999.8370000059604,0,0,,Time Limit,screen,0,screen,nomatch,Call 1.jpg,61.mp4,different,different,foil,na,61,1,,,
11,1697453798557,16/10/2023 10:56:38,1697460998557,2,16/10/2023 14:56:38,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,2,nomatch,Screen 3,d73ena,3,timedOut,,300.15300000297975,299.8089999999993,300.15300000297975,300.15300000297975,299.8089999999993,300.15300000297975,1,300.15300000297975,0,0,,Time Limit,screen,0,screen,nomatch,Call 1.jpg,61.mp4,different,different,foil,na,61,1,,,
12,1697453798579,16/10/2023 10:56:38,1697460998579,2,16/10/2023 14:56:38,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,2,nomatch,Screen 4,kfk7dt,4,info,Video start,21.6000000059607,16.62199999999939,21.6000000059607,21.6000000059607,16.62199999999939,21.6000000059607,0,21.6000000059607,0,0,,Video,video,1,object-204,nomatch,Call 1.jpg,61.mp4,different,different,foil,na,61,1,,,
13,1697453801900,16/10/2023 10:56:41,1697461001900,2,16/10/2023 14:56:41,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,2,nomatch,Screen 4,kfk7dt,4,response,nomatch,3343.2440000014903,3330.9310000000005,3343.2440000014903,3343.2440000014903,3330.9310000000005,3343.2440000014903,0,3343.2440000014903,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Call 1.jpg,61.mp4,different,different,foil,na,61,1,,,
14,1697453802389,16/10/2023 10:56:42,1697461002389,2,16/10/2023 14:56:42,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,3,nomatch,Screen 1,8mz8sc,1,continue,,500.28199999999924,500.28199999999924,500.28199999999924,500.28199999999924,500.28199999999924,500.28199999999924,1,500.28199999999924,0,0,,Fixation Timing,,1,object-186,nomatch,Family 2.jpg,80.mp4,different,different,foil,na,80,1,,,
15,1697453803388,16/10/2023 10:56:43,1697461003388,2,16/10/2023 14:56:43,142916,13,task-3k5q,,32265430,vz1c7vsv,9541537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1144x644,2289x1006,Accepted,,0,rsl experimental trials list1,26,rsl_list1,Not on phone,,Accepted,rsl_list1,3,nomatch,Screen 2,zhfxqk,2,timedOut,,999.831000005961,999.4680000000008,999.831000005961,999.831000005961,999.4680000000008,999.831000005961,0,999.831000005961,0,0,,Time Limit,screen,0,screen,nomatch,Family 2.jpg,80.mp4,different,different,foil,na,80,1,,,
