Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
18,1698507556685,28/10/2023 15:39:16,1698514756685,2,28/10/2023 19:39:16,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,3,nomatch,Screen 4,kfk7dt,4,info,Video start,24.689219999953366,11,24.689219999953366,24.689219999953366,11,24.689219999953366,0,24.689219999953366,0,0,,Video,video,1,object-204,nomatch,Breathe 2.jpg,Brann.mp4,different,same,na,85,foil,1,,,
19,1698507580385,28/10/2023 15:39:40,1698514780385,2,28/10/2023 19:39:40,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,3,nomatch,Screen 4,kfk7dt,4,response,match,23959,23951,23959,23959,23951,23959,0,23959,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Breathe 2.jpg,Brann.mp4,different,same,na,85,foil,1,,,
20,1698507580878,28/10/2023 15:39:40,1698514780878,2,28/10/2023 19:39:40,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,4,nomatch,Screen 1,8mz8sc,1,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,,1,object-186,nomatch,Cigar 2.jpg,Gå.mp4,different,different,na,78,foil,1,,,
21,1698507581878,28/10/2023 15:39:41,1698514781878,2,28/10/2023 19:39:41,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,4,nomatch,Screen 2,zhfxqk,2,timedOut,,1000,1000,1000,1000,1000,1000,0,1000,0,0,,Time Limit,screen,0,screen,nomatch,Cigar 2.jpg,Gå.mp4,different,different,na,78,foil,1,,,
22,1698507582178,28/10/2023 15:39:42,1698514782178,2,28/10/2023 19:39:42,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,4,nomatch,Screen 3,d73ena,3,timedOut,,301,300,301,301,300,301,1,301,0,0,,Time Limit,screen,0,screen,nomatch,Cigar 2.jpg,Gå.mp4,different,different,na,78,foil,1,,,
23,1698507582438,28/10/2023 15:39:42,1698514782438,2,28/10/2023 19:39:42,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,4,nomatch,Screen 4,kfk7dt,4,info,Video start,25.92796099996056,10,25.92796099996056,25.92796099996056,10,25.92796099996056,0,25.92796099996056,0,0,,Video,video,1,object-204,nomatch,Cigar 2.jpg,Gå.mp4,different,different,na,78,foil,1,,,
24,1698507636089,28/10/2023 15:40:36,1698514836089,2,28/10/2023 19:40:36,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,4,nomatch,Screen 4,kfk7dt,4,response,nomatch,53911.00000000003,53887,53911.00000000003,53911.00000000003,53887,53911.00000000003,0,53911.00000000003,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Cigar 2.jpg,Gå.mp4,different,different,na,78,foil,1,,,
25,1698507636565,28/10/2023 15:40:36,1698514836565,2,28/10/2023 19:40:36,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,1,match,Screen 1,nmofvp,1,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,,1,object-167,match,Think 2.jpg,Tror.mp4,same,same,think,46,target,1,,,
26,1698507637565,28/10/2023 15:40:37,1698514837565,2,28/10/2023 19:40:37,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,1,match,Screen 2,pevo7u,2,timedOut,,1001,1001,1001,1001,1001,1001,0,1001,0,0,,Time Limit,screen,0,screen,match,Think 2.jpg,Tror.mp4,same,same,think,46,target,1,,,
27,1698507637865,28/10/2023 15:40:37,1698514837865,2,28/10/2023 19:40:37,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,1,match,Screen 3,z1irvt,3,timedOut,,300,300,300,300,300,300,1,300,0,0,,Time Limit,screen,0,screen,match,Think 2.jpg,Tror.mp4,same,same,think,46,target,1,,,
28,1698507638125,28/10/2023 15:40:38,1698514838125,2,28/10/2023 19:40:38,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,1,match,Screen 4,9wlxvm,4,info,Video start,24.682623000067537,9,24.682623000067537,24.682623000067537,9,24.682623000067537,1,24.682623000067537,0,0,,Video,video,1,object-178,match,Think 2.jpg,Tror.mp4,same,same,think,46,target,1,,,
29,1698507650478,28/10/2023 15:40:50,1698514850478,2,28/10/2023 19:40:50,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,1,match,Screen 4,9wlxvm,4,response,nomatch,12613,12600,12613,12613,12600,12613,1,12613,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Think 2.jpg,Tror.mp4,same,same,think,46,target,1,,,
30,1698507650966,28/10/2023 15:40:50,1698514850966,2,28/10/2023 19:40:50,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,5,nomatch,Screen 1,8mz8sc,1,continue,,501,501,501,501,501,501,1,501,0,0,,Fixation Timing,,1,object-186,nomatch,Travel 1.jpg,President.mp4,different,different,na,69,foil,1,,,
31,1698507651966,28/10/2023 15:40:51,1698514851966,2,28/10/2023 19:40:51,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,5,nomatch,Screen 2,zhfxqk,2,timedOut,,1000,1000,1000,1000,1000,1000,0,1000,0,0,,Time Limit,screen,0,screen,nomatch,Travel 1.jpg,President.mp4,different,different,na,69,foil,1,,,
32,1698507652266,28/10/2023 15:40:52,1698514852266,2,28/10/2023 19:40:52,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,5,nomatch,Screen 3,d73ena,3,timedOut,,300,300,300,300,300,300,1,300,0,0,,Time Limit,screen,0,screen,nomatch,Travel 1.jpg,President.mp4,different,different,na,69,foil,1,,,
33,1698507652526,28/10/2023 15:40:52,1698514852526,2,28/10/2023 19:40:52,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,5,nomatch,Screen 4,kfk7dt,4,info,Video start,25,9,25,25,9,25,0,25,0,0,,Video,video,1,object-204,nomatch,Travel 1.jpg,President.mp4,different,different,na,69,foil,1,,,
34,1698507660419,28/10/2023 15:41:00,1698514860419,2,28/10/2023 19:41:00,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,5,nomatch,Screen 4,kfk7dt,4,response,match,8152,8149,8152,8152,8149,8152,0,8152,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Travel 1.jpg,President.mp4,different,different,na,69,foil,1,,,
35,1698507660916,28/10/2023 15:41:00,1698514860916,2,28/10/2023 19:41:00,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,6,nomatch,Screen 1,8mz8sc,1,continue,,501,501,501,501,501,501,1,501,0,0,,Fixation Timing,,1,object-186,nomatch,Telephone 1.jpg,Kaste.mp4,different,same,na,84,foil,1,,,
36,1698507661916,28/10/2023 15:41:01,1698514861916,2,28/10/2023 19:41:01,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,6,nomatch,Screen 2,zhfxqk,2,timedOut,,1000,1000,1000,1000,1000,1000,0,1000,0,0,,Time Limit,screen,0,screen,nomatch,Telephone 1.jpg,Kaste.mp4,different,same,na,84,foil,1,,,
37,1698507662215,28/10/2023 15:41:02,1698514862215,2,28/10/2023 19:41:02,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,6,nomatch,Screen 3,d73ena,3,timedOut,,300,300,300,300,300,300,1,300,0,0,,Time Limit,screen,0,screen,nomatch,Telephone 1.jpg,Kaste.mp4,different,same,na,84,foil,1,,,
38,1698507662475,28/10/2023 15:41:02,1698514862475,2,28/10/2023 19:41:02,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,6,nomatch,Screen 4,kfk7dt,4,info,Video start,26,10,26,26,10,26,0,26,0,0,,Video,video,1,object-204,nomatch,Telephone 1.jpg,Kaste.mp4,different,same,na,84,foil,1,,,
39,1698507694406,28/10/2023 15:41:34,1698514894406,2,28/10/2023 19:41:34,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,6,nomatch,Screen 4,kfk7dt,4,response,match,32198,32186,32198,32198,32186,32198,0,32198,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Telephone 1.jpg,Kaste.mp4,different,same,na,84,foil,1,,,
40,1698507694893,28/10/2023 15:41:34,1698514894893,2,28/10/2023 19:41:34,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,7,nomatch,Screen 1,8mz8sc,1,continue,,499,499,499,499,499,499,1,499,0,0,,Fixation Timing,,1,object-186,nomatch,School 1.jpg,Jakt.mp4,different,different,na,59,foil,1,,,
41,1698507695894,28/10/2023 15:41:35,1698514895894,2,28/10/2023 19:41:35,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,7,nomatch,Screen 2,zhfxqk,2,timedOut,,1001,1001,1001,1001,1001,1001,0,1001,0,0,,Time Limit,screen,0,screen,nomatch,School 1.jpg,Jakt.mp4,different,different,na,59,foil,1,,,
42,1698507696194,28/10/2023 15:41:36,1698514896194,2,28/10/2023 19:41:36,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,7,nomatch,Screen 3,d73ena,3,timedOut,,300,300,300,300,300,300,1,300,0,0,,Time Limit,screen,0,screen,nomatch,School 1.jpg,Jakt.mp4,different,different,na,59,foil,1,,,
43,1698507696454,28/10/2023 15:41:36,1698514896454,2,28/10/2023 19:41:36,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,7,nomatch,Screen 4,kfk7dt,4,info,Video start,28.899533000021364,16,28.899533000021364,28.899533000021364,16,28.899533000021364,0,28.899533000021364,0,0,,Video,video,1,object-204,nomatch,School 1.jpg,Jakt.mp4,different,different,na,59,foil,1,,,
44,1698507708212,28/10/2023 15:41:48,1698514908212,2,28/10/2023 19:41:48,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,7,nomatch,Screen 4,kfk7dt,4,response,match,12019,12016,12019,12019,12016,12019,0,12019,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,School 1.jpg,Jakt.mp4,different,different,na,59,foil,1,,,
45,1698507708711,28/10/2023 15:41:48,1698514908711,2,28/10/2023 19:41:48,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,2,match,Screen 1,nmofvp,1,continue,,501,501,501,501,501,501,1,501,0,0,,Fixation Timing,,1,object-167,match,Change 2.jpg,Endring.mp4,same,different,change,34,target,1,,,
46,1698507709711,28/10/2023 15:41:49,1698514909711,2,28/10/2023 19:41:49,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,2,match,Screen 2,pevo7u,2,timedOut,,1001,1001,1001,1001,1001,1001,0,1001,0,0,,Time Limit,screen,0,screen,match,Change 2.jpg,Endring.mp4,same,different,change,34,target,1,,,
47,1698507710011,28/10/2023 15:41:50,1698514910011,2,28/10/2023 19:41:50,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,2,match,Screen 3,z1irvt,3,timedOut,,300,300,300,300,300,300,1,300,0,0,,Time Limit,screen,0,screen,match,Change 2.jpg,Endring.mp4,same,different,change,34,target,1,,,
48,1698507710270,28/10/2023 15:41:50,1698514910270,2,28/10/2023 19:41:50,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,2,match,Screen 4,9wlxvm,4,info,Video start,25,9,25,25,9,25,1,25,0,0,,Video,video,1,object-178,match,Change 2.jpg,Endring.mp4,same,different,change,34,target,1,,,
49,1698507729042,28/10/2023 15:42:09,1698514929042,2,28/10/2023 19:42:09,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,2,match,Screen 4,9wlxvm,4,response,nomatch,19031,19018,19031,19031,19018,19031,1,19031,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Change 2.jpg,Endring.mp4,same,different,change,34,target,1,,,
50,1698507729529,28/10/2023 15:42:09,1698514929529,2,28/10/2023 19:42:09,142915,17,task-eu79,,32549467,gn8mwswy,9631781,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1436x698,,,0,experiment list1,109,Not on phone,,,nsl_list1,8,nomatch,Screen 1,8mz8sc,1,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,,1,object-186,nomatch,Lose 2.jpg,Koke.mp4,different,different,na,89,foil,1,,,
