Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
1,1696512237879,05/10/2023 13:23:57,1696519437879,2,05/10/2023 17:23:57,142915,11,task-eu79,,32051579,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1696512240086,05/10/2023 13:24:00,1696519440086,2,05/10/2023 17:24:00,142915,11,task-eu79,,32051579,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,instructions,Screen 1,9upwou,1,info,Video start,2064.7200000000003,2048.1040000000003,2064.7200000000003,2064.7200000000003,2048.1040000000003,2064.7200000000003,1,2064.7200000000003,0,0,,Video,Experimental instructions,3,object-161,instructions,,,,,,,,,,,
3,1696512261395,05/10/2023 13:24:21,1696519461395,2,05/10/2023 17:24:21,142915,11,task-eu79,,32051579,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,instructions,Screen 1,9upwou,1,continue,,23392.361,23376.909,23392.361,23392.361,23376.909,23392.361,1,23392.361,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
4,1696512261400,05/10/2023 13:24:21,1696519461400,2,05/10/2023 17:24:21,142915,11,task-eu79,,32051579,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,instructions,Screen 1,9upwou,1,continue,,23393.545,23376.909,23393.545,23393.545,23376.909,23393.545,1,23393.545,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
5,1696512261882,05/10/2023 13:24:21,1696519461882,2,05/10/2023 17:24:21,142915,11,task-eu79,,32051579,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,nomatch,Screen 1,8mz8sc,1,continue,,499.46199999999953,499.46199999999953,499.46199999999953,499.46199999999953,499.46199999999953,499.46199999999953,1,499.46199999999953,0,0,,Fixation Timing,,1,object-186,nomatch,Change 1.jpg,Sove.mp4,different,same,na,82,foil,1,,,
6,1696512262881,05/10/2023 13:24:22,1696519462881,2,05/10/2023 17:24:22,142915,11,task-eu79,,32051579,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,nomatch,Screen 2,zhfxqk,2,timedOut,,1001.5899999046342,998.9989999999998,1001.5899999046342,1001.5899999046342,998.9989999999998,1001.5899999046342,0,1001.5899999046342,0,0,,Time Limit,screen,0,screen,nomatch,Change 1.jpg,Sove.mp4,different,same,na,82,foil,1,,,
7,1696512263180,05/10/2023 13:24:23,1696519463180,2,05/10/2023 17:24:23,142915,11,task-eu79,,32051579,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,nomatch,Screen 3,d73ena,3,timedOut,,302.2909999523181,299.71800000000076,302.2909999523181,302.2909999523181,299.71800000000076,302.2909999523181,1,302.2909999523181,0,0,,Time Limit,screen,0,screen,nomatch,Change 1.jpg,Sove.mp4,different,same,na,82,foil,1,,,
8,1696512263220,05/10/2023 13:24:23,1696519463220,2,05/10/2023 17:24:23,142915,11,task-eu79,,32051579,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,nomatch,Screen 4,kfk7dt,4,info,Video start,41.77999995231733,32.92000000000189,41.77999995231733,41.77999995231733,32.92000000000189,41.77999995231733,0,41.77999995231733,0,0,,Video,video,1,object-204,nomatch,Change 1.jpg,Sove.mp4,different,same,na,82,foil,1,,,
9,1696512284999,05/10/2023 13:24:44,1696519484999,2,05/10/2023 17:24:44,142915,11,task-eu79,,32051579,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
10,1696512285142,05/10/2023 13:24:45,1696519485142,2,05/10/2023 17:24:45,142915,11,task-eu79,,32051579,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,nomatch,Screen 4,kfk7dt,1,info,Video start,36.17999999999999,33.283000000000015,36.17999999999999,36.17999999999999,33.283000000000015,36.17999999999999,0,36.17999999999999,0,0,,Video,video,1,object-204,nomatch,Change 1.jpg,Sove.mp4,different,same,na,82,foil,1,,,
11,1696512293639,05/10/2023 13:24:53,1696519493639,2,05/10/2023 17:24:53,142915,11,task-eu79,,32051579,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,nomatch,Screen 4,kfk7dt,1,response,nomatch,8532.861,8525.091,8532.861,8532.861,8525.091,8532.861,0,8532.861,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Change 1.jpg,Sove.mp4,different,same,na,82,foil,1,,,
