Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
1,1696911452125,10/10/2023 04:17:32,1696918652125,2,10/10/2023 08:17:32,142915,15,task-eu79,,32123804,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list1,109,Not on phone,Accepted,,list1,nsl_list1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1696911454752,10/10/2023 04:17:34,1696918654752,2,10/10/2023 08:17:34,142915,15,task-eu79,,32123804,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list1,109,Not on phone,Accepted,,list1,nsl_list1,1,instructions,Screen 1,9upwou,1,info,Video start,2020.5819999046325,2016.2110000000002,2020.5819999046325,2020.5819999046325,2016.2110000000002,2020.5819999046325,1,2020.5819999046325,0,0,,Video,Experimental instructions,3,object-161,instructions,,,,,,,,,,,
3,1696911474714,10/10/2023 04:17:54,1696918674714,2,10/10/2023 08:17:54,142915,15,task-eu79,,32123804,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list1,109,Not on phone,Accepted,,list1,nsl_list1,1,instructions,Screen 1,9upwou,1,continue,,21982.986000286102,21976.512,21982.986000286102,21982.986000286102,21976.512,21982.986000286102,1,21982.986000286102,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
4,1696911474717,10/10/2023 04:17:54,1696918674717,2,10/10/2023 08:17:54,142915,15,task-eu79,,32123804,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list1,109,Not on phone,Accepted,,list1,nsl_list1,1,instructions,Screen 1,9upwou,1,continue,,21985.686000095367,21976.512,21985.686000095367,21985.686000095367,21976.512,21985.686000095367,1,21985.686000095367,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
5,1696911475217,10/10/2023 04:17:55,1696918675217,2,10/10/2023 08:17:55,142915,15,task-eu79,,32123804,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list1,109,Not on phone,Accepted,,list1,nsl_list1,1,nomatch,Screen 1,8mz8sc,1,continue,,508.5610000000015,508.5610000000015,508.5610000000015,508.5610000000015,508.5610000000015,508.5610000000015,1,508.5610000000015,0,0,,Fixation Timing,,1,object-186,nomatch,Frog 2.jpg,Invitere.mp4,different,different,na,54,foil,1,,,
6,1696911476223,10/10/2023 04:17:56,1696918676223,2,10/10/2023 08:17:56,142915,15,task-eu79,,32123804,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list1,109,Not on phone,Accepted,,list1,nsl_list1,1,nomatch,Screen 2,zhfxqk,2,timedOut,,1007.3129999046323,1005.8679999999986,1007.3129999046323,1007.3129999046323,1005.8679999999986,1007.3129999046323,0,1007.3129999046323,0,0,,Time Limit,screen,0,screen,nomatch,Frog 2.jpg,Invitere.mp4,different,different,na,54,foil,1,,,
7,1696911476530,10/10/2023 04:17:56,1696918676530,2,10/10/2023 08:17:56,142915,15,task-eu79,,32123804,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list1,109,Not on phone,Accepted,,list1,nsl_list1,1,nomatch,Screen 3,d73ena,3,timedOut,,307.645000190736,306.1670000000013,307.645000190736,307.645000190736,306.1670000000013,307.645000190736,1,307.645000190736,0,0,,Time Limit,screen,0,screen,nomatch,Frog 2.jpg,Invitere.mp4,different,different,na,54,foil,1,,,
8,1696911476557,10/10/2023 04:17:56,1696918676557,2,10/10/2023 08:17:56,142915,15,task-eu79,,32123804,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list1,109,Not on phone,Accepted,,list1,nsl_list1,1,nomatch,Screen 4,kfk7dt,4,info,Video start,29.087000286102178,18.14900000000125,29.087000286102178,29.087000286102178,18.14900000000125,29.087000286102178,0,29.087000286102178,0,0,,Video,video,1,object-204,nomatch,Frog 2.jpg,Invitere.mp4,different,different,na,54,foil,1,,,
9,1696911480022,10/10/2023 04:18:00,1696918680022,2,10/10/2023 08:18:00,142915,15,task-eu79,,32123804,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list1,109,Not on phone,Accepted,,list1,nsl_list1,1,nomatch,Screen 4,kfk7dt,4,response,nomatch,3493.878000286102,3488.9500000000007,3493.878000286102,3493.878000286102,3488.9500000000007,3493.878000286102,0,3493.878000286102,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Frog 2.jpg,Invitere.mp4,different,different,na,54,foil,1,,,
10,1696911480520,10/10/2023 04:18:00,1696918680520,2,10/10/2023 08:18:00,142915,15,task-eu79,,32123804,00lx4vjb,9498903,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list1,109,Not on phone,Accepted,,list1,nsl_list1,2,nomatch,Screen 1,8mz8sc,1,continue,,500.1859999999979,500.1859999999979,500.1859999999979,500.1859999999979,500.1859999999979,500.1859999999979,1,500.1859999999979,0,0,,Fixation Timing,,1,object-186,nomatch,Magazine 1.jpg,Flytte.mp4,different,different,na,56,foil,1,,,
