Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
1,1696590513985,06/10/2023 11:08:33,1696597713985,2,06/10/2023 15:08:33,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1696590516126,06/10/2023 11:08:36,1696597716126,2,06/10/2023 15:08:36,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,instructions,Screen 1,9upwou,1,info,Video start,2018.014000000745,2004.698,2018.014000000745,2018.014000000745,2004.698,2018.014000000745,1,2018.014000000745,0,0,,Video,Experimental instructions,3,object-161,instructions,,,,,,,,,,,
3,1696590516406,06/10/2023 11:08:36,1696597716406,2,06/10/2023 15:08:36,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,instructions,Screen 1,9upwou,1,continue,,2297.8469999999998,2288.928,2297.8469999999998,2297.8469999999998,2288.928,2297.8469999999998,1,2297.8469999999998,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
4,1696590516406,06/10/2023 11:08:36,1696597716406,2,06/10/2023 15:08:36,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,instructions,Screen 1,9upwou,1,continue,,2298.147000000745,2288.928,2298.147000000745,2298.147000000745,2288.928,2298.147000000745,1,2298.147000000745,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
5,1696590516898,06/10/2023 11:08:36,1696597716898,2,06/10/2023 15:08:36,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,match,Screen 1,nmofvp,1,continue,,500.96900000000005,500.96900000000005,500.96900000000005,500.96900000000005,500.96900000000005,500.96900000000005,1,500.96900000000005,0,0,,Fixation Timing,,1,object-167,match,East 2.jpg,Øst.mp4,same,different,east,5,target,1,,,
6,1696590517901,06/10/2023 11:08:37,1696597717901,2,06/10/2023 15:08:37,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,match,Screen 2,pevo7u,2,timedOut,,1003.2500000007449,1002.5860000000002,1003.2500000007449,1003.2500000007449,1002.5860000000002,1003.2500000007449,0,1003.2500000007449,0,0,,Time Limit,screen,0,screen,match,East 2.jpg,Øst.mp4,same,different,east,5,target,1,,,
7,1696590518202,06/10/2023 11:08:38,1696597718202,2,06/10/2023 15:08:38,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,match,Screen 3,z1irvt,3,timedOut,,301.66400000074464,300.6999999999998,301.66400000074464,301.66400000074464,300.6999999999998,301.66400000074464,1,301.66400000074464,0,0,,Time Limit,screen,0,screen,match,East 2.jpg,Øst.mp4,same,different,east,5,target,1,,,
8,1696590518217,06/10/2023 11:08:38,1696597718217,2,06/10/2023 15:08:38,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,match,Screen 4,9wlxvm,4,info,Video start,16.147000001489875,0,16.147000001489875,16.147000001489875,0,16.147000001489875,1,16.147000001489875,0,0,,Video,video,1,object-178,match,East 2.jpg,Øst.mp4,same,different,east,5,target,1,,,
9,1696590522287,06/10/2023 11:08:42,1696597722287,2,06/10/2023 15:08:42,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,match,Screen 4,9wlxvm,4,response,match,4085.464000000745,4076.2480000000005,4085.464000000745,4085.464000000745,4076.2480000000005,4085.464000000745,1,4085.464000000745,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,East 2.jpg,Øst.mp4,same,different,east,5,target,1,,,
10,1696590522779,06/10/2023 11:08:42,1696597722779,2,06/10/2023 15:08:42,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 1,nmofvp,1,continue,,501.3040000000001,501.3040000000001,501.3040000000001,501.3040000000001,501.3040000000001,501.3040000000001,1,501.3040000000001,0,0,,Fixation Timing,,1,object-167,match,Telephone 1.jpg,Telefon.mp4,same,different,telephone,36,target,1,,,
11,1696590523782,06/10/2023 11:08:43,1696597723782,2,06/10/2023 15:08:43,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 2,pevo7u,2,timedOut,,1003.2120000014893,1002.2699999999986,1003.2120000014893,1003.2120000014893,1002.2699999999986,1003.2120000014893,0,1003.2120000014893,0,0,,Time Limit,screen,0,screen,match,Telephone 1.jpg,Telefon.mp4,same,different,telephone,36,target,1,,,
12,1696590524082,06/10/2023 11:08:44,1696597724082,2,06/10/2023 15:08:44,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 3,z1irvt,3,timedOut,,301.24199999851044,300.82600000000093,301.24199999851044,301.24199999851044,300.82600000000093,301.24199999851044,1,301.24199999851044,0,0,,Time Limit,screen,0,screen,match,Telephone 1.jpg,Telefon.mp4,same,different,telephone,36,target,1,,,
13,1696590524106,06/10/2023 11:08:44,1696597724106,2,06/10/2023 15:08:44,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 4,9wlxvm,4,info,Video start,23.817999998509507,16.53399999999965,23.817999998509507,23.817999998509507,16.53399999999965,23.817999998509507,1,23.817999998509507,0,0,,Video,video,1,object-178,match,Telephone 1.jpg,Telefon.mp4,same,different,telephone,36,target,1,,,
14,1696590527758,06/10/2023 11:08:47,1696597727758,2,06/10/2023 15:08:47,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 4,9wlxvm,4,response,match,3675.613000000001,3658.7870000000003,3675.613000000001,3675.613000000001,3658.7870000000003,3675.613000000001,1,3675.613000000001,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Telephone 1.jpg,Telefon.mp4,same,different,telephone,36,target,1,,,
15,1696590528242,06/10/2023 11:08:48,1696597728242,2,06/10/2023 15:08:48,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 1,8mz8sc,1,continue,,501.16699999999946,501.16699999999946,501.16699999999946,501.16699999999946,501.16699999999946,501.16699999999946,1,501.16699999999946,0,0,,Fixation Timing,,1,object-186,nomatch,Cry 1.jpg,Fornærme.mp4,different,different,na,86,foil,1,,,
16,1696590529245,06/10/2023 11:08:49,1696597729245,2,06/10/2023 15:08:49,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 2,zhfxqk,2,timedOut,,1002.9619999985098,1002.3730000000014,1002.9619999985098,1002.9619999985098,1002.3730000000014,1002.9619999985098,0,1002.9619999985098,0,0,,Time Limit,screen,0,screen,nomatch,Cry 1.jpg,Fornærme.mp4,different,different,na,86,foil,1,,,
17,1696590529546,06/10/2023 11:08:49,1696597729546,2,06/10/2023 15:08:49,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 3,d73ena,3,timedOut,,301.88899999925343,300.73199999999997,301.88899999925343,301.88899999925343,300.73199999999997,301.88899999925343,1,301.88899999925343,0,0,,Time Limit,screen,0,screen,nomatch,Cry 1.jpg,Fornærme.mp4,different,different,na,86,foil,1,,,
18,1696590529560,06/10/2023 11:08:49,1696597729560,2,06/10/2023 15:08:49,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 4,kfk7dt,4,info,Video start,14.643000000743573,0,14.643000000743573,14.643000000743573,0,14.643000000743573,0,14.643000000743573,0,0,,Video,video,1,object-204,nomatch,Cry 1.jpg,Fornærme.mp4,different,different,na,86,foil,1,,,
19,1696590534363,06/10/2023 11:08:54,1696597734363,2,06/10/2023 15:08:54,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 4,kfk7dt,4,response,match,4818.557000001489,4811.277999999998,4818.557000001489,4818.557000001489,4811.277999999998,4818.557000001489,0,4818.557000001489,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Cry 1.jpg,Fornærme.mp4,different,different,na,86,foil,1,,,
20,1696590534858,06/10/2023 11:08:54,1696597734858,2,06/10/2023 15:08:54,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 1,8mz8sc,1,continue,,501.35399999999936,501.35399999999936,501.35399999999936,501.35399999999936,501.35399999999936,501.35399999999936,1,501.35399999999936,0,0,,Fixation Timing,,1,object-186,nomatch,Change 2.jpg,Sove.mp4,different,different,na,82,foil,1,,,
21,1696590535860,06/10/2023 11:08:55,1696597735860,2,06/10/2023 15:08:55,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 2,zhfxqk,2,timedOut,,1002.8250000000007,1002.2000000000007,1002.8250000000007,1002.8250000000007,1002.2000000000007,1002.8250000000007,0,1002.8250000000007,0,0,,Time Limit,screen,0,screen,nomatch,Change 2.jpg,Sove.mp4,different,different,na,82,foil,1,,,
22,1696590536162,06/10/2023 11:08:56,1696597736162,2,06/10/2023 15:08:56,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 3,d73ena,3,timedOut,,301.82499999925494,300.90100000000166,301.82499999925494,301.82499999925494,300.90100000000166,301.82499999925494,1,301.82499999925494,0,0,,Time Limit,screen,0,screen,nomatch,Change 2.jpg,Sove.mp4,different,different,na,82,foil,1,,,
23,1696590536178,06/10/2023 11:08:56,1696597736178,2,06/10/2023 15:08:56,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 4,kfk7dt,4,info,Video start,16.6630000007434,16.39099999999962,16.6630000007434,16.6630000007434,16.39099999999962,16.6630000007434,0,16.6630000007434,0,0,,Video,video,1,object-204,nomatch,Change 2.jpg,Sove.mp4,different,different,na,82,foil,1,,,
24,1696590539743,06/10/2023 11:08:59,1696597739743,2,06/10/2023 15:08:59,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 4,kfk7dt,4,response,match,3582.0240000007434,3575.065999999999,3582.0240000007434,3582.0240000007434,3575.065999999999,3582.0240000007434,0,3582.0240000007434,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Change 2.jpg,Sove.mp4,different,different,na,82,foil,1,,,
25,1696590540238,06/10/2023 11:09:00,1696597740238,2,06/10/2023 15:09:00,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,3,nomatch,Screen 1,8mz8sc,1,continue,,501.27000000000044,501.27000000000044,501.27000000000044,501.27000000000044,501.27000000000044,501.27000000000044,1,501.27000000000044,0,0,,Fixation Timing,,1,object-186,nomatch,Coffee 1.jpg,Venn.mp4,different,different,na,77,foil,1,,,
26,1696590541240,06/10/2023 11:09:01,1696597741240,2,06/10/2023 15:09:01,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,3,nomatch,Screen 2,zhfxqk,2,timedOut,,1003.2879999985089,1002.3610000000008,1003.2879999985089,1003.2879999985089,1002.3610000000008,1003.2879999985089,0,1003.2879999985089,0,0,,Time Limit,screen,0,screen,nomatch,Coffee 1.jpg,Venn.mp4,different,different,na,77,foil,1,,,
27,1696590541541,06/10/2023 11:09:01,1696597741541,2,06/10/2023 15:09:01,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,3,nomatch,Screen 3,d73ena,3,timedOut,,301.4269999985081,300.7729999999974,301.4269999985081,301.4269999985081,300.7729999999974,301.4269999985081,1,301.4269999985081,0,0,,Time Limit,screen,0,screen,nomatch,Coffee 1.jpg,Venn.mp4,different,different,na,77,foil,1,,,
28,1696590541558,06/10/2023 11:09:01,1696597741558,2,06/10/2023 15:09:01,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,3,nomatch,Screen 4,kfk7dt,4,info,Video start,17.54600000149093,16.4220000000023,17.54600000149093,17.54600000149093,16.4220000000023,17.54600000149093,0,17.54600000149093,0,0,,Video,video,1,object-204,nomatch,Coffee 1.jpg,Venn.mp4,different,different,na,77,foil,1,,,
29,1696590544714,06/10/2023 11:09:04,1696597744714,2,06/10/2023 15:09:04,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,3,nomatch,Screen 4,kfk7dt,4,response,nomatch,3174.0780000000013,3157.451000000001,3174.0780000000013,3174.0780000000013,3157.451000000001,3174.0780000000013,0,3174.0780000000013,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Coffee 1.jpg,Venn.mp4,different,different,na,77,foil,1,,,
30,1696590545201,06/10/2023 11:09:05,1696597745201,2,06/10/2023 15:09:05,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,4,nomatch,Screen 1,8mz8sc,1,continue,,501.28600000000006,501.28600000000006,501.28600000000006,501.28600000000006,501.28600000000006,501.28600000000006,1,501.28600000000006,0,0,,Fixation Timing,,1,object-186,nomatch,Ring 2.jpg,Dø.mp4,different,different,na,57,foil,1,,,
31,1696590546202,06/10/2023 11:09:06,1696597746202,2,06/10/2023 15:09:06,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,4,nomatch,Screen 2,zhfxqk,2,timedOut,,1003.3170000007449,1002.3859999999986,1003.3170000007449,1003.3170000007449,1002.3859999999986,1003.3170000007449,0,1003.3170000007449,0,0,,Time Limit,screen,0,screen,nomatch,Ring 2.jpg,Dø.mp4,different,different,na,57,foil,1,,,
32,1696590546502,06/10/2023 11:09:06,1696597746502,2,06/10/2023 15:09:06,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,4,nomatch,Screen 3,d73ena,3,timedOut,,301.23100000149134,300.53199999999924,301.23100000149134,301.23100000149134,300.53199999999924,301.23100000149134,1,301.23100000149134,0,0,,Time Limit,screen,0,screen,nomatch,Ring 2.jpg,Dø.mp4,different,different,na,57,foil,1,,,
33,1696590546517,06/10/2023 11:09:06,1696597746517,2,06/10/2023 15:09:06,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,4,nomatch,Screen 4,kfk7dt,4,info,Video start,15.133999999256922,0,15.133999999256922,15.133999999256922,0,15.133999999256922,0,15.133999999256922,0,0,,Video,video,1,object-204,nomatch,Ring 2.jpg,Dø.mp4,different,different,na,57,foil,1,,,
34,1696590549854,06/10/2023 11:09:09,1696597749854,2,06/10/2023 15:09:09,142915,15,task-n49w,,32068140,epsnt56j,9483072,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1600,1304x1427,Accepted,,0,experiment list2,25,Not on phone,Accepted,,list2,nsl_list2,4,nomatch,Screen 4,kfk7dt,4,response,nomatch,3351.899000000747,3341.2320000000036,3351.899000000747,3351.899000000747,3341.2320000000036,3351.899000000747,0,3351.899000000747,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Ring 2.jpg,Dø.mp4,different,different,na,57,foil,1,,,
