Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
1,1696499759595,05/10/2023 09:55:59,1696506959595,2,05/10/2023 13:55:59,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1696499761697,05/10/2023 09:56:01,1696506961697,2,05/10/2023 13:56:01,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,instructions,Screen 1,9upwou,1,info,Video start,2022.9110000953674,2006.375,2022.9110000953674,2022.9110000953674,2006.375,2022.9110000953674,1,2022.9110000953674,0,0,,Video,Experimental instructions,3,object-161,instructions,,,,,,,,,,,
3,1696499784893,05/10/2023 09:56:24,1696506984893,2,05/10/2023 13:56:24,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,instructions,Screen 1,9upwou,1,continue,,25219.05200009537,25211.057,25219.05200009537,25219.05200009537,25211.057,25219.05200009537,1,25219.05200009537,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
4,1696499784896,05/10/2023 09:56:24,1696506984896,2,05/10/2023 13:56:24,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,instructions,Screen 1,9upwou,1,continue,,25222.55200009537,25211.057,25222.55200009537,25222.55200009537,25211.057,25222.55200009537,1,25222.55200009537,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
5,1696499785388,05/10/2023 09:56:25,1696506985388,2,05/10/2023 13:56:25,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,match,Screen 1,nmofvp,1,continue,,501.7950000000019,501.7950000000019,501.7950000000019,501.7950000000019,501.7950000000019,501.7950000000019,1,501.7950000000019,0,0,,Fixation Timing,,1,object-167,match,Pain 1.jpg,Vondt.mp4,same,different,pain,12,target,1,,,
6,1696499786391,05/10/2023 09:56:26,1696506986391,2,05/10/2023 13:56:26,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,match,Screen 2,pevo7u,2,timedOut,,1004.000000047683,1002.793999999998,1004.000000047683,1004.000000047683,1002.793999999998,1004.000000047683,0,1004.000000047683,0,0,,Time Limit,screen,0,screen,match,Pain 1.jpg,Vondt.mp4,same,different,pain,12,target,1,,,
7,1696499786692,05/10/2023 09:56:26,1696506986692,2,05/10/2023 13:56:26,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,match,Screen 3,z1irvt,3,timedOut,,302.20600004768494,300.88800000000265,302.20600004768494,302.20600004768494,300.88800000000265,302.20600004768494,1,302.20600004768494,0,0,,Time Limit,screen,0,screen,match,Pain 1.jpg,Vondt.mp4,same,different,pain,12,target,1,,,
8,1696499786714,05/10/2023 09:56:26,1696506986714,2,05/10/2023 13:56:26,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,match,Screen 4,9wlxvm,4,info,Video start,22.887999904631144,16.60900000000038,22.887999904631144,22.887999904631144,16.60900000000038,22.887999904631144,1,22.887999904631144,0,0,,Video,video,1,object-178,match,Pain 1.jpg,Vondt.mp4,same,different,pain,12,target,1,,,
9,1696499790667,05/10/2023 09:56:30,1696506990667,2,05/10/2023 13:56:30,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,match,Screen 4,9wlxvm,4,response,match,3976.518000095366,3962.2559999999976,3976.518000095366,3976.518000095366,3962.2559999999976,3976.518000095366,1,3976.518000095366,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Pain 1.jpg,Vondt.mp4,same,different,pain,12,target,1,,,
10,1696499791156,05/10/2023 09:56:31,1696506991156,2,05/10/2023 13:56:31,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 1,8mz8sc,1,continue,,501.54699999999866,501.54699999999866,501.54699999999866,501.54699999999866,501.54699999999866,501.54699999999866,1,501.54699999999866,0,0,,Fixation Timing,,1,object-186,nomatch,Choose 1.jpg,Marsjering.mp4,different,different,na,65,foil,1,,,
11,1696499792159,05/10/2023 09:56:32,1696506992159,2,05/10/2023 13:56:32,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 2,zhfxqk,2,timedOut,,1004.515000047686,1003.2479999999996,1004.515000047686,1004.515000047686,1003.2479999999996,1004.515000047686,0,1004.515000047686,0,0,,Time Limit,screen,0,screen,nomatch,Choose 1.jpg,Marsjering.mp4,different,different,na,65,foil,1,,,
12,1696499792459,05/10/2023 09:56:32,1696506992459,2,05/10/2023 13:56:32,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 3,d73ena,3,timedOut,,302.1669999046353,300.6790000000037,302.1669999046353,302.1669999046353,300.6790000000037,302.1669999046353,1,302.1669999046353,0,0,,Time Limit,screen,0,screen,nomatch,Choose 1.jpg,Marsjering.mp4,different,different,na,65,foil,1,,,
13,1696499792479,05/10/2023 09:56:32,1696506992479,2,05/10/2023 13:56:32,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 4,kfk7dt,4,info,Video start,20.58700009536644,16.620999999999185,20.58700009536644,20.58700009536644,16.620999999999185,20.58700009536644,0,20.58700009536644,0,0,,Video,video,1,object-204,nomatch,Choose 1.jpg,Marsjering.mp4,different,different,na,65,foil,1,,,
14,1696499795514,05/10/2023 09:56:35,1696506995514,2,05/10/2023 13:56:35,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 4,kfk7dt,4,response,nomatch,3056.387999999999,3042.6749999999956,3056.387999999999,3056.387999999999,3042.6749999999956,3056.387999999999,0,3056.387999999999,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Choose 1.jpg,Marsjering.mp4,different,different,na,65,foil,1,,,
15,1696499796003,05/10/2023 09:56:36,1696506996003,2,05/10/2023 13:56:36,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 1,nmofvp,1,continue,,501.5590000000011,501.5590000000011,501.5590000000011,501.5590000000011,501.5590000000011,501.5590000000011,1,501.5590000000011,0,0,,Fixation Timing,,1,object-167,match,Take 1.jpg,Male.mp4,same,different,take,45,target,1,,,
16,1696499797008,05/10/2023 09:56:37,1696506997008,2,05/10/2023 13:56:37,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 2,pevo7u,2,timedOut,,1005.354000047686,1003.2839999999997,1005.354000047686,1005.354000047686,1003.2839999999997,1005.354000047686,0,1005.354000047686,0,0,,Time Limit,screen,0,screen,match,Take 1.jpg,Male.mp4,same,different,take,45,target,1,,,
17,1696499797309,05/10/2023 09:56:37,1696506997309,2,05/10/2023 13:56:37,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 3,z1irvt,3,timedOut,,303.4699999046352,300.6880000000019,303.4699999046352,303.4699999046352,300.6880000000019,303.4699999046352,1,303.4699999046352,0,0,,Time Limit,screen,0,screen,match,Take 1.jpg,Male.mp4,same,different,take,45,target,1,,,
18,1696499797331,05/10/2023 09:56:37,1696506997331,2,05/10/2023 13:56:37,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 4,9wlxvm,4,info,Video start,24.23699995231698,16.66599999999744,24.23699995231698,24.23699995231698,16.66599999999744,24.23699995231698,1,24.23699995231698,0,0,,Video,video,1,object-178,match,Take 1.jpg,Male.mp4,same,different,take,45,target,1,,,
19,1696499800531,05/10/2023 09:56:40,1696507000531,2,05/10/2023 13:56:40,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 4,9wlxvm,4,response,nomatch,3224.6820000000007,3209.9300000000003,3224.6820000000007,3224.6820000000007,3209.9300000000003,3224.6820000000007,1,3224.6820000000007,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Take 1.jpg,Male.mp4,same,different,take,45,target,1,,,
20,1696499801020,05/10/2023 09:56:41,1696507001020,2,05/10/2023 13:56:41,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 1,8mz8sc,1,continue,,501.54699999999866,501.54699999999866,501.54699999999866,501.54699999999866,501.54699999999866,501.54699999999866,1,501.54699999999866,0,0,,Fixation Timing,,1,object-186,nomatch,Sneeze 2.jpg,Knyte.mp4,different,different,na,68,foil,1,,,
21,1696499802024,05/10/2023 09:56:42,1696507002024,2,05/10/2023 13:56:42,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 2,zhfxqk,2,timedOut,,1005.9050000476855,1003.148000000001,1005.9050000476855,1005.9050000476855,1003.148000000001,1005.9050000476855,0,1005.9050000476855,0,0,,Time Limit,screen,0,screen,nomatch,Sneeze 2.jpg,Knyte.mp4,different,different,na,68,foil,1,,,
22,1696499802324,05/10/2023 09:56:42,1696507002324,2,05/10/2023 13:56:42,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 3,d73ena,3,timedOut,,303.15699990463327,300.7450000000026,303.15699990463327,303.15699990463327,300.7450000000026,303.15699990463327,1,303.15699990463327,0,0,,Time Limit,screen,0,screen,nomatch,Sneeze 2.jpg,Knyte.mp4,different,different,na,68,foil,1,,,
23,1696499802344,05/10/2023 09:56:42,1696507002344,2,05/10/2023 13:56:42,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 4,kfk7dt,4,info,Video start,22.15199999999808,16.77599999999802,22.15199999999808,22.15199999999808,16.77599999999802,22.15199999999808,0,22.15199999999808,0,0,,Video,video,1,object-204,nomatch,Sneeze 2.jpg,Knyte.mp4,different,different,na,68,foil,1,,,
24,1696499806347,05/10/2023 09:56:46,1696507006347,2,05/10/2023 13:56:46,142915,11,task-n49w,,32046086,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1320x1068,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 4,kfk7dt,4,response,nomatch,4025.012000047682,4012.508999999998,4025.012000047682,4025.012000047682,4012.508999999998,4025.012000047682,0,4025.012000047682,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Sneeze 2.jpg,Knyte.mp4,different,different,na,68,foil,1,,,
