Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
18,1699275783118,06/11/2023 13:03:03,1699279383118,1,06/11/2023 15:03:03,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,1,nomatch,Screen 4,kfk7dt,4,response,nomatch,2521,2516,2521,2521,2516,2521,0,2521,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Cigar 2.jpg,Gå.mp4,different,same,na,78,foil,1,,,
19,1699275783614,06/11/2023 13:03:03,1699279383614,1,06/11/2023 15:03:03,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 1,8mz8sc,1,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,,1,object-186,nomatch,Breathe 2.jpg,Brann.mp4,different,different,na,85,foil,1,,,
20,1699275784614,06/11/2023 13:03:04,1699279384614,1,06/11/2023 15:03:04,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 2,zhfxqk,2,timedOut,,1000,1000,1000,1000,1000,1000,0,1000,0,0,,Time Limit,screen,0,screen,nomatch,Breathe 2.jpg,Brann.mp4,different,different,na,85,foil,1,,,
21,1699275784914,06/11/2023 13:03:04,1699279384914,1,06/11/2023 15:03:04,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 3,d73ena,3,timedOut,,300,300,300,300,300,300,1,300,0,0,,Time Limit,screen,0,screen,nomatch,Breathe 2.jpg,Brann.mp4,different,different,na,85,foil,1,,,
22,1699275784934,06/11/2023 13:03:04,1699279384934,1,06/11/2023 15:03:04,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 4,kfk7dt,4,info,Video start,20.661041332521755,17,20.661041332521755,20.661041332521755,17,20.661041332521755,0,20.661041332521755,0,0,,Video,video,1,object-204,nomatch,Breathe 2.jpg,Brann.mp4,different,different,na,85,foil,1,,,
23,1699275787693,06/11/2023 13:03:07,1699279387693,1,06/11/2023 15:03:07,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 4,kfk7dt,4,response,nomatch,2780,2767,2780,2780,2767,2780,0,2780,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Breathe 2.jpg,Brann.mp4,different,different,na,85,foil,1,,,
24,1699275788181,06/11/2023 13:03:08,1699279388181,1,06/11/2023 15:03:08,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,3,nomatch,Screen 1,8mz8sc,1,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,,1,object-186,nomatch,Cabbage 2.jpg,Tegne.mp4,different,same,na,49,foil,1,,,
25,1699275789189,06/11/2023 13:03:09,1699279389189,1,06/11/2023 15:03:09,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,3,nomatch,Screen 2,zhfxqk,2,timedOut,,1002,1000,1002,1002,1000,1002,0,1002,0,0,,Time Limit,screen,0,screen,nomatch,Cabbage 2.jpg,Tegne.mp4,different,same,na,49,foil,1,,,
26,1699275789480,06/11/2023 13:03:09,1699279389480,1,06/11/2023 15:03:09,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,3,nomatch,Screen 3,d73ena,3,timedOut,,300,300,300,300,300,300,1,300,0,0,,Time Limit,screen,0,screen,nomatch,Cabbage 2.jpg,Tegne.mp4,different,same,na,49,foil,1,,,
27,1699275789498,06/11/2023 13:03:09,1699279389498,1,06/11/2023 15:03:09,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,3,nomatch,Screen 4,kfk7dt,4,info,Video start,17.5841253303229,16,17.5841253303229,17.5841253303229,16,17.5841253303229,0,17.5841253303229,0,0,,Video,video,1,object-204,nomatch,Cabbage 2.jpg,Tegne.mp4,different,same,na,49,foil,1,,,
28,1699275792471,06/11/2023 13:03:12,1699279392471,1,06/11/2023 15:03:12,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,3,nomatch,Screen 4,kfk7dt,4,response,nomatch,2990,2984,2990,2990,2984,2990,0,2990,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Cabbage 2.jpg,Tegne.mp4,different,same,na,49,foil,1,,,
29,1699275792963,06/11/2023 13:03:12,1699279392963,1,06/11/2023 15:03:12,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,3,match,Screen 1,nmofvp,1,continue,,499,499,499,499,499,499,1,499,0,0,,Fixation Timing,,1,object-167,match,Sing 2.jpg,Synge.mp4,same,same,sing,44,target,1,,,
30,1699275793963,06/11/2023 13:03:13,1699279393963,1,06/11/2023 15:03:13,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,3,match,Screen 2,pevo7u,2,timedOut,,1000.0000000000036,1000,1000.0000000000036,1000.0000000000036,1000,1000.0000000000036,0,1000.0000000000036,0,0,,Time Limit,screen,0,screen,match,Sing 2.jpg,Synge.mp4,same,same,sing,44,target,1,,,
31,1699275794264,06/11/2023 13:03:14,1699279394264,1,06/11/2023 15:03:14,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,3,match,Screen 3,z1irvt,3,timedOut,,300,300,300,300,300,300,1,300,0,0,,Time Limit,screen,0,screen,match,Sing 2.jpg,Synge.mp4,same,same,sing,44,target,1,,,
32,1699275794279,06/11/2023 13:03:14,1699279394279,1,06/11/2023 15:03:14,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,3,match,Screen 4,9wlxvm,4,info,Video start,15.640541667680722,0,15.640541667680722,15.640541667680722,0,15.640541667680722,1,15.640541667680722,0,0,,Video,video,1,object-178,match,Sing 2.jpg,Synge.mp4,same,same,sing,44,target,1,,,
33,1699275796695,06/11/2023 13:03:16,1699279396695,1,06/11/2023 15:03:16,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,3,match,Screen 4,9wlxvm,4,response,match,2432,2417,2432,2432,2417,2432,1,2432,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Sing 2.jpg,Synge.mp4,same,same,sing,44,target,1,,,
34,1699275797181,06/11/2023 13:03:17,1699279397181,1,06/11/2023 15:03:17,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,4,match,Screen 1,nmofvp,1,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,,1,object-167,match,Metal 2.jpg,Metall.mp4,same,same,metal,35,target,1,,,
35,1699275798181,06/11/2023 13:03:18,1699279398181,1,06/11/2023 15:03:18,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,4,match,Screen 2,pevo7u,2,timedOut,,1000,1000,1000,1000,1000,1000,0,1000,0,0,,Time Limit,screen,0,screen,match,Metal 2.jpg,Metall.mp4,same,same,metal,35,target,1,,,
36,1699275798480,06/11/2023 13:03:18,1699279398480,1,06/11/2023 15:03:18,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,4,match,Screen 3,z1irvt,3,timedOut,,300,300,300,300,300,300,1,300,0,0,,Time Limit,screen,0,screen,match,Metal 2.jpg,Metall.mp4,same,same,metal,35,target,1,,,
37,1699275798499,06/11/2023 13:03:18,1699279398499,1,06/11/2023 15:03:18,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,4,match,Screen 4,9wlxvm,4,info,Video start,18.59449999905913,16,18.59449999905913,18.59449999905913,16,18.59449999905913,1,18.59449999905913,0,0,,Video,video,1,object-178,match,Metal 2.jpg,Metall.mp4,same,same,metal,35,target,1,,,
38,1699275801199,06/11/2023 13:03:21,1699279401199,1,06/11/2023 15:03:21,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,4,match,Screen 4,9wlxvm,4,response,nomatch,2719,2716,2719,2719,2716,2719,1,2719,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Metal 2.jpg,Metall.mp4,same,same,metal,35,target,1,,,
39,1699275801697,06/11/2023 13:03:21,1699279401697,1,06/11/2023 15:03:21,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,5,match,Screen 1,nmofvp,1,continue,,501,501,501,501,501,501,1,501,0,0,,Fixation Timing,,1,object-167,match,Jump 1.jpg,Hoppe.mp4,same,same,jump,39,target,1,,,
40,1699275802697,06/11/2023 13:03:22,1699279402697,1,06/11/2023 15:03:22,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,5,match,Screen 2,pevo7u,2,timedOut,,999,999,999,999,999,999,0,999,0,0,,Time Limit,screen,0,screen,match,Jump 1.jpg,Hoppe.mp4,same,same,jump,39,target,1,,,
41,1699275802997,06/11/2023 13:03:22,1699279402997,1,06/11/2023 15:03:22,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,5,match,Screen 3,z1irvt,3,timedOut,,300,300,300,300,300,300,1,300,0,0,,Time Limit,screen,0,screen,match,Jump 1.jpg,Hoppe.mp4,same,same,jump,39,target,1,,,
42,1699275803014,06/11/2023 13:03:23,1699279403014,1,06/11/2023 15:03:23,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,5,match,Screen 4,9wlxvm,4,info,Video start,17.57883300311603,16,17.57883300311603,17.57883300311603,16,17.57883300311603,1,17.57883300311603,0,0,,Video,video,1,object-178,match,Jump 1.jpg,Hoppe.mp4,same,same,jump,39,target,1,,,
43,1699275807509,06/11/2023 13:03:27,1699279407509,1,06/11/2023 15:03:27,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,5,match,Screen 4,9wlxvm,4,response,match,4513,4500,4513,4513,4500,4513,1,4513,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Jump 1.jpg,Hoppe.mp4,same,same,jump,39,target,1,,,
44,1699275807997,06/11/2023 13:03:27,1699279407997,1,06/11/2023 15:03:27,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,4,nomatch,Screen 1,8mz8sc,1,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,,1,object-186,nomatch,School 1.jpg,Jakt.mp4,different,different,na,59,foil,1,,,
45,1699275808997,06/11/2023 13:03:28,1699279408997,1,06/11/2023 15:03:28,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,4,nomatch,Screen 2,zhfxqk,2,timedOut,,1000,1000,1000,1000,1000,1000,0,1000,0,0,,Time Limit,screen,0,screen,nomatch,School 1.jpg,Jakt.mp4,different,different,na,59,foil,1,,,
46,1699275809297,06/11/2023 13:03:29,1699279409297,1,06/11/2023 15:03:29,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,4,nomatch,Screen 3,d73ena,3,timedOut,,300,300,300,300,300,300,1,300,0,0,,Time Limit,screen,0,screen,nomatch,School 1.jpg,Jakt.mp4,different,different,na,59,foil,1,,,
47,1699275809313,06/11/2023 13:03:29,1699279409313,1,06/11/2023 15:03:29,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,4,nomatch,Screen 4,kfk7dt,4,info,Video start,16.64574999793549,0,16.64574999793549,16.64574999793549,0,16.64574999793549,0,16.64574999793549,0,0,,Video,video,1,object-204,nomatch,School 1.jpg,Jakt.mp4,different,different,na,59,foil,1,,,
48,1699275811953,06/11/2023 13:03:31,1699279411953,1,06/11/2023 15:03:31,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,4,nomatch,Screen 4,kfk7dt,4,response,nomatch,2657.0000000000073,2650,2657.0000000000073,2657.0000000000073,2650,2657.0000000000073,0,2657.0000000000073,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,School 1.jpg,Jakt.mp4,different,different,na,59,foil,1,,,
49,1699275812447,06/11/2023 13:03:32,1699279412447,1,06/11/2023 15:03:32,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,6,match,Screen 1,nmofvp,1,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,,1,object-167,match,Cigar 1.jpg,Sigar.mp4,same,different,cigar,30,target,1,,,
50,1699275813447,06/11/2023 13:03:33,1699279413447,1,06/11/2023 15:03:33,146116,4,task-eu79,,32737716,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,0,experiment list1,107,Not on phone,Accepted,,nsl_list1,6,match,Screen 2,pevo7u,2,timedOut,,1000,1000,1000,1000,1000,1000,0,1000,0,0,,Time Limit,screen,0,screen,match,Cigar 1.jpg,Sigar.mp4,same,different,cigar,30,target,1,,,
