Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
1,1696570081518,06/10/2023 05:28:01,1696577281518,2,06/10/2023 09:28:01,142915,13,task-eu79,,32059861,srup7r1h,9481525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1482x958,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1696570083632,06/10/2023 05:28:03,1696577283632,2,06/10/2023 09:28:03,142915,13,task-eu79,,32059861,srup7r1h,9481525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1482x958,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,instructions,Screen 1,9upwou,1,info,Video start,2029.9749999821186,2016.648,2029.9749999821186,2029.9749999821186,2016.648,2029.9749999821186,1,2029.9749999821186,0,0,,Video,Experimental instructions,3,object-161,instructions,,,,,,,,,,,
3,1696570104261,06/10/2023 05:28:24,1696577304261,2,06/10/2023 09:28:24,142915,13,task-eu79,,32059861,srup7r1h,9481525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1482x958,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,instructions,Screen 1,9upwou,1,continue,,22659.58499999404,22648.679,22659.58499999404,22659.58499999404,22648.679,22659.58499999404,1,22659.58499999404,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
4,1696570104267,06/10/2023 05:28:24,1696577304267,2,06/10/2023 09:28:24,142915,13,task-eu79,,32059861,srup7r1h,9481525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1482x958,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,instructions,Screen 1,9upwou,1,continue,,22665.066,22648.679,22665.066,22665.066,22648.679,22665.066,1,22665.066,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
5,1696570104753,06/10/2023 05:28:24,1696577304753,2,06/10/2023 09:28:24,142915,13,task-eu79,,32059861,srup7r1h,9481525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1482x958,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,match,Screen 1,nmofvp,1,continue,,499.9190000000017,499.9190000000017,499.9190000000017,499.9190000000017,499.9190000000017,499.9190000000017,1,499.9190000000017,0,0,,Fixation Timing,,1,object-167,match,Flower 2.jpg,Blomst.mp4,same,same,flower,33,target,1,,,
6,1696570105754,06/10/2023 05:28:25,1696577305754,2,06/10/2023 09:28:25,142915,13,task-eu79,,32059861,srup7r1h,9481525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1482x958,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,match,Screen 2,pevo7u,2,timedOut,,1003.0869999880779,1000.2599999999984,1003.0869999880779,1003.0869999880779,1000.2599999999984,1003.0869999880779,0,1003.0869999880779,0,0,,Time Limit,screen,0,screen,match,Flower 2.jpg,Blomst.mp4,same,same,flower,33,target,1,,,
7,1696570106051,06/10/2023 05:28:26,1696577306051,2,06/10/2023 09:28:26,142915,13,task-eu79,,32059861,srup7r1h,9481525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1482x958,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,match,Screen 3,z1irvt,3,timedOut,,300.3269999880795,299.5440000000017,300.3269999880795,300.3269999880795,299.5440000000017,300.3269999880795,1,300.3269999880795,0,0,,Time Limit,screen,0,screen,match,Flower 2.jpg,Blomst.mp4,same,same,flower,33,target,1,,,
8,1696570106065,06/10/2023 05:28:26,1696577306065,2,06/10/2023 09:28:26,142915,13,task-eu79,,32059861,srup7r1h,9481525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1482x958,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,match,Screen 4,9wlxvm,4,info,Video start,14.728000005959183,0,14.728000005959183,14.728000005959183,0,14.728000005959183,1,14.728000005959183,0,0,,Video,video,1,object-178,match,Flower 2.jpg,Blomst.mp4,same,same,flower,33,target,1,,,
9,1696570109490,06/10/2023 05:28:29,1696577309490,2,06/10/2023 09:28:29,142915,13,task-eu79,,32059861,srup7r1h,9481525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1482x958,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,match,Screen 4,9wlxvm,4,response,match,3438.8829999821173,3433.196,3438.8829999821173,3438.8829999821173,3433.196,3438.8829999821173,1,3438.8829999821173,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Flower 2.jpg,Blomst.mp4,same,same,flower,33,target,1,,,
10,1696570109987,06/10/2023 05:28:29,1696577309987,2,06/10/2023 09:28:29,142915,13,task-eu79,,32059861,srup7r1h,9481525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1920x1080,1482x958,Accepted,,0,experiment list1,105,Not on phone,Accepted,,list1,nsl_list1,1,nomatch,Screen 1,8mz8sc,1,continue,,500.28999999999724,500.28999999999724,500.28999999999724,500.28999999999724,500.28999999999724,500.28999999999724,1,500.28999999999724,0,0,,Fixation Timing,,1,object-186,nomatch,Watch 1.jpg,Dyr.mp4,different,different,na,95,foil,1,,,
