Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
84,1696510043402,05/10/2023 12:47:23,1696517243402,2,05/10/2023 16:47:23,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,11,match,Screen 4,9wlxvm,4,response,nomatch,3286.616999999256,3284.071000000011,3286.616999999256,3286.616999999256,3284.071000000011,3286.616999999256,1,3286.616999999256,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Play 2.jpg,Spille.mp4,same,different,play,16,target,1,,,
85,1696510043900,05/10/2023 12:47:23,1696517243900,2,05/10/2023 16:47:23,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,12,match,Screen 1,nmofvp,1,continue,,499.3379999999888,499.3379999999888,499.3379999999888,499.3379999999888,499.3379999999888,499.3379999999888,1,499.3379999999888,0,0,,Fixation Timing,,1,object-167,match,Telephone 1.jpg,Telefon.mp4,same,same,telephone,36,target,1,,,
86,1696510044900,05/10/2023 12:47:24,1696517244900,2,05/10/2023 16:47:24,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,12,match,Screen 2,pevo7u,2,timedOut,,1000.9079999985115,1000.2870000000112,1000.9079999985115,1000.9079999985115,1000.2870000000112,1000.9079999985115,0,1000.9079999985115,0,0,,Time Limit,screen,0,screen,match,Telephone 1.jpg,Telefon.mp4,same,same,telephone,36,target,1,,,
87,1696510045200,05/10/2023 12:47:25,1696517245200,2,05/10/2023 16:47:25,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,12,match,Screen 3,z1irvt,3,timedOut,,300.5210000007355,300.00699999998324,300.5210000007355,300.5210000007355,300.00699999998324,300.5210000007355,1,300.5210000007355,0,0,,Time Limit,screen,0,screen,match,Telephone 1.jpg,Telefon.mp4,same,same,telephone,36,target,1,,,
88,1696510045246,05/10/2023 12:47:25,1696517245246,2,05/10/2023 16:47:25,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,12,match,Screen 4,9wlxvm,4,info,Video start,46.54200000000722,33.646000000007916,46.54200000000722,46.54200000000722,33.646000000007916,46.54200000000722,1,46.54200000000722,0,0,,Video,video,1,object-178,match,Telephone 1.jpg,Telefon.mp4,same,same,telephone,36,target,1,,,
89,1696510047744,05/10/2023 12:47:27,1696517247744,2,05/10/2023 16:47:27,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,12,match,Screen 4,9wlxvm,4,response,match,2544.714000000007,2533.183000000019,2544.714000000007,2544.714000000007,2533.183000000019,2544.714000000007,1,2544.714000000007,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Telephone 1.jpg,Telefon.mp4,same,same,telephone,36,target,1,,,
90,1696510048232,05/10/2023 12:47:28,1696517248232,2,05/10/2023 16:47:28,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,13,match,Screen 1,nmofvp,1,continue,,499.362999999983,499.362999999983,499.362999999983,499.362999999983,499.362999999983,499.362999999983,1,499.362999999983,0,0,,Fixation Timing,,1,object-167,match,Paint 2.jpg,Male.mp4,same,different,paint,42,target,1,,,
91,1696510049233,05/10/2023 12:47:29,1696517249233,2,05/10/2023 16:47:29,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,13,match,Screen 2,pevo7u,2,timedOut,,1000.8679999992601,1000.2719999999972,1000.8679999992601,1000.8679999992601,1000.2719999999972,1000.8679999992601,0,1000.8679999992601,0,0,,Time Limit,screen,0,screen,match,Paint 2.jpg,Male.mp4,same,different,paint,42,target,1,,,
92,1696510049533,05/10/2023 12:47:29,1696517249533,2,05/10/2023 16:47:29,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,13,match,Screen 3,z1irvt,3,timedOut,,300.8960000000079,300.2850000000035,300.8960000000079,300.8960000000079,300.2850000000035,300.8960000000079,1,300.8960000000079,0,0,,Time Limit,screen,0,screen,match,Paint 2.jpg,Male.mp4,same,different,paint,42,target,1,,,
93,1696510049581,05/10/2023 12:47:29,1696517249581,2,05/10/2023 16:47:29,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,13,match,Screen 4,9wlxvm,4,info,Video start,48.46499999776925,35.47400000001653,48.46499999776925,48.46499999776925,35.47400000001653,48.46499999776925,1,48.46499999776925,0,0,,Video,video,1,object-178,match,Paint 2.jpg,Male.mp4,same,different,paint,42,target,1,,,
94,1696510054977,05/10/2023 12:47:34,1696517254977,2,05/10/2023 16:47:34,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,13,match,Screen 4,9wlxvm,4,response,nomatch,5444.4110000007495,5432.591000000015,5444.4110000007495,5444.4110000007495,5432.591000000015,5444.4110000007495,1,5444.4110000007495,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Paint 2.jpg,Male.mp4,same,different,paint,42,target,1,,,
95,1696510055466,05/10/2023 12:47:35,1696517255466,2,05/10/2023 16:47:35,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,14,match,Screen 1,nmofvp,1,continue,,500.4780000000028,500.4780000000028,500.4780000000028,500.4780000000028,500.4780000000028,500.4780000000028,1,500.4780000000028,0,0,,Fixation Timing,,1,object-167,match,School 1.jpg,Skole.mp4,same,different,school,11,target,1,,,
96,1696510056466,05/10/2023 12:47:36,1696517256466,2,05/10/2023 16:47:36,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,14,match,Screen 2,pevo7u,2,timedOut,,1000.4419999984966,999.9249999999884,1000.4419999984966,1000.4419999984966,999.9249999999884,1000.4419999984966,0,1000.4419999984966,0,0,,Time Limit,screen,0,screen,match,School 1.jpg,Skole.mp4,same,different,school,11,target,1,,,
97,1696510056766,05/10/2023 12:47:36,1696517256766,2,05/10/2023 16:47:36,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,14,match,Screen 3,z1irvt,3,timedOut,,300.61699999999837,300.01900000000023,300.61699999999837,300.61699999999837,300.01900000000023,300.61699999999837,1,300.61699999999837,0,0,,Time Limit,screen,0,screen,match,School 1.jpg,Skole.mp4,same,different,school,11,target,1,,,
98,1696510056812,05/10/2023 12:47:36,1696517256812,2,05/10/2023 16:47:36,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,14,match,Screen 4,9wlxvm,4,info,Video start,45.31299999999814,33.06599999999162,45.31299999999814,45.31299999999814,33.06599999999162,45.31299999999814,1,45.31299999999814,0,0,,Video,video,1,object-178,match,School 1.jpg,Skole.mp4,same,different,school,11,target,1,,,
99,1696510060792,05/10/2023 12:47:40,1696517260792,2,05/10/2023 16:47:40,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,14,match,Screen 4,9wlxvm,4,response,match,4026.797999999253,4016.3910000000033,4026.797999999253,4026.797999999253,4016.3910000000033,4026.797999999253,1,4026.797999999253,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,School 1.jpg,Skole.mp4,same,different,school,11,target,1,,,
