Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
1,1698754312125,31/10/2023 12:11:52,1698757912125,1,31/10/2023 14:11:52,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1698754314473,31/10/2023 12:11:54,1698757914473,1,31/10/2023 14:11:54,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,1,instructions,Screen 1,9upwou,1,info,Video start,2026.9830000178813,2019.9029999999998,2026.9830000178813,2026.9830000178813,2019.9029999999998,2026.9830000178813,1,2026.9830000178813,0,0,,Video,Experimental instructions,3,object-161,instructions,,,,,,,,,,,
3,1698754335008,31/10/2023 12:12:15,1698757935008,1,31/10/2023 14:12:15,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,1,instructions,Screen 1,9upwou,1,continue,,22563.54,22551.884000000002,22563.54,22563.54,22551.884000000002,22563.54,1,22563.54,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
4,1698754335011,31/10/2023 12:12:15,1698757935011,1,31/10/2023 14:12:15,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,1,instructions,Screen 1,9upwou,1,continue,,22566.54,22551.884000000002,22566.54,22566.54,22551.884000000002,22566.54,1,22566.54,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
5,1698754335501,31/10/2023 12:12:15,1698757935501,1,31/10/2023 14:12:15,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,1,nomatch,Screen 1,8mz8sc,1,continue,,500.2199999999975,500.2199999999975,500.2199999999975,500.2199999999975,500.2199999999975,500.2199999999975,1,500.2199999999975,0,0,,Fixation Timing,,1,object-186,nomatch,Cigar 2.jpg,Gå.mp4,different,same,na,78,foil,1,,,
6,1698754336501,31/10/2023 12:12:16,1698757936501,1,31/10/2023 14:12:16,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,1,nomatch,Screen 2,zhfxqk,2,timedOut,,1005.035999994041,1000.4400000000023,1005.035999994041,1005.035999994041,1000.4400000000023,1005.035999994041,0,1005.035999994041,0,0,,Time Limit,screen,0,screen,nomatch,Cigar 2.jpg,Gå.mp4,different,same,na,78,foil,1,,,
7,1698754336800,31/10/2023 12:12:16,1698757936800,1,31/10/2023 14:12:16,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,1,nomatch,Screen 3,d73ena,3,timedOut,,302.89600000595965,300.1319999999978,302.89600000595965,302.89600000595965,300.1319999999978,302.89600000595965,1,302.89600000595965,0,0,,Time Limit,screen,0,screen,nomatch,Cigar 2.jpg,Gå.mp4,different,same,na,78,foil,1,,,
8,1698754336826,31/10/2023 12:12:16,1698757936826,1,31/10/2023 14:12:16,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,1,nomatch,Screen 4,kfk7dt,4,info,Video start,29.11600000596186,16.674000000002707,29.11600000596186,29.11600000596186,16.674000000002707,29.11600000596186,0,29.11600000596186,0,0,,Video,video,1,object-204,nomatch,Cigar 2.jpg,Gå.mp4,different,same,na,78,foil,1,,,
9,1698754340954,31/10/2023 12:12:20,1698757940954,1,31/10/2023 14:12:20,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,1,nomatch,Screen 4,kfk7dt,4,response,nomatch,4151.826000000001,4135.152000000002,4151.826000000001,4151.826000000001,4135.152000000002,4151.826000000001,0,4151.826000000001,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Cigar 2.jpg,Gå.mp4,different,same,na,78,foil,1,,,
10,1698754341435,31/10/2023 12:12:21,1698757941435,1,31/10/2023 14:12:21,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 1,8mz8sc,1,continue,,500.22000000000116,500.22000000000116,500.22000000000116,500.22000000000116,500.22000000000116,500.22000000000116,1,500.22000000000116,0,0,,Fixation Timing,,1,object-186,nomatch,Lose 2.jpg,Koke.mp4,different,same,na,89,foil,1,,,
11,1698754342436,31/10/2023 12:12:22,1698757942436,1,31/10/2023 14:12:22,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 2,zhfxqk,2,timedOut,,1003.3920000059588,1000.4399999999987,1003.3920000059588,1003.3920000059588,1000.4399999999987,1003.3920000059588,0,1003.3920000059588,0,0,,Time Limit,screen,0,screen,nomatch,Lose 2.jpg,Koke.mp4,different,same,na,89,foil,1,,,
12,1698754342736,31/10/2023 12:12:22,1698757942736,1,31/10/2023 14:12:22,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 3,d73ena,3,timedOut,,303.7520000178811,300.1320000000014,303.7520000178811,303.7520000178811,300.1320000000014,303.7520000178811,1,303.7520000178811,0,0,,Time Limit,screen,0,screen,nomatch,Lose 2.jpg,Koke.mp4,different,same,na,89,foil,1,,,
13,1698754342761,31/10/2023 12:12:22,1698757942761,1,31/10/2023 14:12:22,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 4,kfk7dt,4,info,Video start,28.118000011919182,16.67399999999907,28.118000011919182,28.118000011919182,16.67399999999907,28.118000011919182,0,28.118000011919182,0,0,,Video,video,1,object-204,nomatch,Lose 2.jpg,Koke.mp4,different,same,na,89,foil,1,,,
14,1698754345070,31/10/2023 12:12:25,1698757945070,1,31/10/2023 14:12:25,142915,17,task-eu79,,32597556,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 4,kfk7dt,4,response,nomatch,2336.860999999997,2320.186999999998,2336.860999999997,2336.860999999997,2320.186999999998,2336.860999999997,0,2336.860999999997,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Lose 2.jpg,Koke.mp4,different,same,na,89,foil,1,,,
