Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,Randomise questionnaire elements?,Question Key,Response
20,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,10_SL-introduction-path,annet
21,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,10_SL-introduction-path-quantised,5
22,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,11_SL-years,fra  19 år til idag
23,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,12_SL-peers,nei
24,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,12_SL-peers-quantised,2
25,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,13_college,ja
26,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,13_college-quantised,1
27,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,14_deaf-clubs,ja
28,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,14_deaf-clubs-quantised,1
29,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,15_freq-of-use,daglig
30,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,15_freq-of-use-quantised,2
31,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,16_preferred-language,tegnspråk og norsk (skriftlig eller muntlig)
32,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,16_preferred-language-quantised,4
33,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,16_preferred-language-text,
34,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,17_home-language,norsk
35,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,18_formal-writing ,nei
36,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,18_formal-writing -quantised,2
37,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,response-1,ja
38,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,response-1-quantised,1
39,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,20_formal-reading,ja
40,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,20_formal-reading-quantised,1
41,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,21_informal-reading,ja
42,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,21_informal-reading-quantised,1
43,1.69876E+12,31.10.2023 12:34,1.69876E+12,1,31.10.2023 13:34,142915,17,questionnaire-zt1x,,32598056,7lh74236,9647566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,3440x1440,1717x1248,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,END QUESTIONNAIRE,164704
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
